survey,CFA3S-B,CFA3S-V,CFA3S-R,CFA3S-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
CFA3S,17.3276,16.5885,16.0609,15.6496,16.845500946044922,16.292999267578125,16.069599151611328,15.9753999710083,236.67986084841044,-1.0722187163203198
CFA3S,14.8447,14.3179,13.9409,13.6368,14.493200302124023,14.152600288391113,14.065400123596191,14.041799545288086,211.71916168733105,-5.448752165346974
CFA3S,16.4604,15.9379,15.5462,15.2258,16.119199752807617,15.768400192260742,15.663200378417969,15.641300201416016,211.71801355273695,-5.492849481426341
CFA3S,15.357,14.7372,14.3019,13.9738,14.95989990234375,14.526200294494629,14.392999649047852,14.370400428771973,211.71654911873856,-5.47475128722513
CFA3S,18.9497,17.8169,16.9472,16.285800000000002,18.350000381469727,17.26289939880371,16.800100326538086,16.57830047607422,211.70329991813782,-5.392929740967404
CFA3S,17.3564,16.8099,16.4039,16.0781,16.984600067138672,16.618000030517578,16.486099243164062,16.46780014038086,211.6870380079397,-5.46974120581176
CFA3S,16.5891,15.9499,15.4916,15.1305,16.18560028076172,15.726900100708008,15.557999610900879,15.50160026550293,211.68249056889297,-5.346736664727202
CFA3S,15.481000000000002,14.6262,14.0229,13.5704,14.959799766540527,14.263299942016602,14.021499633789062,13.8996000289917,211.67319436386998,-5.43349550106546
CFA3S,17.2851,16.7359,16.284200000000002,15.9058,16.94339942932129,16.524999618530273,16.339000701904297,16.288400650024414,211.642737787443,-5.49267517209963
CFA3S,15.2494,15.1102,14.9869,14.9088,15.076399803161621,15.128299713134766,15.213299751281738,15.279399871826172,211.62249715764153,-5.4817547351018
CFA3S,16.824,16.3395,15.958800000000002,15.6727,16.481300354003906,16.164100646972656,16.064300537109375,16.059999465942383,211.61902576729057,-5.459259431321519
CFA3S,17.7317,16.8152,16.1372,15.6641,17.1919002532959,16.409500122070312,16.117799758911133,15.998200416564941,211.61748938645874,-5.414230547012621
CFA3S,14.9827,14.4839,14.1102,13.8025,14.635100364685059,14.3100004196167,14.193599700927734,14.177399635314941,211.61396346891905,-5.506510188329067
CFA3S,18.2073,17.3045,16.6428,16.1657,17.68869972229004,16.918399810791016,16.64299964904785,16.488300323486328,211.60292272112667,-5.46751686634842
CFA3S,17.0707,16.6435,16.2932,15.9961,16.765399932861328,16.48870086669922,16.39550018310547,16.383499145507812,211.58404169090673,-5.404419963914543
CFA3S,17.2994,16.8932,16.5552,16.2674,17.012399673461914,16.759599685668945,16.670700073242188,16.659799575805664,211.58398483246782,-5.4534930951363965
CFA3S,16.2867,15.7332,15.3299,15.0074,15.917799949645996,15.548100471496582,15.416099548339844,15.388099670410156,211.5627479743974,-5.392082628606486
CFA3S,17.2777,16.7597,16.3826,16.0233,16.933000564575195,16.606399536132812,16.48590087890625,16.479000091552734,244.2328016588142,35.673420924502004
CFA3S,17.264,16.633,16.1799,15.779,16.844200134277344,16.416200637817383,16.24489974975586,16.195499420166016,244.2199605412343,35.79447379144255
CFA3S,16.5696,15.9793,15.5515,15.1729,16.181299209594727,15.78380012512207,15.6318998336792,15.594799995422363,244.21104306179848,35.778756298194466
CFA3S,15.1843,14.507,14.0442,13.6416,14.749600410461426,14.278200149536133,14.099900245666504,14.069499969482422,244.20685001624645,35.6486411406214
CFA3S,16.0016,15.4303,15.0225,14.6513,15.603899955749512,15.228500366210938,15.082900047302246,15.052800178527832,244.13078595455715,35.63799008411946
CFA3S,17.3383,16.777,16.3765,-982.223,16.947799682617188,16.58289909362793,16.462099075317383,16.4468994140625,244.12626152767365,35.69012359919733
CFA3S,16.5537,15.8467,15.3439,14.9223,16.098899841308594,15.582200050354004,15.377799987792969,15.30780029296875,244.0856652600637,35.759007750882915
CFA3S,17.297,16.7407,16.3392,15.969,16.91860008239746,16.550100326538086,16.41900062561035,16.386600494384766,244.07631186451903,35.74059181183868
CFA3S,18.3287,17.7117,17.2822,16.941300000000002,17.90519905090332,17.493999481201172,17.340200424194336,17.322599411010742,244.06715039407334,35.71954111397223
CFA3S,18.2989,17.6943,17.281499999999998,16.894599999999997,17.90530014038086,17.507099151611328,17.353599548339844,17.335500717163086,244.04380845349695,35.74176126461922
CFA3S,18.0726,17.4905,17.0664,16.721700000000002,17.731800079345703,17.355499267578125,17.191699981689453,17.15399932861328,198.30345430305238,-19.521825487710966
CFA3S,18.0333,17.4278,16.9737,16.573,17.67650032043457,17.23889923095703,17.0664005279541,16.99720001220703,198.27894445763843,-19.499003896411367
CFA3S,15.0096,14.5805,14.2481,13.9717,14.726300239562988,14.492799758911133,14.427900314331055,14.423999786376953,198.27357060544693,-19.522740995339788
CFA3S,17.8157,17.0712,16.547800000000002,16.123800000000003,17.379600524902344,16.827699661254883,16.6210994720459,16.540700912475586,198.24470724114465,-19.467852294617877
CFA3S,17.4738,16.7541,16.225900000000003,15.828400000000002,17.046600341796875,16.513200759887695,16.29960060119629,16.21649932861328,198.18496461334516,-19.57073186833911
CFA3S,15.6136,14.9879,14.5025,14.0907,15.277299880981445,14.769000053405762,14.60669994354248,14.492400169372559,299.1749671721374,40.41227687166302
CFA3S,18.1926,17.5229,16.9645,16.5747,17.78820037841797,17.26460075378418,17.016199111938477,16.894899368286133,299.17148663636556,40.419991226390444
CFA3S,17.744600000000002,16.9509,16.3775,15.9247,17.33799934387207,16.68720054626465,16.426000595092773,16.308000564575195,299.1696252295462,40.368026661269745
CFA3S,16.145,15.0163,14.2503,13.6457,15.507200241088867,14.552499771118164,14.15410041809082,13.92590045928955,299.1289748192875,40.43845808529076
CFA3S,16.808,16.1723,15.697,15.308,16.467199325561523,15.97920036315918,15.794699668884277,15.705499649047852,299.04321002103785,40.51871247535474
CFA3S,16.0509,15.4139,14.9296,14.521,15.650099754333496,15.16189956665039,14.967900276184082,14.867199897766113,299.0225153890676,40.36692433320986
CFA3S,15.9857,15.3453,14.8576,14.4477,15.636099815368652,15.074199676513672,15.181400299072266,15.265000343322754,299.0194777168379,40.41895135299425
CFA3S,15.741,14.9133,14.3403,13.8884,15.282099723815918,14.61709976196289,14.37440013885498,14.250399589538574,299.0000480155979,40.413450157616886
CFA3S,17.444599999999998,16.7246,16.173299999999998,15.714,17.014400482177734,16.42650032043457,16.236299514770508,16.06760025024414,298.9822025824957,40.41870526206026
CFA3S,16.6729,16.0189,15.5209,15.1223,16.324399948120117,15.819499969482422,15.591500282287598,15.505200386047363,298.97838250307257,40.50982302098747
CFA3S,15.889,15.5913,15.1683,14.8487,16.10810089111328,15.577300071716309,15.34570026397705,15.250300407409668,298.97056325023175,40.38274278316818
CFA3S,17.3813,16.6926,16.189899999999998,15.758299999999998,16.961299896240234,16.454599380493164,16.231599807739258,16.14620018005371,298.96204178882397,40.51384741341721
CFA3S,15.5449,15.2399,14.9979,14.7386,15.3818998336792,15.257699966430664,15.294300079345703,15.287599563598633,298.95214235269253,40.45715677579294
CFA3S,16.7852,15.4616,14.3381,13.2408,16.10070037841797,14.880900382995605,13.889599800109863,13.420299530029297,352.12577686349175,22.468137560592478
CFA3S,14.5992,14.0636,13.6241,13.3108,14.18809986114502,13.813400268554688,13.675600051879883,13.644800186157227,352.1178796766743,22.49855418191146
CFA3S,16.5332,15.8026,15.2891,14.7898,16.07740020751953,15.53969955444336,15.305100440979004,15.203100204467773,352.08611623926737,22.47208420113981
CFA3S,18.1792,17.6166,17.228099999999998,16.776799999999998,17.836599349975586,17.492000579833984,17.355499267578125,17.340200424194336,352.0715330765833,22.480410329373893
CFA3S,14.3022,13.7216,13.4341,13.1108,13.917400360107422,-999.0,-999.0,13.299799919128418,352.0647774915554,22.371749280770675
CFA3S,16.7002,16.0596,15.6161,15.2138,16.283000946044922,15.834199905395508,15.665800094604492,15.622699737548828,352.03868232472746,22.361604933674595
CFA3S,16.5382,15.9106,15.4471,14.9998,16.146699905395508,15.683699607849121,15.48840045928955,15.42240047454834,352.035972964103,22.4436360369515
CFA3S,17.2122,16.4636,15.8801,15.3368,16.75480079650879,16.136699676513672,15.860899925231934,15.73449993133545,352.02460205514654,22.516251777951542
CFA3S,15.169,14.6699,14.3013,13.9769,14.84749984741211,14.535499572753906,14.418000221252441,14.399800300598145,51.06981647753847,40.63030755284039
CFA3S,17.4154,16.9826,16.649700000000003,16.383200000000002,17.489599227905273,17.06800079345703,16.899200439453125,16.836599349975586,51.06943575883653,40.5743359458815
CFA3S,18.6287,17.8969,17.346999999999998,16.8935,18.148799896240234,17.5935001373291,17.369300842285156,17.262100219726562,51.0669206842077,40.49618946310216
CFA3S,17.1311,16.2326,15.608,15.079900000000002,16.595699310302734,15.904500007629395,15.574899673461914,15.423999786376953,51.064707448352934,40.6098213636937
CFA3S,15.2184,14.7793,14.447,14.1446,14.920999526977539,14.666199684143066,14.592599868774414,14.599800109863281,51.0638942611094,40.51700201952466
CFA3S,17.8574,17.0386,16.456,15.9846,17.371200561523438,16.706899642944336,16.47640037536621,16.364599227905273,51.06323950028102,40.59942153482938
CFA3S,17.346,16.4959,15.9043,15.403899999999998,16.834199905395508,16.167800903320312,15.896200180053711,15.767200469970703,51.05782169764337,40.54369862981721
CFA3S,16.802,15.7879,15.0783,14.4839,16.20989990234375,15.39799976348877,15.003499984741211,14.814000129699707,51.051727230962605,40.63347698796264
CFA3S,18.1547,17.3276,16.767,16.2862,17.661800384521484,17.0408992767334,16.772300720214844,16.650400161743164,51.04807674035391,40.52659643548524
CFA3S,18.013099999999998,17.1226,16.480999999999998,15.9426,17.476699829101562,16.77389907836914,16.43470001220703,16.276599884033203,51.04498658812648,40.64368086606683
CFA3S,17.9824,17.1359,16.538,16.0399,17.480899810791016,16.78380012512207,16.516199111938477,16.39590072631836,51.04443879615075,40.58167977398502
CFA3S,14.6108,14.2053,13.8997,13.6229,14.334799766540527,14.104900360107422,14.045900344848633,14.06879997253418,51.02491245634918,40.62967765781338
CFA3S,15.7304,15.2913,14.945,14.6319,15.428000450134277,15.148099899291992,15.067700386047363,15.04800033569336,51.023667781100336,40.6029754763958
CFA3S,15.8621,15.0793,14.535,14.0993,15.402299880981445,14.803299903869629,14.568900108337402,14.47029972076416,51.0227009121471,40.63432858382598
CFA3S,17.0521,16.3153,15.7864,15.3309,16.615800857543945,16.06089973449707,15.816300392150879,15.747599601745605,50.996182566268075,40.62268965354596
CFA3S,17.7774,16.9679,16.3796,15.8895,17.263399124145508,16.601299285888672,16.342199325561523,16.24250030517578,50.99383307587287,40.604994209363035
CFA3S,16.7907,16.3669,16.065,15.780500000000002,16.488100051879883,16.253400802612305,16.202600479125977,16.21139907836914,50.98494966210665,40.49971940235784
CFA3S,16.2764,15.6273,15.1607,14.7603,15.85830020904541,15.399700164794922,15.215900421142578,15.14799976348877,50.97614714014648,40.49637438112015
CFA3S,15.7117,15.1299,14.7006,14.3232,15.34630012512207,14.933799743652344,14.77750015258789,14.719300270080566,50.95833563787138,40.585651864458214
CFA3S,18.3218,17.6743,17.150399999999998,16.756899999999998,17.96579933166504,17.565399169921875,17.31399917602539,17.290000915527344,50.95796617190895,40.60138161911654
CFA3S,18.3494,17.7643,17.3384,16.9503,17.964799880981445,17.621000289916992,17.375,17.36669921875,50.91138269006571,40.49424416068325
CFA3S,15.5604,14.6139,13.9866,13.4952,14.978599548339844,14.248200416564941,13.963399887084961,13.827899932861328,50.91133804560525,40.507160222472635
CFA3S,16.2104,15.5733,15.1144,14.7283,15.840700149536133,15.349900245666504,15.174699783325195,15.113300323486328,50.89133651375093,40.58065855561172
CFA3S,17.4657,16.4729,15.73,15.1325,16.88249969482422,16.039899826049805,15.64050006866455,15.450499534606934,50.882818042826074,40.585229652255286
CFA3S,17.2558,16.5383,16.025,15.6209,16.817100524902344,16.26289939880371,16.05229949951172,15.965200424194336,50.874298701696,40.50295009107936
CFA3S,17.4475,16.8762,16.474,16.108,17.08679962158203,16.70949935913086,16.573999404907227,16.533700942993164,27.535949454214947,32.58914169817066
CFA3S,16.9058,16.3032,15.882,15.5197,16.533700942993164,16.122100830078125,15.974900245666504,15.930299758911133,27.52292710371043,32.708721259910625
CFA3S,17.2325,16.5575,16.1046,15.7216,16.80970001220703,16.33880043029785,16.170499801635742,16.125900268554688,27.519671706314238,32.594565191562104
CFA3S,15.9678,15.0762,14.461,13.9183,15.430299758911133,14.73390007019043,14.401100158691406,14.245800018310547,27.504201287561965,32.570411569459424
CFA3S,17.181900000000002,16.3989,15.843000000000002,15.3954,16.70840072631836,16.10890007019043,15.88700008392334,15.775199890136719,27.502657763329218,32.671594058500865
CFA3S,15.1352,14.6642,14.3107,14.003,14.823699951171875,14.527199745178223,14.432100296020508,14.425600051879883,27.48991154101771,32.653575757054185
CFA3S,17.216,16.4642,15.950500000000002,15.543,16.701799392700195,16.145299911499023,15.949799537658691,15.878399848937988,27.474291463290353,32.54171038293595
CFA3S,15.5682,14.9902,14.6313,14.3607,15.184800148010254,14.848400115966797,14.734199523925781,14.71619987487793,27.39991415739176,32.700945120453554
CFA3S,16.8578,16.0962,15.6103,15.2457,16.364599227905273,15.856100082397461,15.637299537658691,15.558300018310547,27.34991691579291,32.60422350940924
CFA3S,16.7399,16.0995,15.6322,15.2387,16.362199783325195,15.883899688720703,15.693900108337402,15.628299713134766,29.565307960542626,36.26078653458369
CFA3S,16.0,15.2612,14.7489,14.3294,15.566800117492676,15.004199981689453,14.790900230407715,14.71399974822998,29.56440792908506,36.39515047367711
CFA3S,16.7859,15.9505,15.3815,14.927,16.29450035095215,15.65410041809082,15.391799926757812,15.29740047454834,29.55506726148385,36.38861195305994
CFA3S,17.2346,16.3348,15.686800000000002,15.185300000000002,16.726499557495117,15.970199584960938,15.669599533081055,15.530699729919434,29.553397227536934,36.272828786752484
CFA3S,18.4686,17.9015,17.479799999999997,17.087999999999997,18.096200942993164,17.70800018310547,17.51919937133789,17.4689998626709,29.524185234997756,36.2700551763539
CFA3S,14.5953,14.0475,13.6675,13.3273,14.258999824523926,13.881699562072754,13.76360034942627,13.731300354003906,29.517655303542018,36.40830318758034
CFA3S,15.6476,15.0272,14.5885,14.2257,15.265399932861328,14.829000473022461,14.663200378417969,14.615300178527832,29.515005738166728,36.35218190128772
CFA3S,18.1572,17.5278,17.094099999999997,16.683999999999997,17.769500732421875,17.321399688720703,17.118200302124023,17.036800384521484,29.500120402518593,36.365429111682936
CFA3S,15.9616,15.5252,15.1935,14.902,15.6628999710083,15.398200035095215,15.32129955291748,15.319499969482422,29.489323883798193,36.27567601916665
CFA3S,16.7213,15.8705,15.2832,14.7903,16.215299606323242,15.557999610900879,15.2568998336792,15.11340045928955,29.483533377737746,36.323357800638384
CFA3S,17.9156,17.0772,16.4422,15.889400000000002,17.43000030517578,16.74650001525879,16.395700454711914,16.212799072265625,29.475569234615435,36.398884478982346
CFA3S,17.5096,16.8692,16.413899999999998,16.0157,17.097999572753906,16.645099639892578,16.465599060058594,16.39550018310547,29.465192215540135,36.270461658286216
CFA3S,17.210900000000002,16.0618,15.2085,14.5833,16.597700119018555,15.53499984741211,15.089699745178223,14.890399932861328,29.463941111125326,36.358103743793635
CFA3S,16.1926,15.5368,15.0758,14.6773,16.017499923706055,15.324999809265137,15.128800392150879,15.04990005493164,29.449411908500615,36.36981610465884
CFA3S,16.023600000000002,15.4036,14.9762,14.6455,15.655200004577637,15.216899871826172,15.064599990844727,15.032500267028809,29.44864436234731,36.43272183849517
CFA3S,16.355,15.8562,15.4739,15.142,16.043399810791016,15.693900108337402,15.561100006103516,15.531599998474121,29.438964893444588,36.347473505383014
CFA3S,17.113599999999998,16.2028,15.5441,15.1336,16.584199905395508,15.820500373840332,15.509099960327148,15.38070011138916,29.42919784023287,36.31589475490052
CFA3S,17.9441,16.8581,16.0167,15.3434,17.408100128173828,16.38800048828125,15.910400390625,15.637700080871582,29.420364477945714,36.432560984709454
CFA3S,14.8356,14.1365,13.6705,13.2553,14.415900230407715,13.90410041809082,13.728799819946289,13.65310001373291,29.419525661433205,36.384467985486786
CFA3S,15.8742,15.2848,14.8655,14.5096,15.506500244140625,15.09589958190918,14.93850040435791,14.901399612426758,29.416149586546144,36.357483431162194
CFA3S,17.811899999999998,17.0708,16.563499999999998,16.148999999999997,17.353300094604492,16.800100326538086,16.59119987487793,16.5093994140625,29.387929465998358,36.34771598471501
CFA3S,15.9942,15.3177,14.8343,14.4466,15.563699722290039,15.066200256347656,14.86340045928955,14.79520034790039,29.372900513648666,36.26213519377194
CFA3S,17.5161,16.7526,16.217200000000002,15.81,17.02519989013672,16.460399627685547,16.241100311279297,16.14929962158203,29.33955801440391,36.36870752820526
CFA3S,14.6603,14.1969,13.8329,13.5226,14.343099594116211,14.047200202941895,13.94890022277832,13.954400062561035,311.89022185976523,0.28138629321271336
CFA3S,17.968899999999998,17.1862,16.6232,16.1266,17.48590087890625,16.892900466918945,16.638999938964844,16.531999588012695,311.8866982196166,0.320382485608877
CFA3S,17.0973,16.1239,15.4789,15.0086,16.469100952148438,15.68589973449707,15.388400077819824,15.274499893188477,311.87454708714534,0.4029904350054873
CFA3S,15.226,14.6469,14.2325,13.887,14.853799819946289,14.458800315856934,14.31820011138916,14.298299789428711,311.8577218539739,0.3234741267300592
CFA3S,17.5979,16.8585,16.3508,15.9369,17.14430046081543,16.601200103759766,16.391599655151367,16.32390022277832,311.8550213883319,0.26947351759024923
CFA3S,15.8629,15.2755,14.8518,14.480899999999998,15.49370002746582,15.082599639892578,14.927399635314941,14.888699531555176,311.84155556084613,0.3585332665390516
CFA3S,16.753999999999998,16.0429,15.5599,15.183,16.30620002746582,15.794400215148926,15.61340045928955,15.565099716186523,311.8398413073323,0.2500685006913543
CFA3S,16.8079,16.0212,15.4882,15.0793,16.33009910583496,15.749500274658203,15.546799659729004,15.472900390625,311.8252133053019,0.34235234712695717
CFA3S,16.8646,16.6465,16.490099999999998,16.3359,16.63960075378418,16.621999740600586,16.67729949951172,16.750499725341797,311.80811977313203,0.28533904117880493
CFA3S,15.5802,14.5535,13.8531,13.2902,14.973699569702148,14.151100158691406,13.769000053405762,13.600199699401855,311.80620227201706,0.3219624672111105
CFA3S,16.595200000000002,15.8885,15.3961,15.0032,16.170900344848633,15.669500350952148,15.470800399780273,15.416899681091309,311.8033652295638,0.3874938937883615
CFA3S,18.2003,17.5412,17.0992,16.7283,17.773700714111328,17.322200775146484,17.16469955444336,17.108999252319336,311.78044335291054,0.24409796379851142
CFA3S,15.0873,14.5099,14.0959,13.747,14.71150016784668,14.308199882507324,14.160200119018555,14.141599655151367,311.75875762076095,0.2979342677077779
CFA3S,15.8129,15.1972,14.7562,14.3906,15.405799865722656,14.972999572753906,14.803899765014648,14.760899543762207,311.7579120742985,0.23683011224991662
CFA3S,17.495,16.8289,16.358900000000002,15.9543,17.086200714111328,16.59429931640625,16.399499893188477,16.32819938659668,311.757342407932,0.32451089640290065
CFA3S,18.0256,17.4029,16.9609,16.5706,17.623699188232422,17.173999786376953,17.004499435424805,16.96139907836914,311.74656148970115,0.3039983496960726
CFA3S,17.1146,16.1925,15.5375,15.018199999999998,16.571399688720703,15.806500434875488,15.493900299072266,15.350099563598633,311.74021757554374,0.32114424978217043
CFA3S,16.2193,16.1559,16.1019,16.057,16.099700927734375,16.2460994720459,16.40570068359375,16.50779914855957,311.73346006926727,0.29417469141013325
CFA3S,16.6671,15.9924,15.5073,15.0816,16.266799926757812,15.769000053405762,15.55270004272461,15.492400169372559,133.59921832788615,-7.250414334405417
CFA3S,16.9635,16.1695,15.6166,15.1816,16.483999252319336,15.873800277709961,15.652600288391113,15.579000473022461,133.58907272617327,-7.175547293607266
CFA3S,15.632,15.186,14.8646,14.5676,15.356300354003906,15.07450008392334,14.992600440979004,15.003700256347656,133.58324533839723,-7.15349088858564
CFA3S,17.628500000000003,16.8365,16.2876,15.842,17.167800903320312,16.54129981994629,16.307600021362305,16.22570037841797,133.57816607655732,-7.179312935013327
CFA3S,16.8855,16.177,15.6986,15.296,16.411100387573242,15.913299560546875,15.727999687194824,15.676199913024902,133.5737023384879,-7.117370450290554
CFA3S,16.703500000000002,16.201,15.8346,15.4995,16.384599685668945,16.02429962158203,15.92240047454834,15.913200378417969,133.56535616864272,-7.112887614901314
CFA3S,15.7665,15.146,14.734100000000002,14.3826,15.375,14.942099571228027,14.793299674987793,14.77970027923584,133.5367517043445,-7.2678953047277455
CFA3S,15.7865,14.996,14.4636,14.0,15.294099807739258,14.703200340270996,14.459400177001953,14.349599838256836,133.52451292218367,-7.222593154033845
CFA3S,17.7075,16.993,16.4911,16.0736,17.22599983215332,16.703800201416016,16.500900268554688,16.446500778198242,133.5214868237913,-7.194443229467004
CFA3S,18.3275,17.7645,17.3606,16.9526,17.969100952148438,17.543100357055664,17.38520050048828,17.348499298095703,133.51227550607248,-7.1361902840568945
CFA3S,16.7595,16.2425,15.8741,15.5491,16.42770004272461,16.07360076904297,15.967900276184082,15.958600044250488,133.51150190872065,-7.122209300343097
CFA3S,14.9155,14.3115,13.8951,13.5395,14.536399841308594,14.107000350952148,13.955400466918945,13.934599876403809,133.50789204578916,-7.241288723413303
CFA3S,17.382,16.661,16.1536,15.7526,17.018699645996094,16.421100616455078,16.180400848388672,16.088199615478516,133.5020908114835,-7.195168802879611
CFA3S,15.2705,14.711,14.3176,13.9736,14.91919994354248,14.52929973602295,14.406200408935547,14.37720012664795,133.4998485072452,-7.129027506522574
CFA3S,16.1265,15.6055,15.2401,14.9146,15.813199996948242,15.447400093078613,15.335100173950195,15.309399604797363,133.49862075571164,-7.166142347277486
CFA3S,16.2025,15.166,14.3996,13.8375,15.612299919128418,14.676300048828125,14.309200286865234,14.15310001373291,133.47025525475973,-7.226478264696793
CFA3S,16.988,16.277,15.8121,15.447500000000002,16.540700912475586,16.025299072265625,15.849499702453613,15.806500434875488,133.45182104898413,-7.220097450677414
CFA3S,14.622,14.1035,13.7376,13.493,14.253499984741211,13.926199913024902,13.841400146484375,13.841699600219727,133.44346102312855,-7.272205118856942
CFA3S,14.537,13.98,13.5756,13.2575,14.174699783325195,13.789199829101562,13.689399719238281,13.650699615478516,133.43094540715825,-7.1906195222653055
CFA3S,17.131,16.543,16.1326,15.792,16.74220085144043,16.342100143432617,16.200899124145508,16.16390037536621,133.4294993699184,-7.226347319973025
CFA3S,17.6957,16.9381,16.4212,16.0032,17.257699966430664,16.702699661254883,16.476200103759766,16.39940071105957,34.695211414316276,37.39544361555792
CFA3S,16.956400000000002,16.3503,15.9102,15.5352,16.628999710083008,16.189300537109375,16.00200080871582,15.933899879455566,34.692739991272084,37.43162173966476
CFA3S,18.2942,17.5896,17.076,16.6427,17.89579963684082,17.380699157714844,17.134700775146484,17.052600860595703,34.68831569673489,37.40456153137537
CFA3S,18.0138,17.1116,16.447499999999998,15.963,17.512399673461914,16.734699249267578,16.435100555419922,16.33799934387207,34.68836782013459,37.50363699103127
CFA3S,18.1233,17.5674,17.148,16.803,17.776100158691406,17.388200759887695,17.235200881958008,17.167999267578125,34.68332069792683,37.51220574308536
CFA3S,17.7115,17.0101,16.558,16.2117,17.244300842285156,16.77079963684082,16.58930015563965,16.527999877929688,34.67571902063322,37.385616734758536
CFA3S,15.6895,15.0831,14.6715,14.3255,15.319999694824219,14.909500122070312,14.77239990234375,14.741000175476074,34.66553422960087,37.493146907790184
CFA3S,17.9563,17.4504,17.0733,16.7183,17.649999618530273,17.29170036315918,17.161699295043945,17.11370086669922,34.65657123389032,37.43848746277194
CFA3S,16.6428,16.0084,15.558500000000002,15.185000000000002,16.26129913330078,15.7947998046875,15.62720012664795,15.575499534606934,34.6307674903657,37.46779118831871
CFA3S,16.4782,15.9251,15.5152,15.1714,16.14069938659668,15.76140022277832,15.617500305175781,15.590900421142578,34.62814531476412,37.55385987374261
CFA3S,15.5793,15.1001,14.7477,14.4307,15.258199691772461,14.968000411987305,14.852700233459473,14.848400115966797,34.627883540906325,37.391343115126126
CFA3S,16.3963,15.4824,14.8388,14.3455,15.86989974975586,15.125499725341797,14.830599784851074,14.704500198364258,34.62694567673927,37.54301122384129
CFA3S,17.244999999999997,16.8131,16.5037,16.2487,16.95039939880371,16.716299057006836,16.650400161743164,16.6481990814209,34.62523176765828,37.42715260904877
CFA3S,17.2301,16.3359,15.701999999999998,15.211,16.69529914855957,15.96660041809082,15.674599647521973,15.562899589538574,34.622782247384336,37.39860945844752
CFA3S,16.3148,15.3666,14.75,14.2375,15.752699851989746,15.038700103759766,14.724599838256836,14.576700210571289,34.61771031427508,37.5095064890054
CFA3S,15.2267,14.6488,14.2422,13.8964,14.8548002243042,14.461899757385254,14.330100059509277,14.2923002243042,34.5918599622288,37.38838186647708
CFA3S,14.59,14.1581,13.8357,13.547,14.305000305175781,14.055299758911133,13.970000267028809,13.974699974060059,34.580130927998496,37.5157266987897
CFA3S,16.4062,15.4896,14.8475,14.363,15.861700057983398,15.130599975585938,14.826600074768066,14.725700378417969,34.5757544384569,37.499958087925876
CFA3S,18.4795,17.9478,17.5687,17.2437,18.16200065612793,17.793699264526367,17.666200637817383,17.635000228881836,34.56737598761174,37.531803615594406
CFA3S,16.7895,16.2779,15.9065,15.579,16.46310043334961,16.12980079650879,15.992799758911133,15.986700057983398,34.55071192260727,37.47754709796698
CFA3S,17.6871,16.7409,16.0525,15.4943,17.142200469970703,16.32740020751953,15.968600273132324,15.81149959564209,34.5414468067573,37.388376477516644
CFA3S,17.633,17.0731,16.688,16.3532,17.26569938659668,16.900299072265625,16.767099380493164,16.75659942626953,34.539811332968405,37.40276356857095
CFA3S,16.1962,15.6988,15.3389,15.0218,15.887200355529785,15.56779956817627,15.440500259399414,15.431599617004395,34.4904982477146,37.48724473917452
CFA3S,16.3546,15.8155,15.426,15.1208,15.99020004272461,15.63070011138916,15.503399848937988,15.492500305175781,34.48349244719731,37.410387664124215
CFA3S,18.5923,17.9189,17.6068,17.2483,18.098499298095703,17.70639991760254,17.547500610351562,17.52560043334961,34.4777033263491,37.42671838900181
CFA3S,16.8228,16.1869,15.7367,15.3623,16.446800231933594,15.9753999710083,15.815299987792969,15.763199806213379,34.4713871370023,37.556211006866604
CFA3S,18.3568,17.8299,17.453799999999998,17.126299999999997,18.030399322509766,17.659700393676758,17.522300720214844,17.504199981689453,34.46483439205657,37.416728009842416
CFA3S,18.1125,17.4272,16.9423,16.482499999999998,17.730899810791016,17.22879981994629,16.98979949951172,16.8799991607666,1.7801285121033346,8.576938832392708
CFA3S,17.952,17.0227,16.3688,15.879,17.443300247192383,16.659500122070312,16.3789005279541,16.257099151611328,1.766896935727113,8.553273780518092
CFA3S,15.2775,14.3487,13.6683,13.1635,14.77750015258789,13.968600273132324,13.647600173950195,13.525099754333496,1.7627809419778877,8.690491261554786
CFA3S,18.541,17.9457,17.4304,17.014999999999997,18.19729995727539,17.697999954223633,17.48509979248047,17.41790008544922,1.7437234585447687,8.627780042550317
CFA3S,15.734,14.8557,14.2463,13.75,15.250699996948242,14.550999641418457,14.252099990844727,14.123100280761719,1.7378477392491223,8.708651243035728
CFA3S,17.844,16.9922,16.392400000000002,15.896,17.339000701904297,16.672100067138672,16.369600296020508,16.234800338745117,1.7028244296335957,8.605741495562617
CFA3S,15.3295,14.5932,14.0863,13.6845,14.909899711608887,14.353500366210938,14.149700164794922,14.082799911499023,1.6893572941332768,8.70913968493503
CFA3S,16.9215,16.0562,15.4658,15.017,16.412200927734375,15.74020004272461,15.48840045928955,15.393600463867188,1.6732029899223206,8.68869965424362
CFA3S,17.9345,17.1727,16.6618,16.2605,17.473800659179688,16.925800323486328,16.708799362182617,16.63629913330078,1.6590341888917042,8.561369061248776
CFA3S,15.4355,14.7857,14.3264,13.95,15.063400268554688,14.593799591064453,14.4128999710083,14.36520004272461,1.646879681967554,8.699305387037443
CFA3S,17.636400000000002,17.0817,16.7005,16.3439,17.304100036621094,16.92970085144043,16.797300338745117,16.778799057006836,20.395384575968446,40.48134519550816
