survey,ZTF-g,ZTF-r,ZTF-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTF-g_AV,ZTF-r_AV,ZTF-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
ZTF_AB,16.5122,16.2146,16.1078,16.5298,16.1821,16.0613,16.0499,243.021,49.1616,0.0444475,0.03036056338028169,0.021700564971751414,0.044199999999999996,0.031718309859154935,0.023610169491525425,0.018901477832512316
ZTF_AB,17.185,16.54,16.3167,17.1743,16.5248,16.2933,16.2022,253.562,77.9806,0.115205,0.07808169014084507,0.056401129943502826,0.1146,0.0821549295774648,0.06022033898305085,0.048403940886699505
ZTF_AB,16.5495,16.2186,16.091,16.5758,16.1822,16.0496,16.01,231.448,33.0406,0.091895,0.06190140845070423,0.04516760828625235,0.0914,0.06529577464788734,0.04835028248587571,0.03810344827586207
ZTF_AB,18.1568,17.4633,17.2051,18.1445,17.4329,17.1717,17.092,264.066,74.5097,0.1093775,0.07390140845070423,0.05340112994350282,0.10880000000000001,0.07729577464788734,0.05722033898305085,0.0454039408866995
ZTF_AB,15.8497,15.5223,15.4276,15.8643,15.4901,15.3686,15.3602,217.14,43.8343,0.0454475,0.03036056338028169,0.021700564971751414,0.0452,0.031718309859154935,0.023610169491525425,0.018901477832512316
ZTF_AB,17.6482,17.011,16.7504,17.6603,16.9984,16.7273,16.6125,248.296,78.3058,0.13834249999999998,0.09244225352112677,0.06686817325800376,0.1376,0.09787323943661974,0.07196045197740113,0.05770443349753695
ZTF_AB,15.3898,14.9897,14.879,15.4096,14.9733,14.8388,14.8135,236.367,66.0794,0.09489500000000001,0.06390140845070423,0.046167608286252354,0.0944,0.06729577464788734,0.04935028248587571,0.03980295566502463
ZTF_AB,17.9619,17.5134,17.3346,17.963,17.4893,17.2946,17.2289,251.597,70.1988,0.09872249999999999,0.06590140845070423,0.048167608286252356,0.0982,0.06929577464788735,0.051350282485875705,0.04110344827586207
ZTF_AB,18.4037,17.6781,17.4266,18.3895,17.6665,17.3983,17.285,248.552,43.6612,0.028964999999999998,0.019180281690140844,0.014233521657250472,0.0288,0.019859154929577467,0.014870056497175141,0.011600985221674876
ZTF_AB,15.9616,15.6334,15.5234,15.9754,15.6053,15.4801,15.4698,222.988,74.7428,0.06193,0.041540845070422536,0.029934086629001884,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
ZTF_AB,17.7199,17.232,17.0331,17.7267,17.2192,17.0192,16.9364,255.522,63.2483,0.10155,0.06808169014084507,0.049401129943502826,0.10099999999999999,0.0721549295774648,0.05322033898305085,0.04210344827586207
ZTF_AB,16.385,15.8732,15.6807,16.4019,15.8649,15.6546,15.5912,246.165,45.9103,0.026965,0.018180281690140843,0.013233521657250471,0.0268,0.018859154929577467,0.013870056497175142,0.011300492610837438
ZTF_AB,16.2446,15.5289,15.2581,16.2387,15.5222,15.2512,15.1199,240.212,73.4115,0.08624,0.057901408450704225,0.04216760828625236,0.0858,0.06129577464788734,0.045350282485875706,0.03580295566502463
ZTF_AB,17.5593,16.8017,16.5181,17.545,16.7965,16.4968,16.3729,258.239,19.3409,0.1886175,0.12680281690140846,0.09156873822975517,0.18760000000000002,0.1335915492957747,0.09857062146892656,0.0789064039408867
ZTF_AB,16.6744,16.3277,16.1886,16.6778,16.2983,16.1439,16.1104,250.292,33.7584,0.08224000000000001,0.05572112676056338,0.040167608286252356,0.08180000000000001,0.058436619718309865,0.043350282485875705,0.034502463054187194
ZTF_AB,17.6451,17.234,17.0786,17.659,17.2152,17.0686,16.9906,256.095,57.3267,0.08024,0.053721126760563384,0.039167608286252355,0.07980000000000001,0.05643661971830987,0.042350282485875704,0.03350246305418719
ZTF_AB,16.365,16.0796,15.9706,16.3754,16.0602,15.9259,15.9096,237.08,65.0963,0.08706749999999999,0.058901408450704226,0.04216760828625236,0.0866,0.06229577464788734,0.045350282485875706,0.03680295566502463
ZTF_AB,15.7826,15.506,15.4059,15.8012,15.4753,15.36,15.3524,235.109,61.0633,0.04562,0.030540845070422536,0.02246704331450094,0.0454,0.0325774647887324,0.023740112994350283,0.018901477832512316
ZTF_AB,16.3448,15.9197,15.7455,16.3577,15.9078,15.7115,15.6592,258.481,38.8705,0.17513499999999999,0.11762253521126761,0.08533521657250472,0.1742,0.12373239436619721,0.09170056497175141,0.07290640394088671
ZTF_AB,16.1584,15.4333,15.1429,16.1533,15.425,15.1241,14.9868,234.154,16.5608,0.17513499999999999,0.11762253521126761,0.08533521657250472,0.1742,0.12373239436619721,0.09170056497175141,0.07260591133004926
ZTF_AB,17.1181,16.4588,16.2115,17.1134,16.4527,16.1902,16.0844,214.445,75.7536,0.0977225,0.06590140845070423,0.048167608286252356,0.09720000000000001,0.06929577464788735,0.051350282485875705,0.04110344827586207
ZTF_AB,17.17,16.5946,16.3863,17.1633,16.5766,16.3536,16.2803,239.442,70.2357,0.08224000000000001,0.05572112676056338,0.040167608286252356,0.08180000000000001,0.058436619718309865,0.043350282485875705,0.034502463054187194
ZTF_AB,15.6256,15.2183,15.0671,15.6421,15.1892,15.0296,14.9827,241.345,40.8291,0.031965,0.02136056338028169,0.015467043314500942,0.0318,0.022718309859154934,0.016740112994350284,0.013600985221674876
ZTF_AB,16.5879,16.181,16.0149,16.6042,16.1709,15.9866,15.9385,259.522,31.9156,0.13151500000000002,0.08826197183098591,0.06386817325800377,0.1308,0.09301408450704227,0.06896045197740114,0.054704433497536946
ZTF_AB,16.8546,16.5514,16.4273,16.8563,16.519,16.374,16.3637,257.42,27.5348,0.17413499999999998,0.11680281690140845,0.08533521657250472,0.1732,0.12359154929577468,0.09170056497175141,0.07260591133004926
ZTF_AB,17.695,17.1608,16.9416,17.7061,17.1476,16.9151,16.8199,240.662,25.7093,0.1916175,0.12880281690140846,0.09356873822975517,0.19060000000000002,0.1355915492957747,0.10057062146892655,0.0799064039408867
ZTF_AB,15.9707,15.2878,15.0186,15.9693,15.2818,15.0111,14.8927,253.23,55.0856,0.04362,0.02936056338028169,0.021467043314500944,0.0434,0.030718309859154934,0.022740112994350282,0.017901477832512315
ZTF_AB,15.3223,15.0605,14.9608,15.3472,15.0303,14.924,14.9269,254.334,39.2477,0.0494475,0.033540845070422536,0.02446704331450094,0.0492,0.0355774647887324,0.02574011299435028,0.020901477832512314
ZTF_AB,15.8087,15.4396,15.2866,15.8135,15.4181,15.2562,15.2176,247.069,43.6125,0.01831,0.012180281690140845,0.008467043314500941,0.0182,0.012859154929577466,0.009740112994350283,0.007300492610837438
ZTF_AB,16.4981,16.1644,16.0426,16.5145,16.1361,15.9997,15.9844,246.21,30.3434,0.073585,0.04972112676056338,0.03593408662900188,0.0732,0.05243661971830987,0.038480225988700566,0.030502463054187193
ZTF_AB,17.5218,17.0897,16.9036,17.5648,17.0639,16.8661,16.7915,247.435,20.3964,0.196445,0.13180281690140846,0.09556873822975517,0.19540000000000002,0.1385915492957747,0.10257062146892655,0.0819064039408867
ZTF_AB,16.9984,16.5715,16.3957,17.0156,16.5592,16.3661,16.316,261.009,47.2447,0.0814125,0.054721126760563385,0.039934086629001886,0.081,0.05743661971830987,0.04248022598870056,0.03380295566502463
ZTF_AB,18.0759,17.3663,17.0959,18.0855,17.3376,17.0623,16.9551,238.641,22.8049,0.18479,0.12462253521126761,0.0903352165725047,0.1838,0.1307323943661972,0.09670056497175142,0.0769064039408867
ZTF_AB,16.9049,16.659,16.5665,16.9164,16.6267,16.5078,16.4934,254.786,57.4963,0.06093,0.04072112676056338,0.029700564971751414,0.0606,0.043436619718309866,0.031610169491525425,0.025201970443349753
ZTF_AB,17.9751,17.4559,17.27,17.9826,17.417,17.2274,17.1494,231.189,56.62,0.030965,0.021180281690140846,0.015467043314500942,0.0308,0.021859154929577466,0.016740112994350284,0.012901477832512316
ZTF_AB,17.0595,16.7167,16.5819,17.0786,16.6907,16.5485,16.5077,255.299,55.606,0.07341249999999999,0.049540845070422536,0.03593408662900188,0.073,0.0515774647887324,0.038480225988700566,0.030502463054187193
ZTF_AB,16.0639,15.6675,15.5087,16.0847,15.6521,15.4893,15.4405,244.441,41.1871,0.0261375,0.018180281690140843,0.013233521657250471,0.026,0.018859154929577467,0.013870056497175142,0.010600985221674877
ZTF_AB,15.8926,15.6813,15.6168,15.9188,15.6419,15.5601,15.5586,226.709,63.4752,0.0464475,0.03136056338028169,0.02270056497175141,0.0462,0.032718309859154936,0.024610169491525426,0.01920197044334975
ZTF_AB,17.6711,17.1643,16.9453,17.6816,17.1639,16.9405,16.8496,250.191,60.4219,0.18479,0.12380281690140846,0.08956873822975517,0.1838,0.13059154929577468,0.09657062146892656,0.0769064039408867
ZTF_AB,17.607,17.1278,16.9363,17.6121,17.1123,16.9175,16.8454,260.815,23.8125,0.1713075,0.11544225352112676,0.08333521657250471,0.1704,0.12087323943661973,0.08970056497175141,0.07160591133004926
ZTF_AB,16.0206,15.7891,15.7164,16.0571,15.7518,15.6762,15.6742,218.58,76.2007,0.0977225,0.06590140845070423,0.048167608286252356,0.09720000000000001,0.06929577464788735,0.051350282485875705,0.04110344827586207
ZTF_AB,16.0849,15.8246,15.7191,16.0944,15.7944,15.6857,15.6522,248.178,62.3893,0.08024,0.053721126760563384,0.039167608286252355,0.07980000000000001,0.05643661971830987,0.042350282485875704,0.03350246305418719
ZTF_AB,16.9961,16.5752,16.3866,16.9892,16.5397,16.3538,16.3002,244.262,27.6289,0.1799625,0.12080281690140846,0.08756873822975518,0.179,0.12759154929577468,0.09457062146892656,0.0749064039408867
ZTF_AB,16.9991,16.278,16.0329,17.0006,16.2697,16.0268,15.9293,249.804,30.4358,0.08524,0.05772112676056338,0.041167608286252357,0.0848,0.06043661971830987,0.044350282485875706,0.03580295566502463
ZTF_AB,17.5694,17.0447,16.8311,17.5732,17.0284,16.8103,16.7409,264.932,72.0207,0.10455,0.07008169014084507,0.05140112994350283,0.104,0.0741549295774648,0.05522033898305085,0.04340394088669951
ZTF_AB,16.7779,16.2857,16.054,16.79,16.2853,16.0494,15.95,246.167,66.0143,0.08406749999999999,0.05672112676056338,0.04093408662900189,0.0836,0.059436619718309866,0.04348022598870056,0.03480295566502463
ZTF_AB,17.6826,16.9293,16.6615,17.665,16.92,16.6362,16.5232,218.695,77.8048,0.10455,0.07008169014084507,0.05140112994350283,0.104,0.0741549295774648,0.05522033898305085,0.04340394088669951
ZTF_AB,16.9494,16.2067,15.957,16.9431,16.1986,15.9365,15.8333,258.178,68.2475,0.09855,0.06590140845070423,0.048167608286252356,0.09799999999999999,0.06929577464788735,0.051350282485875705,0.04110344827586207
ZTF_AB,17.7451,17.0701,16.8463,17.7388,17.058,16.8172,16.7155,228.081,70.5347,0.06093,0.041540845070422536,0.029934086629001884,0.0606,0.0435774647887324,0.03248022598870057,0.025502463054187192
ZTF_AB,17.694,17.1604,16.9769,17.6791,17.133,16.9325,16.8684,251.122,28.4343,0.13834249999999998,0.09326197183098592,0.06786817325800376,0.1376,0.09801408450704227,0.07296045197740113,0.058004926108374384
ZTF_AB,16.1761,15.6846,15.5163,16.1923,15.6773,15.478,15.4156,238.686,19.9657,0.1683075,0.11344225352112676,0.08210169491525424,0.1674,0.11887323943661973,0.08783050847457627,0.07030541871921182
ZTF_AB,15.6498,15.3633,15.2514,15.6752,15.3412,15.215,15.1994,262.201,44.693,0.070585,0.04754084507042254,0.03393408662900188,0.0702,0.0495774647887324,0.036480225988700564,0.029502463054187193
ZTF_AB,16.9164,16.5975,16.479,16.9248,16.5753,16.4408,16.4149,248.156,45.0189,0.028137500000000003,0.019180281690140844,0.01346704331450094,0.028,0.019859154929577467,0.014740112994350282,0.011600985221674876
ZTF_AB,17.1851,16.6887,16.4981,17.1848,16.6748,16.4836,16.4127,248.749,43.5123,0.02231,0.015180281690140846,0.01123352165725047,0.0222,0.015859154929577467,0.011870056497175142,0.009600985221674876
ZTF_AB,16.2481,15.8949,15.7585,16.2621,15.8658,15.7154,15.6982,257.642,67.8229,0.111205,0.07508169014084506,0.054401129943502824,0.1106,0.0791549295774648,0.058220338983050846,0.0464039408866995
ZTF_AB,15.7776,15.4775,15.3584,15.7984,15.4434,15.3116,15.2867,249.674,55.8062,0.0611025,0.041540845070422536,0.029934086629001884,0.0608,0.0435774647887324,0.03248022598870057,0.025502463054187192
ZTF_AB,15.8415,15.3804,15.2124,15.8473,15.3662,15.1815,15.1216,249.723,57.6129,0.04262,0.02836056338028169,0.020467043314500943,0.0424,0.029718309859154933,0.02174011299435028,0.017901477832512315
ZTF_AB,17.3597,16.9138,16.742,17.3713,16.8902,16.6928,16.6237,231.813,78.9944,0.1093775,0.07390140845070423,0.05340112994350282,0.10880000000000001,0.07729577464788734,0.05722033898305085,0.0454039408866995
ZTF_AB,16.4504,16.1374,16.0148,16.4657,16.1078,15.9706,15.9419,255.522,52.3729,0.1499975,0.10144225352112676,0.07310169491525423,0.1492,0.10687323943661974,0.07883050847457627,0.06230541871921182
ZTF_AB,16.7566,16.4079,16.2881,16.7594,16.3814,16.2479,16.2056,246.222,52.8171,0.09972249999999999,0.06690140845070423,0.048401129943502826,0.0992,0.07029577464788733,0.05222033898305085,0.04110344827586207
ZTF_AB,16.2794,15.6334,15.3675,16.2855,15.6291,15.3576,15.2239,223.425,70.1225,0.06493,0.04372112676056338,0.031934086629001886,0.0646,0.04643661971830987,0.03448022598870057,0.02720197044334975
ZTF_AB,16.8021,16.4979,16.3679,16.8207,16.4645,16.3294,16.304,261.139,46.7034,0.08224000000000001,0.05490140845070422,0.040167608286252356,0.08180000000000001,0.058295774647887336,0.043350282485875705,0.03380295566502463
ZTF_AB,16.4839,16.135,15.9834,16.5054,16.1192,15.949,15.9018,255.737,47.044,0.0947225,0.06390140845070423,0.046167608286252354,0.0942,0.06729577464788734,0.04935028248587571,0.03910344827586207
ZTF_AB,16.3812,15.985,15.8713,16.3867,15.9635,15.8363,15.7986,228.409,74.1887,0.0764125,0.05172112676056338,0.03716760828625235,0.076,0.05443661971830987,0.04035028248587571,0.031802955665024626
ZTF_AB,16.2901,15.9703,15.8745,16.3138,15.9362,15.8186,15.8067,223.24,29.2925,0.06293,0.04254084507042254,0.030934086629001885,0.0626,0.0445774647887324,0.03348022598870057,0.026201970443349754
ZTF_AB,15.9964,15.5756,15.4151,16.0173,15.5535,15.3702,15.3236,229.961,21.003,0.232065,0.15616338028169013,0.11303578154425611,0.2308,0.1643098591549296,0.12131073446327684,0.09680788177339901
ZTF_AB,15.8788,15.29,15.0422,15.8874,15.2823,15.0161,14.9213,231.838,56.6713,0.0377925,0.02536056338028169,0.01846704331450094,0.0376,0.026718309859154934,0.019740112994350283,0.015600985221674878
ZTF_AB,18.5943,17.8736,17.5752,18.5911,17.867,17.5866,17.4641,248.214,38.7659,0.02331,0.016180281690140845,0.01146704331450094,0.023200000000000002,0.01685915492957747,0.012740112994350282,0.009600985221674876
ZTF_AB,17.6862,17.2679,17.1131,17.6961,17.248,17.1038,17.0552,262.746,30.3923,0.1479975,0.09944225352112676,0.07210169491525424,0.1472,0.10487323943661973,0.07783050847457627,0.06130541871921183
ZTF_AB,16.2207,15.6129,15.3651,16.2158,15.6005,15.3412,15.2413,242.228,73.8206,0.08406749999999999,0.05672112676056338,0.041167608286252357,0.0836,0.059436619718309866,0.044350282485875706,0.03480295566502463
ZTF_AB,15.7661,15.5236,15.4317,15.7957,15.4862,15.3807,15.3741,225.46,37.5788,0.0697575,0.046721126760563385,0.03393408662900188,0.06939999999999999,0.04943661971830987,0.036480225988700564,0.029502463054187193
ZTF_AB,15.5788,15.2262,15.0897,15.5901,15.1964,15.0461,15.0146,234.056,41.9233,0.10455,0.07008169014084507,0.05140112994350283,0.104,0.0741549295774648,0.05522033898305085,0.04340394088669951
ZTF_AB,15.8351,15.4336,15.2913,15.8492,15.4161,15.2524,15.209,252.142,72.4019,0.12186,0.08208169014084507,0.0596346516007533,0.1212,0.0861549295774648,0.06409039548022599,0.05070443349753695
ZTF_AB,15.5923,15.2123,15.068,15.6138,15.1924,15.0296,14.9978,249.135,61.3221,0.1839625,0.12380281690140846,0.08956873822975517,0.183,0.13059154929577468,0.09657062146892656,0.0769064039408867
ZTF_AB,16.9902,16.6214,16.4859,17.0185,16.603,16.4439,16.4083,259.301,63.8404,0.117205,0.07908169014084507,0.05740112994350283,0.1166,0.0831549295774648,0.06122033898305085,0.04870443349753695
ZTF_AB,16.1729,15.8351,15.6972,16.1878,15.8116,15.6599,15.6262,244.065,32.0816,0.0764125,0.05072112676056338,0.03693408662900188,0.076,0.05343661971830987,0.03948022598870057,0.03150246305418719
ZTF_AB,16.2725,15.8436,15.7063,16.288,15.8181,15.67,15.6251,215.164,78.0508,0.10455,0.07090140845070424,0.05140112994350283,0.104,0.07429577464788734,0.05522033898305085,0.04340394088669951
ZTF_AB,15.8215,15.4579,15.3273,15.8455,15.4336,15.2919,15.2605,256.222,68.4636,0.09872249999999999,0.06590140845070423,0.048167608286252356,0.0982,0.06929577464788735,0.051350282485875705,0.04110344827586207
ZTF_AB,16.1572,15.8651,15.7468,16.1846,15.8376,15.7017,15.6791,255.08,69.6722,0.14117,0.09526197183098592,0.06886817325800376,0.1404,0.10001408450704227,0.07396045197740113,0.059004926108374385
ZTF_AB,16.1502,15.7863,15.6708,16.1771,15.7536,15.6198,15.5917,226.502,54.0977,0.051275,0.034540845070422536,0.024700564971751413,0.051,0.0365774647887324,0.026610169491525424,0.021201970443349753
ZTF_AB,17.657,16.905,16.6545,17.6521,16.8951,16.6358,16.5333,258.692,67.5431,0.114205,0.07708169014084507,0.055634651600753295,0.11359999999999999,0.0811549295774648,0.06009039548022599,0.047403940886699504
ZTF_AB,15.5442,14.9804,14.7822,15.5531,14.9724,14.7607,14.6792,252.21,24.6683,0.2352375,0.15816338028169014,0.11503578154425612,0.23399999999999999,0.1663098591549296,0.12331073446327684,0.09810837438423645
ZTF_AB,15.3823,15.0072,14.8714,15.4121,14.9827,14.8344,14.8105,256.472,40.6939,0.09872249999999999,0.06608169014084507,0.048167608286252356,0.0982,0.0701549295774648,0.051350282485875705,0.04110344827586207
ZTF_AB,16.0768,15.6514,15.4971,16.0927,15.6258,15.4666,15.4228,238.489,46.4337,0.052102499999999996,0.034540845070422536,0.025700564971751414,0.0518,0.0365774647887324,0.027610169491525425,0.021201970443349753
ZTF_AB,15.2262,14.9808,14.8901,15.2418,14.9504,14.8411,14.8307,242.78,41.3275,0.030965,0.02036056338028169,0.015233521657250471,0.0308,0.021718309859154933,0.015870056497175142,0.012600985221674877
ZTF_AB,15.9902,15.609,15.4784,16.0144,15.5836,15.4326,15.3963,235.022,16.1193,0.1286875,0.08626197183098593,0.0626346516007533,0.128,0.09101408450704226,0.067090395480226,0.053704433497536945
ZTF_AB,16.6747,16.3414,16.2045,16.7072,16.3164,16.171,16.1269,246.021,40.1475,0.0357925,0.024180281690140845,0.01746704331450094,0.0356,0.02485915492957747,0.018740112994350282,0.014901477832512316
ZTF_AB,17.5178,17.0322,16.8416,17.5167,16.9979,16.7983,16.7232,256.069,18.4915,0.22441,0.1509830985915493,0.10903578154425611,0.2232,0.15845070422535215,0.11731073446327683,0.09350738916256157
ZTF_AB,18.7086,17.9766,17.6941,18.6469,17.9492,17.6464,17.5298,259.759,22.9685,0.1489975,0.10026197183098592,0.07286817325800377,0.1482,0.10501408450704226,0.07796045197740113,0.06200492610837438
ZTF_AB,16.3679,16.0397,15.9296,16.3874,16.0082,15.8877,15.8622,242.411,53.5343,0.0337925,0.02236056338028169,0.01646704331450094,0.033600000000000005,0.023718309859154935,0.01774011299435028,0.013901477832512315
ZTF_AB,17.3622,17.1336,17.0223,17.3832,17.0989,16.9784,16.9675,261.018,36.6945,0.17113499999999998,0.11462253521126761,0.08333521657250471,0.1702,0.1207323943661972,0.08970056497175141,0.07160591133004926
ZTF_AB,16.9432,16.7628,16.6813,16.9768,16.7192,16.625,16.611,245.379,67.2787,0.14317,0.09626197183098592,0.06986817325800376,0.1424,0.10101408450704226,0.07496045197740113,0.05930541871921183
ZTF_AB,16.8372,16.5029,16.3541,16.8515,16.4817,16.3227,16.292,262.939,41.6205,0.113205,0.07608169014084507,0.054634651600753294,0.1126,0.0801549295774648,0.05909039548022599,0.04710344827586207
ZTF_AB,16.4064,16.0987,15.9643,16.4267,16.0752,15.9326,15.8824,258.339,50.9782,0.08524,0.05772112676056338,0.04193408662900189,0.0848,0.06043661971830987,0.044480225988700564,0.03580295566502463
ZTF_AB,17.0189,16.4146,16.1937,17.0353,16.4166,16.1724,16.0717,221.706,22.4319,0.0947225,0.06372112676056338,0.046167608286252354,0.0942,0.06643661971830987,0.04935028248587571,0.03910344827586207
ZTF_AB,18.2804,17.5363,17.2135,18.2236,17.5453,17.2136,17.0883,259.915,39.1806,0.14017,0.09426197183098592,0.06786817325800376,0.1394,0.09901408450704227,0.07296045197740113,0.058004926108374384
ZTF_AB,16.5725,16.2502,16.1309,16.5896,16.2199,16.0875,16.0672,256.434,63.3999,0.072585,0.04872112676056338,0.03493408662900188,0.0722,0.051436619718309866,0.037480225988700565,0.030502463054187193
ZTF_AB,17.8709,17.2476,17.0405,17.8597,17.2366,16.9908,16.9075,244.746,71.7666,0.08706749999999999,0.05872112676056338,0.04216760828625236,0.0866,0.06143661971830987,0.045350282485875706,0.03610344827586207
