survey,ZTF-g,ZTF-r,ZTF-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTF-g_AV,ZTF-r_AV,ZTF-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
ZTF_AB,17.1487,16.3995,16.086,17.1132,16.3692,16.0571,15.9132,228.72,26.6652,0.1509975,0.10144225352112676,0.07386817325800377,0.1502,0.10687323943661974,0.07896045197740113,0.06300492610837438
ZTF_AB,17.2711,16.7612,16.5635,17.2608,16.737,16.5407,16.4804,246.943,31.6648,0.06475750000000001,0.04354084507042254,0.031700564971751416,0.0644,0.0455774647887324,0.03361016949152543,0.026502463054187193
ZTF_AB,16.8311,16.4996,16.3856,16.8529,16.4705,16.337,16.3129,251.672,63.1335,0.0784125,0.05272112676056338,0.038167608286252354,0.078,0.05543661971830987,0.04135028248587571,0.03280295566502463
ZTF_AB,15.9499,15.4345,15.2483,15.9629,15.4288,15.2157,15.1537,249.874,36.8405,0.04162,0.027360563380281692,0.020467043314500943,0.0414,0.028718309859154936,0.02174011299435028,0.016901477832512314
ZTF_AB,15.6425,15.2393,15.0654,15.6644,15.2219,15.0229,14.9636,227.514,25.4744,0.1586525,0.1066225352112676,0.07733521657250471,0.1578,0.11273239436619721,0.08370056497175142,0.06630541871921182
ZTF_AB,17.1199,16.5359,16.3182,17.1262,16.5274,16.3008,16.216,245.521,76.8193,0.12286,0.08226197183098592,0.0596346516007533,0.1222,0.08701408450704226,0.06409039548022599,0.05140394088669951
ZTF_AB,17.068,16.37,16.0874,17.0759,16.3655,16.0785,15.9499,241.036,58.3619,0.04262,0.028540845070422538,0.020700564971751413,0.0424,0.0305774647887324,0.022610169491525424,0.017901477832512315
ZTF_AB,17.409,16.8303,16.5999,17.431,16.8353,16.5896,16.4898,252.012,18.5899,0.32213250000000004,0.21606478873239437,0.15720338983050847,0.3204,0.22760563380281695,0.16866101694915256,0.1339113300492611
ZTF_AB,15.943,15.4409,15.2556,15.9504,15.4148,15.2302,15.152,235.427,66.4915,0.10355,0.06908169014084507,0.05040112994350283,0.103,0.0731549295774648,0.05422033898305085,0.04310344827586207
ZTF_AB,15.7417,15.3918,15.2677,15.755,15.3655,15.2291,15.1947,224.261,68.1759,0.0571025,0.03854084507042253,0.027700564971751412,0.056799999999999996,0.0405774647887324,0.029610169491525423,0.024201970443349752
ZTF_AB,16.3461,16.0235,15.9073,16.3645,15.9966,15.8625,15.8582,261.72,66.4329,0.10655,0.07190140845070422,0.05240112994350282,0.106,0.07529577464788734,0.05622033898305085,0.04440394088669951
ZTF_AB,17.1528,16.8779,16.7586,17.1792,16.8447,16.7163,16.7013,258.202,41.8308,0.06193,0.041540845070422536,0.029934086629001884,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
ZTF_AB,16.2974,15.7012,15.4691,16.3047,15.6824,15.4521,15.3628,231.825,65.3142,0.1160325,0.07808169014084507,0.056634651600753295,0.1154,0.0821549295774648,0.06109039548022599,0.048403940886699505
ZTF_AB,17.2123,16.8256,16.6795,17.225,16.8043,16.6422,16.5978,238.076,39.4097,0.0357925,0.024180281690140845,0.01746704331450094,0.0356,0.02485915492957747,0.018740112994350282,0.014901477832512316
ZTF_AB,16.4737,16.1097,15.9847,16.4433,16.0805,15.9372,15.9127,264.776,65.99,0.12286,0.08308169014084507,0.0596346516007533,0.1222,0.0871549295774648,0.06409039548022599,0.05140394088669951
ZTF_AB,17.4097,16.894,16.7034,17.4108,16.8846,16.6837,16.6028,213.426,65.0941,0.070585,0.04754084507042254,0.03493408662900188,0.0702,0.0495774647887324,0.037480225988700565,0.029502463054187193
ZTF_AB,16.9635,16.642,16.5059,16.9661,16.6109,16.4657,16.4228,260.393,48.9319,0.07441249999999999,0.04972112676056338,0.03593408662900188,0.074,0.05243661971830987,0.038480225988700566,0.030802955665024633
ZTF_AB,16.9248,16.3951,16.1616,16.9276,16.3898,16.1373,16.0426,247.146,53.8069,0.050275,0.033540845070422536,0.024700564971751413,0.049999999999999996,0.0355774647887324,0.026610169491525424,0.020901477832512314
ZTF_AB,16.1726,15.8177,15.6855,16.1965,15.7979,15.6566,15.6241,245.394,80.0354,0.13551500000000002,0.09126197183098592,0.06586817325800376,0.1348,0.09601408450704227,0.07096045197740113,0.05670443349753695
ZTF_AB,17.6372,16.9617,16.7403,17.6431,16.9669,16.7374,16.645,214.256,77.5589,0.10255,0.06890140845070424,0.05016760828625236,0.102,0.07229577464788733,0.05335028248587571,0.04240394088669951
ZTF_AB,17.2038,16.9205,16.8091,17.2141,16.8779,16.7527,16.7367,252.711,63.4199,0.0774125,0.05172112676056338,0.037934086629001884,0.077,0.05443661971830987,0.04048022598870057,0.031802955665024626
ZTF_AB,16.7962,16.4912,16.3791,16.8103,16.4655,16.3458,16.3426,239.496,54.2827,0.03962,0.02636056338028169,0.019467043314500942,0.039400000000000004,0.027718309859154935,0.020740112994350284,0.01660098522167488
ZTF_AB,15.3958,15.043,14.9332,15.4145,15.008,14.8943,14.8685,234.204,75.5112,0.10155,0.06790140845070423,0.049401129943502826,0.10099999999999999,0.07129577464788733,0.05322033898305085,0.04210344827586207
ZTF_AB,17.207,16.8227,16.6838,17.2044,16.792,16.6357,16.6028,239.554,63.0448,0.05993,0.040540845070422535,0.028934086629001883,0.0596,0.0425774647887324,0.031480225988700566,0.025201970443349753
ZTF_AB,17.4704,16.8025,16.5427,17.4851,16.8139,16.5391,16.4214,235.769,37.4562,0.048275000000000005,0.03236056338028169,0.023700564971751412,0.048,0.03371830985915494,0.025610169491525423,0.019901477832512313
ZTF_AB,17.0309,16.6451,16.5221,17.0459,16.618,16.473,16.4369,225.086,41.3016,0.0464475,0.03136056338028169,0.02270056497175141,0.0462,0.032718309859154936,0.024610169491525426,0.01920197044334975
ZTF_AB,17.4816,16.7285,16.4803,17.48,16.7249,16.447,16.3337,228.428,71.6222,0.073585,0.04972112676056338,0.03593408662900188,0.0732,0.05243661971830987,0.038480225988700566,0.030502463054187193
ZTF_AB,16.4774,15.7882,15.543,16.4745,15.7733,15.5252,15.4307,239.362,58.0545,0.053275,0.03554084507042254,0.025700564971751414,0.053,0.037577464788732404,0.027610169491525425,0.022201970443349754
ZTF_AB,16.1803,15.6884,15.4966,16.1903,15.6757,15.4667,15.4143,250.815,34.8171,0.06475750000000001,0.04354084507042254,0.031700564971751416,0.0644,0.0455774647887324,0.03361016949152543,0.02720197044334975
ZTF_AB,18.6302,17.9765,17.6907,18.6105,17.9559,17.67,17.5551,259.039,68.4864,0.09689500000000001,0.06490140845070423,0.047401129943502825,0.0964,0.06829577464788734,0.051220338983050846,0.04010344827586207
ZTF_AB,17.9897,17.3182,17.0631,17.9977,17.3263,17.0481,16.9287,247.782,38.6854,0.02131,0.014180281690140845,0.010233521657250472,0.0212,0.014859154929577467,0.01087005649717514,0.008600985221674877
ZTF_AB,16.0721,15.6116,15.4191,16.0783,15.5894,15.3899,15.3186,226.974,79.3419,0.072585,0.04872112676056338,0.03493408662900188,0.0722,0.051436619718309866,0.037480225988700565,0.030502463054187193
ZTF_AB,16.9365,16.5293,16.3616,16.9482,16.5173,16.3335,16.2793,252.502,25.0811,0.22941,0.15416338028169013,0.11203578154425611,0.2282,0.1623098591549296,0.12031073446327684,0.09580788177339901
ZTF_AB,15.6497,15.2496,15.1333,15.6709,15.2285,15.0954,15.0616,242.092,79.2976,0.113205,0.07608169014084507,0.054634651600753294,0.1126,0.0801549295774648,0.05909039548022599,0.04710344827586207
ZTF_AB,16.6697,16.348,16.2191,16.6878,16.3265,16.187,16.1713,256.112,50.4307,0.06475750000000001,0.04354084507042254,0.031700564971751416,0.0644,0.0455774647887324,0.03361016949152543,0.02720197044334975
ZTF_AB,15.8465,15.4885,15.3696,15.8497,15.46,15.3296,15.3141,252.001,30.9308,0.0967225,0.06490140845070423,0.047167608286252355,0.09620000000000001,0.06829577464788734,0.050350282485875704,0.04010344827586207
ZTF_AB,15.6493,15.301,15.1869,15.6704,15.2693,15.1407,15.1169,218.364,73.5831,0.0794125,0.053721126760563384,0.038934086629001885,0.079,0.05643661971830987,0.04148022598870057,0.03280295566502463
ZTF_AB,16.5734,16.2756,16.1607,16.5894,16.2514,16.1206,16.1054,255.493,34.7174,0.05993,0.040540845070422535,0.028934086629001883,0.0596,0.0425774647887324,0.031480225988700566,0.025201970443349753
ZTF_AB,16.6666,16.1694,15.9524,16.6656,16.1576,15.9274,15.8439,252.272,64.0468,0.1683075,0.11262253521126761,0.08210169491525424,0.1674,0.1187323943661972,0.08783050847457627,0.06960591133004926
ZTF_AB,17.6004,16.9477,16.6981,17.5948,16.9368,16.6765,16.589,262.756,70.4561,0.1170325,0.07808169014084507,0.056634651600753295,0.1164,0.0821549295774648,0.06109039548022599,0.048403940886699505
ZTF_AB,16.6295,16.0425,15.7947,16.6488,16.0542,15.7758,15.6746,248.637,36.1264,0.054275000000000004,0.03654084507042253,0.02670056497175141,0.054,0.0385774647887324,0.028610169491525426,0.022201970443349754
ZTF_AB,15.8271,15.3832,15.2141,15.8364,15.3598,15.1792,15.1243,232.628,73.2806,0.0957225,0.06390140845070423,0.046401129943502824,0.0952,0.06729577464788734,0.050220338983050845,0.03980295566502463
ZTF_AB,16.4216,15.9077,15.71,16.438,15.8813,15.6732,15.5958,222.226,23.5239,0.1180325,0.07908169014084507,0.057634651600753296,0.1174,0.0831549295774648,0.06209039548022599,0.049403940886699506
ZTF_AB,17.7634,17.106,16.8249,17.7744,17.0923,16.7984,16.6654,215.042,15.233,0.072585,0.04872112676056338,0.03493408662900188,0.0722,0.051436619718309866,0.037480225988700565,0.030502463054187193
ZTF_AB,17.5674,17.0354,16.842,17.5771,17.0336,16.8093,16.7365,236.989,54.1798,0.0357925,0.02436056338028169,0.01746704331450094,0.0356,0.025718309859154933,0.018740112994350282,0.014901477832512316
ZTF_AB,16.7239,16.0846,15.8773,16.7207,16.0664,15.8482,15.7644,262.156,30.5643,0.155825,0.10444225352112677,0.07610169491525423,0.155,0.10987323943661974,0.08183050847457628,0.06500492610837438
ZTF_AB,16.1963,15.7189,15.5451,16.2087,15.7129,15.5282,15.48,254.931,29.0373,0.14234249999999998,0.09544225352112676,0.06986817325800376,0.1416,0.10087323943661973,0.07496045197740113,0.059004926108374385
ZTF_AB,15.6705,15.0692,14.8488,15.6707,15.0615,14.8249,14.7481,247.693,30.4442,0.0947225,0.06390140845070423,0.046167608286252354,0.0942,0.06729577464788734,0.04935028248587571,0.03910344827586207
ZTF_AB,17.1432,16.5543,16.3434,17.1361,16.536,16.3081,16.2181,222.663,58.9799,0.0337925,0.02236056338028169,0.01646704331450094,0.033600000000000005,0.023718309859154935,0.01774011299435028,0.013901477832512315
ZTF_AB,16.9698,16.5687,16.4182,16.9815,16.5406,16.3777,16.3225,247.819,63.3127,0.06193,0.041540845070422536,0.029934086629001884,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
ZTF_AB,16.7637,16.3772,16.21,16.7801,16.3586,16.1829,16.1183,264.723,21.6155,0.2418925,0.162343661971831,0.11803578154425612,0.2406,0.17116901408450705,0.12631073446327684,0.10110837438423645
ZTF_AB,17.2302,16.8065,16.6398,17.2468,16.7917,16.6029,16.5581,240.454,57.4455,0.08706749999999999,0.05872112676056338,0.04216760828625236,0.0866,0.06143661971830987,0.045350282485875706,0.03580295566502463
ZTF_AB,16.5708,16.0026,15.8524,16.5752,15.9914,15.8002,15.7659,235.471,65.0962,0.091895,0.061721126760563384,0.04440112994350282,0.0914,0.06443661971830987,0.04822033898305085,0.03810344827586207
ZTF_AB,18.5216,17.7591,17.444,18.5138,17.7822,17.4565,17.3444,263.433,79.4011,0.2428925,0.163343661971831,0.1182693032015066,0.2416,0.17216901408450705,0.12718079096045198,0.10110837438423645
ZTF_AB,16.5692,16.2085,16.0722,16.5787,16.1792,16.0315,16.0037,245.435,15.1453,0.13351500000000002,0.08926197183098591,0.06486817325800376,0.1328,0.09401408450704227,0.06996045197740113,0.05570443349753695
ZTF_AB,15.8352,15.4264,15.2849,15.8504,15.3949,15.2425,15.2046,239.069,23.8279,0.17413499999999998,0.11762253521126761,0.08533521657250472,0.1732,0.12373239436619721,0.09170056497175141,0.07260591133004926
ZTF_AB,15.2862,14.8748,14.7191,15.3037,14.8528,14.6829,14.6359,234.691,42.5753,0.0890675,0.05990140845070423,0.04316760828625236,0.0886,0.06329577464788734,0.04635028248587571,0.03680295566502463
ZTF_AB,17.8148,17.0987,16.8702,17.8041,17.0929,16.8239,16.734,230.735,74.0626,0.08306749999999999,0.05572112676056338,0.040167608286252356,0.08259999999999999,0.058436619718309865,0.043350282485875705,0.03480295566502463
ZTF_AB,15.9121,15.1882,14.9652,15.9193,15.1872,14.9153,14.7935,229.074,29.5684,0.08606749999999999,0.057901408450704225,0.04216760828625236,0.0856,0.06129577464788734,0.045350282485875706,0.03580295566502463
ZTF_AB,16.739,16.3831,16.249,16.7443,16.3599,16.213,16.1841,257.676,29.8409,0.1799625,0.1206225352112676,0.08733521657250472,0.179,0.1267323943661972,0.09370056497175142,0.0749064039408867
ZTF_AB,16.7735,16.0382,15.7763,16.7682,16.0358,15.7699,15.6587,240.398,76.4006,0.08806749999999999,0.058901408450704226,0.04316760828625236,0.0876,0.06229577464788734,0.04635028248587571,0.03680295566502463
ZTF_AB,17.829,17.3102,17.1007,17.7937,17.2893,17.0682,16.9876,241.225,58.1699,0.0581025,0.03854084507042253,0.027934086629001882,0.0578,0.0405774647887324,0.030480225988700566,0.024201970443349752
ZTF_AB,15.5052,15.1397,15.0224,15.5207,15.1151,14.9797,14.9629,238.437,78.3727,0.13934249999999998,0.09344225352112677,0.06786817325800376,0.1386,0.09887323943661974,0.07296045197740113,0.058004926108374384
ZTF_AB,15.7585,15.3775,15.2305,15.7779,15.3522,15.2017,15.1605,258.797,49.9235,0.06293,0.04254084507042254,0.030934086629001885,0.0626,0.0445774647887324,0.03348022598870057,0.026201970443349754
ZTF_AB,16.8662,16.6373,16.5435,16.896,16.6075,16.4954,16.4992,231.494,48.0098,0.06575750000000001,0.04372112676056338,0.031934086629001886,0.0654,0.04643661971830987,0.03448022598870057,0.02720197044334975
ZTF_AB,17.0629,16.6542,16.4894,17.0911,16.6437,16.4752,16.4134,258.679,51.2027,0.14417,0.09726197183098592,0.07086817325800376,0.1434,0.10201408450704226,0.07596045197740113,0.060004926108374386
ZTF_AB,16.1751,15.4988,15.2956,16.1674,15.4911,15.271,15.1887,260.817,47.1423,0.0794125,0.053721126760563384,0.038934086629001885,0.079,0.05643661971830987,0.04148022598870057,0.03280295566502463
ZTF_AB,18.0316,17.5107,17.283,18.0304,17.5004,17.2504,17.1593,253.443,39.4756,0.0571025,0.03854084507042253,0.027700564971751412,0.056799999999999996,0.0405774647887324,0.029610169491525423,0.023901477832512313
ZTF_AB,16.8867,16.3467,16.1266,16.8828,16.3333,16.1057,16.0191,263.833,27.2583,0.1713075,0.11462253521126761,0.08333521657250471,0.1704,0.1207323943661972,0.08970056497175141,0.07160591133004926
ZTF_AB,15.8541,15.2307,15.0004,15.8581,15.2217,14.9834,14.888,252.725,61.191,0.1703075,0.11462253521126761,0.08310169491525424,0.1694,0.1207323943661972,0.08883050847457627,0.07060591133004926
ZTF_AB,16.7314,16.3665,16.2337,16.7432,16.3332,16.1949,16.1533,252.691,52.1159,0.1093775,0.07390140845070423,0.05340112994350282,0.10880000000000001,0.07729577464788734,0.05722033898305085,0.0454039408866995
ZTF_AB,16.9246,16.3555,16.1429,16.9183,16.3265,16.1167,16.0356,246.76,79.9401,0.14317,0.09626197183098592,0.06986817325800376,0.1424,0.10101408450704226,0.07496045197740113,0.060004926108374386
ZTF_AB,17.4614,17.0777,16.918,17.4613,17.0437,16.8695,16.827,259.724,77.2018,0.115205,0.07808169014084507,0.056401129943502826,0.1146,0.0821549295774648,0.06022033898305085,0.048403940886699505
ZTF_AB,16.9936,16.5373,16.3664,17.0085,16.5225,16.3504,16.2923,259.984,67.5873,0.1180325,0.07908169014084507,0.057634651600753296,0.1174,0.0831549295774648,0.06209039548022599,0.049403940886699506
ZTF_AB,16.9819,16.4954,16.2833,16.9907,16.4858,16.2759,16.1963,250.562,79.9251,0.1809625,0.1216225352112676,0.0883352165725047,0.18,0.1277323943661972,0.09470056497175142,0.0749064039408867
ZTF_AB,15.4941,15.1793,15.0506,15.5142,15.1595,15.0164,14.9858,260.884,33.9501,0.12286,0.08308169014084507,0.0596346516007533,0.1222,0.0871549295774648,0.06409039548022599,0.05140394088669951
ZTF_AB,16.2078,15.8786,15.7646,16.2254,15.849,15.7194,15.6815,236.348,70.4209,0.08506749999999999,0.056901408450704224,0.041167608286252357,0.0846,0.06029577464788734,0.044350282485875706,0.03580295566502463
ZTF_AB,15.9871,15.5351,15.3564,15.9999,15.5125,15.3224,15.2647,257.178,51.0863,0.075585,0.05072112676056338,0.03693408662900188,0.0752,0.05343661971830987,0.03948022598870057,0.03150246305418719
ZTF_AB,16.5312,16.0633,15.9195,16.54,16.0398,15.8781,15.8354,232.74,70.9681,0.073585,0.04972112676056338,0.03593408662900188,0.0732,0.05243661971830987,0.038480225988700566,0.030502463054187193
ZTF_AB,15.7791,15.284,15.1029,15.7911,15.2602,15.0659,14.9968,212.384,65.1584,0.0494475,0.03336056338028169,0.02446704331450094,0.0492,0.03471830985915494,0.02574011299435028,0.020901477832512314
ZTF_AB,16.4737,15.9074,15.7876,16.4735,15.8963,15.6607,15.5791,230.97,67.3069,0.0794125,0.053721126760563384,0.038934086629001885,0.079,0.05643661971830987,0.04148022598870057,0.03280295566502463
ZTF_AB,17.8308,17.2643,17.0505,17.8436,17.2598,17.0272,16.9298,263.033,46.6062,0.0784125,0.05272112676056338,0.038167608286252354,0.078,0.05543661971830987,0.04135028248587571,0.03250246305418719
ZTF_AB,17.6606,17.2472,17.0885,17.6621,17.2053,17.0467,17.0066,245.921,68.6446,0.1083775,0.07308169014084506,0.05340112994350282,0.1078,0.0771549295774648,0.05722033898305085,0.0454039408866995
ZTF_AB,16.4655,16.1443,16.0343,16.4902,16.1145,15.992,15.9758,253.61,42.928,0.0591025,0.039540845070422534,0.028700564971751413,0.0588,0.0415774647887324,0.030610169491525424,0.02450246305418719
ZTF_AB,16.8698,16.1443,15.8647,16.863,16.1408,15.8444,15.7234,230.884,77.1694,0.1083775,0.07290140845070422,0.05240112994350282,0.1078,0.07629577464788734,0.05622033898305085,0.04510344827586207
ZTF_AB,15.195,14.8917,14.7786,15.2054,14.8561,14.7312,14.7154,259.172,70.7007,0.1103775,0.07408169014084506,0.05363465160075329,0.10980000000000001,0.0781549295774648,0.05809039548022599,0.04610344827586207
ZTF_AB,16.9992,16.7238,16.5972,17.0378,16.6893,16.561,16.5251,249.496,20.5076,0.22923749999999998,0.15416338028169013,0.11203578154425611,0.22799999999999998,0.1623098591549296,0.12031073446327684,0.09510837438423644
ZTF_AB,17.2871,16.6656,16.4595,17.2855,16.6609,16.4412,16.3613,247.126,69.8688,0.08506749999999999,0.056901408450704224,0.041167608286252357,0.0846,0.06029577464788734,0.044350282485875706,0.03580295566502463
ZTF_AB,16.0657,15.7643,15.6393,16.093,15.7381,15.6025,15.584,254.677,25.5,0.1809625,0.12180281690140846,0.0883352165725047,0.18,0.12859154929577468,0.09470056497175142,0.07560591133004926
ZTF_AB,15.8558,15.4428,15.3079,15.8733,15.4202,15.267,15.2209,212.744,60.8886,0.0687575,0.04654084507042254,0.03393408662900188,0.06839999999999999,0.0485774647887324,0.036480225988700564,0.02850246305418719
ZTF_AB,15.4281,15.0762,14.9383,15.4468,15.0576,14.8997,14.8693,250.588,35.9013,0.06775750000000001,0.04554084507042254,0.03293408662900188,0.0674,0.0475774647887324,0.03548022598870056,0.028201970443349753
ZTF_AB,18.2482,17.558,17.3062,18.2165,17.5421,17.2686,17.1602,243.594,43.725,0.0347925,0.023360563380281692,0.01746704331450094,0.0346,0.024718309859154936,0.018740112994350282,0.014600985221674877
ZTF_AB,16.0578,15.6837,15.5694,16.0857,15.6556,15.5185,15.4865,223.599,73.688,0.06775750000000001,0.045721126760563384,0.03293408662900188,0.0674,0.04843661971830987,0.03548022598870056,0.02850246305418719
ZTF_AB,15.6551,15.3145,15.1999,15.6628,15.2823,15.1535,15.1325,248.352,74.2099,0.10355,0.06908169014084507,0.05040112994350283,0.103,0.0731549295774648,0.05422033898305085,0.04310344827586207
ZTF_AB,16.6876,15.9592,15.6892,16.68,15.9511,15.6743,15.5661,261.262,70.4446,0.10155,0.06808169014084507,0.049401129943502826,0.10099999999999999,0.0721549295774648,0.05322033898305085,0.04210344827586207
ZTF_AB,17.3327,16.8318,16.6229,17.3424,16.818,16.6045,16.5284,245.993,33.0608,0.090895,0.06090140845070423,0.04416760828625235,0.0904,0.06429577464788734,0.04735028248587571,0.03780295566502463
ZTF_AB,15.9497,15.5796,15.4321,15.9581,15.5607,15.3877,15.3501,233.297,21.3831,0.1673075,0.11262253521126761,0.08133521657250471,0.1664,0.1187323943661972,0.08770056497175141,0.06960591133004926
ZTF_AB,15.4581,15.0787,14.9673,15.4794,15.0582,14.9274,14.9042,243.596,37.4522,0.0367925,0.02436056338028169,0.017700564971751414,0.0366,0.025718309859154933,0.019610169491525425,0.015600985221674878
ZTF_AB,16.3818,16.0014,15.8705,16.3956,15.9854,15.831,15.8071,249.065,42.8994,0.034964999999999996,0.023360563380281692,0.01746704331450094,0.0348,0.024718309859154936,0.018740112994350282,0.014600985221674877
ZTF_AB,16.9378,16.4092,16.1962,16.9315,16.3961,16.169,16.0865,264.656,71.4635,0.1093775,0.07390140845070423,0.05340112994350282,0.10880000000000001,0.07729577464788734,0.05722033898305085,0.0454039408866995
ZTF_AB,17.1908,16.8267,16.6955,17.1912,16.7954,16.65,16.6033,257.788,64.8742,0.07824,0.05272112676056338,0.037934086629001884,0.07780000000000001,0.05543661971830987,0.04048022598870057,0.03250246305418719
ZTF_AB,17.1595,16.6132,16.418,17.1514,16.5912,16.3801,16.3033,241.429,78.4329,0.1276875,0.08608169014084507,0.0626346516007533,0.127,0.0901549295774648,0.067090395480226,0.052704433497536944
ZTF_AB,16.9248,16.5195,16.3676,16.9475,16.5241,16.3567,16.3298,261.903,50.9858,0.12386,0.08308169014084507,0.06063465160075329,0.1232,0.0871549295774648,0.065090395480226,0.05140394088669951
ZTF_AB,16.2213,15.7208,15.5667,16.2386,15.7037,15.534,15.4794,241.986,40.7709,0.031965,0.02136056338028169,0.015467043314500942,0.0318,0.022718309859154934,0.016740112994350284,0.013600985221674876
ZTF_AB,16.5407,16.0339,15.8445,16.5466,16.0224,15.8149,15.7475,255.049,62.8455,0.2195825,0.1479830985915493,0.10703578154425612,0.2184,0.15545070422535215,0.11531073446327685,0.09150738916256157
ZTF_AB,16.9892,16.6839,16.5563,17.0087,16.6528,16.5076,16.4826,250.123,25.6462,0.13151500000000002,0.08826197183098591,0.06386817325800377,0.1308,0.09301408450704227,0.06896045197740114,0.054704433497536946
ZTF_AB,17.5339,16.9728,16.7132,17.5589,16.9586,16.7193,16.6408,241.425,30.997,0.0937225,0.06290140845070423,0.04540112994350282,0.0932,0.06629577464788734,0.04922033898305085,0.038802955665024626
ZTF_AB,15.0364,14.8165,14.7404,15.0661,14.7829,14.6868,14.6898,244.912,77.6067,0.14217,0.09544225352112676,0.06986817325800376,0.1414,0.10087323943661973,0.07496045197740113,0.059004926108374385
ZTF_AB,17.6813,17.2029,17.0156,17.7003,17.1733,16.9744,16.923,256.264,67.719,0.113205,0.07608169014084507,0.055401129943502825,0.1126,0.0801549295774648,0.059220338983050846,0.047403940886699504
ZTF_AB,16.4971,16.0462,15.8775,16.4979,16.0125,15.8407,15.8012,258.966,69.2781,0.1103775,0.07408169014084506,0.05363465160075329,0.10980000000000001,0.0781549295774648,0.05809039548022599,0.04610344827586207
ZTF_AB,17.6344,17.1903,17.0358,17.6445,17.1692,16.9889,16.9511,255.912,74.1802,0.1246875,0.08326197183098592,0.06063465160075329,0.124,0.08801408450704226,0.065090395480226,0.05170443349753695
ZTF_AB,15.8227,15.1782,14.9439,15.8272,15.1694,14.9186,14.8222,243.866,18.063,0.1509975,0.10144225352112676,0.07386817325800377,0.1502,0.10687323943661974,0.07896045197740113,0.06300492610837438
ZTF_AB,16.309,15.826,15.6347,16.3146,15.8138,15.6096,15.5433,262.656,29.2316,0.13551500000000002,0.09126197183098592,0.06586817325800376,0.1348,0.09601408450704227,0.07096045197740113,0.05670443349753695
ZTF_AB,16.8687,16.5276,16.4251,16.8874,16.5032,16.3756,16.3716,237.254,66.953,0.13451500000000002,0.09026197183098592,0.06586817325800376,0.1338,0.09501408450704227,0.07096045197740113,0.05600492610837438
ZTF_AB,16.7782,16.3225,16.1633,16.789,16.296,16.1136,16.0776,243.126,66.698,0.1043775,0.06990140845070424,0.05040112994350283,0.1038,0.07329577464788734,0.05422033898305085,0.04310344827586207
ZTF_AB,17.2041,16.9778,16.8737,17.2295,16.9369,16.8301,16.8135,252.744,40.9739,0.06293,0.04254084507042254,0.030934086629001885,0.0626,0.0445774647887324,0.03348022598870057,0.026201970443349754
ZTF_AB,16.9646,16.5794,16.4201,16.9942,16.5514,16.3822,16.327,243.462,62.4911,0.048447500000000004,0.03254084507042254,0.023700564971751412,0.0482,0.0345774647887324,0.025610169491525423,0.020201970443349752
ZTF_AB,17.1312,16.9525,16.8814,17.152,16.9196,16.8305,16.8485,262.05,42.8222,0.071585,0.04772112676056338,0.03493408662900188,0.0712,0.050436619718309865,0.037480225988700565,0.029502463054187193
ZTF_AB,16.218,15.8707,15.7606,16.2409,15.8481,15.7144,15.6947,252.829,54.8587,0.04362,0.02936056338028169,0.021467043314500944,0.0434,0.030718309859154934,0.022740112994350282,0.017901477832512315
ZTF_AB,16.1161,15.6262,15.4353,16.1246,15.6107,15.3985,15.3269,238.448,21.4545,0.17513499999999999,0.11780281690140845,0.08533521657250472,0.1742,0.12459154929577468,0.09170056497175141,0.07290640394088671
ZTF_AB,17.355,16.868,16.6723,17.3868,16.8608,16.6558,16.5831,255.958,56.0614,0.06093,0.04072112676056338,0.029700564971751414,0.0606,0.043436619718309866,0.031610169491525425,0.025201970443349753
ZTF_AB,15.6956,15.3608,15.2397,15.7192,15.3324,15.2003,15.1848,255.471,48.0936,0.047447500000000004,0.03154084507042254,0.02270056497175141,0.0472,0.0335774647887324,0.024610169491525426,0.019901477832512313
ZTF_AB,17.3529,16.497,16.3341,17.344,16.582,16.3175,16.2203,218.182,76.0298,0.09489500000000001,0.06390140845070423,0.046167608286252354,0.0944,0.06729577464788734,0.04935028248587571,0.03910344827586207
ZTF_AB,17.524,16.9691,16.772,17.5217,16.9437,16.7454,16.6686,261.535,19.2199,0.1733075,0.11662253521126761,0.08433521657250471,0.1724,0.1227323943661972,0.09070056497175141,0.07260591133004926
ZTF_AB,18.2727,17.6319,17.368,18.2724,17.579,17.3294,17.2183,241.035,32.1026,0.09489500000000001,0.06390140845070423,0.046167608286252354,0.0944,0.06729577464788734,0.04935028248587571,0.03910344827586207
ZTF_AB,15.5988,14.953,14.7144,15.6026,14.9449,14.6847,14.6031,254.728,45.171,0.0494475,0.03336056338028169,0.023700564971751412,0.0492,0.03471830985915494,0.025610169491525423,0.020901477832512314
ZTF_AB,17.5391,17.0557,16.8691,17.5398,17.0396,16.8523,16.7803,232.469,69.8167,0.06575750000000001,0.04454084507042254,0.031934086629001886,0.0654,0.0465774647887324,0.03448022598870057,0.02750246305418719
ZTF_AB,17.704,17.2167,17.0258,17.7117,17.1989,17.0057,16.9183,247.007,63.7291,0.06675750000000001,0.04472112676056338,0.03270056497175142,0.0664,0.04743661971830987,0.03461016949152543,0.02750246305418719
