,B,V,i,r,shifts
61,-0.7894736842105263,-1.272727272727273,-1.5555555555555558,-1.7000000000000002,11
62,-0.736842105263158,-1.272727272727273,-1.5555555555555558,-1.6,12
63,-0.6842105263157895,-1.272727272727273,-1.5555555555555558,-1.6,13
64,-0.5789473684210527,-1.1818181818181819,-1.5555555555555558,-1.6,14
65,-0.5263157894736842,-1.1818181818181819,-1.5555555555555558,-1.6,15
66,-0.47368421052631576,-1.090909090909091,-1.5555555555555558,-1.6,16
67,-0.4210526315789474,-1.090909090909091,-1.5555555555555558,-1.5,17
68,-0.31578947368421056,-1.0,-1.4444444444444444,-1.5,18
69,-0.2631578947368421,-1.0,-1.4444444444444444,-1.5,19
70,-0.2105263157894737,-1.0,-1.4444444444444444,-1.5,20
71,-0.10526315789473685,-0.9090909090909092,-1.4444444444444444,-1.4,21
72,-0.052631578947368425,-0.9090909090909092,-1.4444444444444444,-1.4,22
73,0.0,-0.8181818181818181,-1.4444444444444444,-1.4,23
74,0.10526315789473685,-0.8181818181818181,-1.4444444444444444,-1.4,24
75,0.15789473684210528,-0.7272727272727273,-1.4444444444444444,-1.2999999999999998,25
76,0.2105263157894737,-0.7272727272727273,-1.3333333333333335,-1.2999999999999998,26
77,0.2631578947368421,-0.7272727272727273,-1.3333333333333335,-1.2999999999999998,27
78,0.368421052631579,-0.6363636363636365,-1.3333333333333335,-1.2999999999999998,28
79,0.4210526315789474,-0.6363636363636365,-1.3333333333333335,-1.2999999999999998,29
80,0.5263157894736842,-0.5454545454545455,-1.3333333333333335,-1.2,30
81,0.5789473684210527,-0.5454545454545455,-1.3333333333333335,-1.2,31
82,0.6315789473684211,-0.4545454545454546,-1.3333333333333335,-1.2,32
83,0.736842105263158,-0.4545454545454546,-1.2222222222222223,-1.2,33
84,0.7894736842105263,-0.4545454545454546,-1.2222222222222223,-1.0999999999999999,34
85,0.8421052631578948,-0.36363636363636365,-1.2222222222222223,-1.0999999999999999,35
86,0.8947368421052633,-0.36363636363636365,-1.2222222222222223,-1.0999999999999999,36
87,1.0,-0.27272727272727276,-1.2222222222222223,-1.0999999999999999,37
88,1.0526315789473684,-0.27272727272727276,-1.2222222222222223,-1.0,38
89,1.105263157894737,-0.18181818181818182,-1.2222222222222223,-1.0,39
90,1.1578947368421053,-0.18181818181818182,-1.2222222222222223,-1.0,40
91,1.2631578947368423,-0.18181818181818182,-1.1111111111111112,-1.0,41
92,1.3157894736842106,-0.09090909090909091,-1.1111111111111112,-1.0,42
93,1.368421052631579,-0.09090909090909091,-1.1111111111111112,-0.8999999999999999,43
94,1.4210526315789473,-0.0,-1.1111111111111112,-0.8999999999999999,44
95,1.5263157894736843,0.0,-1.1111111111111112,-0.8999999999999999,45
96,1.5789473684210527,0.09090909090909091,-1.1111111111111112,-0.8999999999999999,46
97,1.631578947368421,0.09090909090909091,-1.1111111111111112,-0.8,47
98,1.6842105263157896,0.18181818181818182,-1.1111111111111112,-0.8,48
99,1.7894736842105265,0.18181818181818182,-1.0,-0.8,49
100,1.842105263157895,0.27272727272727276,-1.0,-0.8,50
