,g,i,r,z,shifts
78,1.9653653462412566,3.2499999999999996,2.29809703885628,1.5127347211701279,28
79,2.0963897026573406,3.4999999999999996,2.4748737341529163,1.5479145984066425,29
80,2.2188007849009184,3.4999999999999996,2.6516504294495533,1.583094475643157,30
81,2.3574758339572255,3.75,2.6516504294495533,1.6182743528796717,31
82,2.4961508830135313,3.75,2.8284271247461903,1.6168491529613869,32
83,2.6348259320698384,3.75,3.0052038200428273,1.651250198769076,33
84,2.773500981126146,4.0,3.0052038200428273,1.6856512445767642,34
85,2.8428385056542997,4.0,3.0052038200428273,1.7200522903844533,35
86,2.9121760301824535,4.249999999999999,3.358757210636101,1.7544533361921424,36
87,3.2349443372127547,4.249999999999999,3.358757210636101,1.7888543819998315,37
88,3.3819872616315165,4.249999999999999,3.358757210636101,1.8232554278075206,38
89,3.5290301860502784,4.249999999999999,3.7123106012293743,1.8576564736152097,39
90,3.67607311046904,4.5,3.7123106012293743,1.8498501834898593,40
91,3.749594572678421,4.75,3.7123106012293743,1.8834838231896749,41
92,3.896637497097182,4.75,4.065863991822648,1.9171174628894907,42
93,3.9701589593065614,4.608176875690327,4.065863991822648,1.9507511025893063,43
94,4.117201883725323,4.608176875690327,4.065863991822648,1.9843847422891219,44
95,4.529039094769576,4.850712500726659,4.419417382415922,2.0180183819889375,45
96,4.607125975713879,5.093248125762992,4.419417382415922,2.0516520216887533,46
97,4.763299737602486,5.093248125762992,4.419417382415922,2.085285661388569,47
98,4.919473499491091,5.093248125762992,4.59619407771256,2.1189193010883844,48
99,4.997560380435394,5.093248125762992,4.772970773009196,2.1043070375085735,49
100,5.153734142324001,5.335783750799325,4.772970773009196,2.1371868349696452,50
