survey,ZTF-g,ZTF-r,ZTF-i,ZTF-G,ZTF-R,ZTF-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTF-g_AV,ZTF-r_AV,ZTF-i_AV,ZTF-G_AV,ZTF-R_AV,ZTF-I_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_ZTF-g,GAIA_ZTF-r,GAIA_ZTF-i,GAIA_ZTF-G,GAIA_ZTF-R,GAIA_ZTF-I
ZTF,99,99,99,17.3802,16.8511,99,17.3699,16.9025,16.7129,16.6255,100.259,19.2672,0.879606,0.581662,0.420458,0.881694,0.579507,0.420181,0.8556,0.608662,0.450633,0.35803,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.0309,99,99,15.9941,15.4768,15.2764,15.2039,275.095,19.8287,0.622363,0.411293,0.297644,0.623838,0.409761,0.297452,0.6054,0.430493,0.318582,0.252921,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,99,99,16.8732,17.8119,17.1792,16.9093,16.8123,270.884,32.0797,0.160312,0.106073,0.0770339,0.160688,0.10569,0.0769887,0.156,0.110873,0.0819605,0.0653054,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.3749,16.6178,99,17.3089,16.6585,16.4112,16.3203,90.5997,-24.4954,0.111819,0.0735549,0.0535254,0.112081,0.0732676,0.0534915,0.1088,0.0771549,0.0572203,0.0454039,2913094798677323904,17.3884,16.6187,16.3882,17.4085,16.6148,16.3878
ZTF,99,99,99,16.166,15.8652,99,16.155,15.8934,15.8081,15.8131,310.066,-3.11368,0.204806,0.135592,0.0977966,0.205294,0.135113,0.0977345,0.1992,0.141592,0.104571,0.0832069,4224655799443952128,16.1779,15.8773,15.8128,16.1872,15.876,15.8128
ZTF,16.2549,15.6016,99,99,99,99,16.2313,15.6522,15.4062,15.2934,219.355,-19.2841,0.352231,0.232665,0.168085,0.353069,0.231803,0.167972,0.3426,0.243465,0.180401,0.143212,-999,-999,-999,-999,-999,-999,-999
ZTF,17.5378,17.0716,16.9214,99,99,99,17.5012,17.1134,16.9622,16.9286,246.635,66.8324,0.0979312,0.0642958,0.0465254,0.0981687,0.0640563,0.0464915,0.0952,0.0672958,0.0502203,0.039803,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.0411,16.4326,16.2041,16.9967,16.4769,16.261,16.1819,320.628,11.1675,0.268131,0.177369,0.127814,0.268769,0.176746,0.127729,0.2608,0.185169,0.137051,0.109409,1745593907323325696,17.0672,16.4399,16.2344,17.0838,16.4368,16.2342
ZTF,16.5247,15.9471,99,99,99,99,16.4868,15.9796,15.7534,15.6551,85.6509,59.8175,0.929044,0.61418,0.44422,0.931256,0.61193,0.443927,0.9036,0.64238,0.476243,0.378232,282324113222841088,16.5189,15.9427,15.7214,16.5328,15.9393,15.7211
ZTF,17.4654,16.8817,99,99,99,99,17.411,16.9151,16.708,16.6338,83.4635,-27.8752,0.0811562,0.0540366,0.0390169,0.0813438,0.0538451,0.0389944,0.079,0.0564366,0.0414802,0.0335025,2908251342580424320,17.4684,16.8847,16.6927,17.4849,16.8816,16.6924
ZTF,99,99,99,15.9497,15.4225,15.2316,15.9308,15.4685,15.2809,15.2281,254.633,11.1271,0.260244,0.172369,0.124559,0.260856,0.171746,0.12448,0.2532,0.180169,0.133181,0.106409,4447882464045389184,15.9704,15.4323,15.2641,15.9855,15.4295,15.2639
ZTF,99,99,99,17.8346,17.5145,99,17.7947,17.5329,17.4279,17.3976,134.554,34.7571,0.0831,0.0550366,0.0392712,0.0833,0.0548451,0.0392429,0.0808,0.0574366,0.0423503,0.033803,713755085637114880,17.8244,17.531,17.4443,17.8327,17.5291,17.4442
ZTF,17.8645,17.1697,99,99,99,99,17.8151,17.2084,16.9653,16.8743,350.325,-5.30536,0.131594,0.0868141,0.0627797,0.131906,0.0864789,0.0627401,0.128,0.0910141,0.0670904,0.0537044,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.0151,16.5468,16.3644,16.9966,16.5838,16.4228,16.3728,272.586,39.6687,0.117762,0.0775549,0.0565254,0.118037,0.0772676,0.0564915,0.1146,0.0811549,0.0602203,0.0484039,2112288216373997696,17.037,16.5463,16.4136,17.0512,16.5439,16.4134
ZTF,16.9537,99,99,99,99,99,16.9273,16.5378,16.3856,16.3177,282.817,30.9014,0.564981,0.373515,0.270136,0.566319,0.372127,0.269955,0.5496,0.390915,0.289842,0.229719,2041793371961499136,16.9614,16.5074,16.3671,16.9731,16.505,16.367
ZTF,99,99,99,16.7953,16.3769,16.2129,16.7818,16.4177,16.2667,16.2397,228.741,3.90489,0.144481,0.0958141,0.0690339,0.144819,0.0954789,0.0689887,0.1406,0.100014,0.0739605,0.0590049,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.9754,17.2448,99,17.952,17.292,16.9657,16.7943,83.3925,-3.35583,1.35649,0.896882,0.648322,1.35971,0.893577,0.647893,1.3194,0.938282,0.695124,0.551946,3215955688864077184,17.979,17.2456,16.9147,17.996,17.2408,16.9142
ZTF,99,99,99,16.5893,15.8614,15.605,16.5531,15.9097,15.6725,15.5777,341.231,12.9033,0.163256,0.108073,0.0782881,0.163644,0.10769,0.0782373,0.1588,0.112873,0.0838305,0.0663054,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.3082,17.0346,16.9219,17.2906,17.0635,16.9689,16.9557,272.978,40.2569,0.154369,0.102073,0.0740339,0.154731,0.10169,0.0739887,0.1502,0.106873,0.0789605,0.0630049,-999,-999,-999,-999,-999,-999,-999
ZTF,17.5033,16.9401,99,99,99,99,17.3977,16.84,16.5845,16.4802,114.969,59.7786,0.213694,0.140851,0.102051,0.214206,0.140324,0.101983,0.2078,0.147451,0.109441,0.0872069,-999,-999,-999,-999,-999,-999,-999
ZTF,16.3134,99,99,99,99,99,16.2685,15.4296,15.0703,14.9034,273.75,14.1818,0.557037,0.368515,0.266881,0.558362,0.367127,0.266706,0.5418,0.385915,0.285972,0.226719,-999,-999,-999,-999,-999,-999,-999
ZTF,17.5447,99,99,99,99,99,17.5121,17.0125,16.8288,16.7584,273.701,14.4993,0.520431,0.344738,0.249373,0.521669,0.343493,0.249209,0.5062,0.360338,0.267232,0.211818,-999,-999,-999,-999,-999,-999,-999
ZTF,17.282,16.7956,16.6123,99,99,99,17.2727,16.8287,16.6757,16.6173,313.77,9.47114,0.242413,0.160369,0.116305,0.242987,0.159746,0.116232,0.2358,0.168169,0.124311,0.0988079,1750440206684744064,17.3015,16.8094,16.6578,17.3155,16.806,16.6575
ZTF,17.6503,16.8852,16.5923,99,99,99,17.6233,16.9409,16.6671,16.5617,138.415,36.4753,0.062325,0.0407775,0.0297627,0.062475,0.0406338,0.0297458,0.0606,0.0425775,0.0316102,0.025202,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.9015,17.4234,17.2687,17.8642,17.4541,17.3149,17.2645,257.171,55.8752,0.0603812,0.0397775,0.0290169,0.0605187,0.0396338,0.0289944,0.0588,0.0415775,0.0314802,0.0245025,-999,-999,-999,-999,-999,-999,-999
ZTF,17.0607,99,99,99,99,99,17.0225,16.3985,16.1205,15.997,333.999,45.1176,1.17346,0.776549,0.56078,1.17624,0.773676,0.560407,1.1414,0.812549,0.601424,0.478039,1962223124206297216,17.0804,16.3439,16.0719,17.0995,16.3396,16.0714
ZTF,99,99,99,16.8363,16.2162,16.017,16.7936,16.2589,16.0591,15.9936,10.1273,23.653,0.106875,0.0705549,0.0515254,0.107125,0.0702676,0.0514915,0.104,0.0741549,0.0552203,0.0434039,2806317444930312832,16.8386,16.2225,16.0444,16.8562,16.2192,16.0442
ZTF,99,99,99,15.7394,15.4255,15.329,15.7369,15.4413,15.367,15.3573,189.739,77.6453,0.186975,0.123592,0.0895424,0.187425,0.123113,0.0894859,0.1818,0.129592,0.0957006,0.0759064,1717048863183498240,15.7204,15.4482,15.3733,15.7275,15.4466,15.3733
ZTF,17.3197,17.0341,16.9251,99,99,99,17.2828,17.0512,16.9691,16.9746,196.78,51.8912,0.0198313,0.0132592,0.00950847,0.0198688,0.0132113,0.00949718,0.0194,0.0138592,0.0107401,0.00830049,1557715201524541568,17.3257,17.0513,16.9698,17.3333,17.0498,16.9698
ZTF,99,99,99,17.6372,17.0327,99,17.5821,17.0636,16.8917,16.8505,132.711,10.9869,0.140481,0.0928141,0.0670339,0.140819,0.0924789,0.0669887,0.1366,0.0970141,0.0719605,0.0570049,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.4269,16.9311,16.7319,17.3708,16.9499,16.7781,16.7441,29.8739,-17.9062,0.0772125,0.0510366,0.0370169,0.0773875,0.0508451,0.0369944,0.0752,0.0534366,0.0394802,0.0315025,5138431222905527424,17.4201,16.9326,16.7803,17.4338,16.9297,16.7801
ZTF,99,99,99,16.9109,16.3942,99,16.8866,16.4302,16.2392,16.1653,255.049,3.05652,0.342344,0.226665,0.163831,0.343156,0.225803,0.163723,0.333,0.237465,0.175531,0.139212,-999,-999,-999,-999,-999,-999,-999
ZTF,16.0167,99,99,99,99,99,16.0043,15.2946,14.9878,14.8541,273.736,14.3832,0.46505,0.307961,0.22261,0.46615,0.306859,0.222463,0.4524,0.321761,0.238621,0.189616,-999,-999,-999,-999,-999,-999,-999
ZTF,16.4909,15.9815,15.8153,99,99,99,16.4684,16.0194,15.8649,15.8208,8.12637,21.3826,0.12665,0.0835549,0.0607797,0.12695,0.0832676,0.0607401,0.1232,0.0871549,0.0650904,0.0517044,2796679607037378816,16.5162,15.9912,15.8523,16.5314,15.9887,15.8522
ZTF,16.1715,15.5831,15.3328,99,99,99,16.1516,15.6193,15.4064,15.3134,270.954,30.4692,0.1642,0.108332,0.0782881,0.1646,0.107901,0.0782373,0.1596,0.113732,0.0838305,0.0666059,4590791212989614080,16.1921,15.5752,15.3755,16.2093,15.572,15.3751
ZTF,17.98,17.5085,17.3099,99,99,99,17.9406,17.5337,17.3336,17.3095,208.611,43.295,0.0306625,0.0205183,0.0145085,0.0307375,0.0204225,0.0144972,0.0298,0.0217183,0.0157401,0.012601,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.1499,15.5615,15.3473,16.1305,15.6164,15.4161,15.3408,320.231,10.8662,0.197919,0.131592,0.0947966,0.198381,0.131113,0.0947345,0.1926,0.137592,0.101571,0.0809064,-999,-999,-999,-999,-999,-999,-999
ZTF,16.2289,15.7503,15.5407,99,99,99,16.201,15.7877,15.5976,15.5332,78.438,9.13071,0.695575,0.46007,0.332661,0.697225,0.458394,0.332446,0.6766,0.48107,0.356062,0.283424,3242551157152461824,16.2284,15.7496,15.5779,16.2413,15.7467,15.5776
ZTF,17.7939,17.4896,17.3712,99,99,99,17.7671,17.4897,17.4035,17.4071,162.727,78.7669,0.0959875,0.0632958,0.0455254,0.0962125,0.0630563,0.0454915,0.0934,0.0662958,0.0492203,0.0391034,1129771738256728448,17.7863,17.5085,17.416,17.7947,17.5067,17.416
ZTF,99,99,99,17.0922,16.2449,15.9614,17.0457,16.3028,16.0228,15.9156,342.896,11.3147,0.227581,0.150851,0.109051,0.228119,0.150324,0.108983,0.2214,0.157451,0.116441,0.0928079,2718424924947079552,17.1023,16.2521,15.996,17.124,16.2479,15.9956
ZTF,17.6212,17.1294,16.9734,99,99,99,17.5766,17.1501,16.9892,16.9533,187.94,-13.8362,0.151369,0.100073,0.0722881,0.151731,0.0996901,0.0722373,0.1472,0.104873,0.0778305,0.0620049,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.4414,17.0176,16.8792,17.4077,17.0223,16.9012,16.8796,196.643,-10.6713,0.138481,0.0918141,0.0660339,0.138819,0.0914789,0.0659887,0.1346,0.0960141,0.0709605,0.0560049,3622928819688522240,17.4213,17.0142,16.8942,17.4345,17.0119,16.894
ZTF,17.1154,16.3258,16.0017,99,99,99,17.0987,16.3785,16.0817,15.9505,334.658,36.1023,0.343344,0.227406,0.164085,0.344156,0.226592,0.163972,0.334,0.237606,0.176401,0.139911,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,15.8579,15.084,14.8194,15.8144,15.1296,14.8697,14.7731,78.15,3.67787,0.281019,0.185887,0.134068,0.281681,0.185169,0.133977,0.2734,0.194887,0.143921,0.114709,3235662648085081472,15.8571,15.08,14.8389,15.8771,15.0759,14.8385
ZTF,16.8737,16.4873,16.3267,99,99,99,16.873,16.5045,16.378,16.348,239.161,8.02049,0.163256,0.108073,0.0782881,0.163644,0.10769,0.0782373,0.1588,0.112873,0.0838305,0.0666059,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.1576,15.4018,99,16.1192,15.4522,15.1602,15.0478,44.2005,47.2217,0.661913,0.437811,0.316407,0.663488,0.436183,0.316198,0.6438,0.458211,0.339192,0.269522,434454741065605760,16.1709,15.4014,15.1295,16.1905,15.3968,15.129
ZTF,16.113,15.2814,99,99,99,99,16.0792,15.3321,15.0708,14.9669,69.3134,-21.9046,0.12665,0.0835549,0.0607797,0.12695,0.0832676,0.0607401,0.1232,0.0871549,0.0650904,0.0514039,4898467586147802624,16.1416,15.2711,15.0343,16.1639,15.2671,15.0339
ZTF,99,99,99,16.5979,15.9697,15.7464,16.5622,16.0159,15.8107,15.7398,341.995,-8.77511,0.12865,0.0855549,0.0617797,0.12895,0.0852676,0.0617401,0.1252,0.0891549,0.0660904,0.0527044,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.4363,16.4164,99,17.3742,16.4886,16.2152,15.9566,100.621,19.4706,0.7559,0.499848,0.361678,0.7577,0.498028,0.361441,0.7352,0.522648,0.387542,0.307626,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.6766,17.2112,99,17.6407,17.2333,17.0868,17.0308,309.859,-3.51398,0.2513,0.166369,0.119559,0.2519,0.165746,0.11948,0.2444,0.174169,0.128181,0.102108,4224604152461320448,17.6803,17.2176,17.0835,17.6943,17.2151,17.0833
ZTF,99,99,99,17.7673,17.0976,16.817,17.7406,17.1487,16.9007,16.7922,31.823,-9.66023,0.0781562,0.0520366,0.0372712,0.0783438,0.0518451,0.0372429,0.076,0.0544366,0.0403503,0.031803,2462116047113847296,17.8037,17.1138,16.8608,17.8215,17.11,16.8605
ZTF,15.7901,99,99,99,99,99,15.752,15.2775,15.101,15.0409,282.867,30.4765,0.54615,0.361256,0.260881,0.54745,0.359915,0.260706,0.5312,0.378056,0.279972,0.222118,2041695962102107264,15.7992,15.2571,15.0776,15.8142,15.2541,15.0774
ZTF,99,99,99,17.3563,99,99,17.3521,16.6914,16.4241,16.3331,274.563,19.9001,0.449163,0.296961,0.214356,0.450238,0.295859,0.214215,0.4368,0.310761,0.229751,0.182315,4527139728944873344,17.3836,16.6454,16.4091,17.4026,16.6413,16.4088
ZTF,17.4342,16.302,99,99,99,99,17.3465,16.3695,15.94,15.7379,85.4799,59.5664,0.946875,0.626439,0.452475,0.949125,0.624141,0.452175,0.921,0.655239,0.485113,0.385532,281754703638005120,17.4477,16.2996,15.8756,17.4727,16.2931,15.8749
ZTF,99,99,99,17.9485,17.3577,17.1414,17.8854,17.4015,17.1931,17.1252,348.088,46.0389,0.511544,0.337738,0.244373,0.512756,0.336493,0.244209,0.4976,0.353338,0.262232,0.208517,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.4822,17.0109,16.8596,17.4519,17.0532,16.9096,16.8547,33.6914,-25.5807,0.0494938,0.0327775,0.0237627,0.0496062,0.0326338,0.0237458,0.0482,0.0345775,0.0256102,0.020202,5118221821229651328,17.4952,17.0315,16.8939,17.5087,17.0293,16.8938
ZTF,99,99,99,16.9404,99,99,16.9122,16.3851,16.1476,16.0665,274.88,19.8445,0.558037,0.369515,0.266881,0.559362,0.368127,0.266706,0.5428,0.386915,0.285972,0.227419,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.2082,15.6904,99,16.1737,15.7151,15.5275,15.4594,44.6808,46.8592,0.681688,0.450811,0.325661,0.683312,0.449183,0.325446,0.663,0.471211,0.349062,0.277123,434384750278954496,16.2344,15.7158,15.5182,16.2483,15.7126,15.518
ZTF,15.7426,15.193,14.9615,99,99,99,15.7053,15.2332,15.0297,14.9586,247.743,67.1197,0.0999312,0.0662958,0.0475254,0.100169,0.0660563,0.0474915,0.0972,0.0692958,0.0512203,0.0411034,1648398178939533440,15.7362,15.1964,15.0059,15.7507,15.1933,15.0057
ZTF,99,99,99,17.4622,17.0413,99,17.4374,17.053,16.9403,16.9144,134.588,12.4651,0.108819,0.0722958,0.0525254,0.109081,0.0720563,0.0524915,0.1058,0.0752958,0.0562203,0.0444039,605246589489463552,17.4766,17.0581,16.9384,17.4889,17.0559,16.9383
ZTF,99,99,99,17.6034,17.1362,99,17.59,17.1762,17.0399,17.0022,309.975,-2.75705,0.184031,0.122332,0.0885424,0.184469,0.121901,0.0884859,0.179,0.127732,0.0947006,0.0749064,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.5354,16.7185,16.4444,17.4788,16.7688,16.4992,16.4028,256.395,55.6602,0.0682688,0.0450366,0.0327627,0.0684312,0.0448451,0.0327458,0.0664,0.0474366,0.0346102,0.0275025,1432361354014369024,17.5424,16.7266,16.4806,17.5642,16.7228,16.4802
ZTF,17.1221,16.7273,16.5773,99,99,99,17.1001,16.7408,16.6137,16.6034,356.397,16.4159,0.141481,0.0938141,0.0680339,0.141819,0.0934789,0.0679887,0.1376,0.0980141,0.0729605,0.0577044,2819961456519050496,17.1461,16.7569,16.6408,17.1583,16.7548,16.6406
ZTF,99,99,99,16.8574,16.2749,99,16.8341,16.3287,16.124,16.0597,184.498,5.0445,0.060325,0.0397775,0.0287627,0.060475,0.0396338,0.0287458,0.0586,0.0415775,0.0306102,0.024202,-999,-999,-999,-999,-999,-999,-999
ZTF,17.8531,17.0049,99,99,99,99,17.8218,17.0505,16.7105,16.5575,85.6715,59.385,0.960762,0.635699,0.459475,0.963037,0.633352,0.459175,0.9346,0.665099,0.492113,0.390833,282109674095106176,17.8718,17.0061,16.6675,17.8934,17.0012,16.6669
ZTF,15.5888,15.2443,99,99,99,99,15.5677,15.2578,15.174,15.1775,121.87,0.536797,0.118706,0.0785549,0.0565254,0.118994,0.0782676,0.0564915,0.1154,0.0821549,0.0602203,0.0484039,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.1179,15.3293,99,16.0656,15.3753,15.0992,14.9711,53.6605,-1.68913,0.2543,0.168369,0.121559,0.2549,0.167746,0.12148,0.2474,0.176169,0.130181,0.103409,3262918368810387456,16.1286,15.3259,15.0664,16.1495,15.3217,15.066
ZTF,16.5695,16.117,99,99,99,99,16.5243,16.1251,15.9869,15.9492,349.624,-5.06961,0.162256,0.107073,0.0772881,0.162644,0.10669,0.0772373,0.1578,0.111873,0.0828305,0.0663054,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.0321,16.3393,99,16.9976,16.4075,16.1665,16.0712,309.964,-3.0825,0.212694,0.140851,0.101797,0.213206,0.140324,0.101734,0.2068,0.147451,0.108571,0.0865074,-999,-999,-999,-999,-999,-999,-999
ZTF,16.56,15.9498,15.7012,99,99,99,16.5371,15.9994,15.7619,15.6777,226.053,21.5913,0.156369,0.104073,0.0750339,0.156731,0.10369,0.0749887,0.1522,0.108873,0.0799605,0.0640049,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.3054,16.4436,16.0845,17.2482,16.4998,16.1497,15.9711,74.3099,10.3963,1.20118,0.794808,0.574034,1.20402,0.791887,0.573655,1.1684,0.831408,0.615294,0.488941,3291551889276276864,17.3275,16.4399,16.0979,17.3487,16.4345,16.0973
ZTF,99,99,99,15.7377,15.3083,15.1667,15.7056,15.3466,15.2179,15.1944,107.722,62.3493,0.219638,0.144851,0.105051,0.220163,0.144324,0.104983,0.2136,0.151451,0.112441,0.0895074,1099137175348161792,15.745,15.321,15.21,15.7566,15.3191,15.2098
ZTF,15.8173,15.2321,15.0401,99,99,99,15.7754,15.2568,15.0868,15.0422,271.008,30.9956,0.1662,0.110073,0.0792881,0.1666,0.10969,0.0792373,0.1616,0.114873,0.0848305,0.0676059,-999,-999,-999,-999,-999,-999,-999
ZTF,15.8029,15.3335,15.157,99,99,99,15.7806,15.363,15.2083,15.1804,20.8813,6.70724,0.183031,0.120592,0.0875424,0.183469,0.120113,0.0874859,0.178,0.126592,0.0937006,0.0746059,2566025427856393856,15.8132,15.3387,15.2044,15.8277,15.3365,15.2042
ZTF,17.8011,17.0714,16.7665,99,99,99,17.7464,17.1162,16.8351,16.7091,323.014,22.5628,0.270075,0.178628,0.128814,0.270725,0.177958,0.128729,0.2626,0.187028,0.138051,0.109709,1797012907897614464,17.8032,17.0735,16.8152,17.8227,17.0696,16.8147
ZTF,99,99,99,99,99,16.6558,17.2362,16.8611,16.6975,16.6689,270.68,32.1264,0.144425,0.0958141,0.0690339,0.144775,0.0954789,0.0689887,0.1404,0.100014,0.0739605,0.0590049,4603523523279014912,17.2805,16.8359,16.6955,17.2941,16.8333,16.6954
ZTF,15.9229,15.5729,99,99,99,99,15.9149,15.6002,15.4933,15.4881,170.991,-7.13515,0.115763,0.0765549,0.0555254,0.116038,0.0762676,0.0554915,0.1126,0.0801549,0.0592203,0.0474039,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,15.4322,14.9465,99,15.4011,14.9835,14.8336,14.8033,132.997,11.5741,0.0890437,0.0590366,0.0422712,0.0892562,0.0588451,0.0422429,0.0866,0.0614366,0.0453503,0.035803,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.2516,15.5263,99,16.2213,15.5792,15.3365,15.2126,255.467,3.31977,0.381894,0.252183,0.182339,0.382806,0.251225,0.18222,0.3714,0.264183,0.195271,0.155113,4391304103942267008,16.2696,15.528,15.2995,16.2893,15.5241,15.2991
ZTF,99,99,99,17.4034,16.5668,16.2544,17.3685,16.638,16.333,16.2121,254.557,11.399,0.247356,0.163369,0.118305,0.247944,0.162746,0.118232,0.2406,0.171169,0.126311,0.100808,-999,-999,-999,-999,-999,-999,-999
ZTF,17.9374,17.2728,17.0134,99,99,99,17.8403,17.3008,17.0508,16.9417,86.5706,57.676,0.658969,0.435552,0.315153,0.660531,0.433972,0.314949,0.641,0.455352,0.337322,0.268522,269662480913583360,17.9217,17.2667,17.0153,17.9383,17.2627,17.015
ZTF,17.5963,17.1511,16.9865,99,99,99,17.5611,17.1756,17.0355,17.01,134.167,29.6844,0.0870437,0.0572958,0.0412712,0.0872562,0.0570563,0.0412429,0.0846,0.0602958,0.0443503,0.034803,705538439539452032,17.6157,17.1613,17.023,17.6297,17.1591,17.0228
ZTF,99,99,99,16.3716,15.6077,15.3293,16.3417,15.6682,15.4116,15.323,343.003,4.80448,0.20975,0.138851,0.100051,0.21025,0.138324,0.0999831,0.204,0.145451,0.107441,0.0852069,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,15.5277,15.0152,14.8303,15.4994,15.0611,14.8929,14.8511,4.31342,24.1951,0.147425,0.0978141,0.0702881,0.147775,0.0974789,0.0702373,0.1434,0.102014,0.0758305,0.0600049,2849199566644557312,15.5399,15.0265,14.8785,15.5549,15.0238,14.8783
ZTF,99,99,99,16.7242,16.0184,99,16.6906,16.066,15.7927,15.7064,85.6412,-24.9439,0.0801562,0.0530366,0.0382712,0.0803438,0.0528451,0.0382429,0.078,0.0554366,0.0413503,0.0325025,2915081719267794560,16.7197,16.012,15.7632,16.7384,16.0082,15.7628
ZTF,99,99,99,16.502,16.097,99,16.4542,16.1072,15.9944,15.9823,90.6401,-25.1706,0.133594,0.0885549,0.0637797,0.133906,0.0882676,0.0637401,0.13,0.0921549,0.0680904,0.0547044,2912989073763245952,16.4893,16.0901,15.9944,16.5015,16.0882,15.9943
ZTF,99,99,99,17.9061,17.2665,17.0335,17.8522,17.2994,17.084,17.0126,250.182,34.2381,0.0672688,0.0447775,0.0320169,0.0674312,0.0446338,0.0319944,0.0654,0.0465775,0.0344802,0.0275025,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.3278,16.7199,99,17.2739,16.7626,16.5313,16.4399,43.9886,47.1637,0.640138,0.423552,0.306153,0.641663,0.421972,0.305949,0.6226,0.443352,0.328322,0.260222,437450257416939136,17.326,16.7274,16.5012,17.3423,16.7235,16.5009
ZTF,99,99,99,17.5447,17.0817,16.9054,17.505,17.1205,16.95,16.9258,1.73193,39.2478,0.315625,0.208146,0.150576,0.316375,0.20738,0.150475,0.307,0.217746,0.161661,0.12831,2881077398032158976,17.5383,17.0886,16.9432,17.551,17.0862,16.943
ZTF,99,99,99,99,99,17.8155,18.8245,18.1502,17.8925,17.8004,270.616,31.8519,0.1672,0.110332,0.0802881,0.1676,0.109901,0.0802373,0.1626,0.115732,0.0858305,0.0683054,-999,-999,-999,-999,-999,-999,-999
ZTF,16.75,16.2486,16.0528,99,99,99,16.7248,16.2828,16.1121,16.061,333.456,-12.281,0.132594,0.0878141,0.0637797,0.132906,0.0874789,0.0637401,0.129,0.0920141,0.0680904,0.0537044,-999,-999,-999,-999,-999,-999,-999
ZTF,17.6751,16.9907,99,99,99,99,17.6109,17.023,16.7813,16.668,122.125,0.236887,0.12765,0.0845549,0.0607797,0.12795,0.0842676,0.0607401,0.1242,0.0881549,0.0650904,0.0517044,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.7352,17.0785,99,17.671,17.1068,16.8896,16.796,104.99,32.6297,0.357175,0.236665,0.171085,0.358025,0.235803,0.170972,0.3474,0.247465,0.183401,0.145512,-999,-999,-999,-999,-999,-999,-999
ZTF,17.219,16.5273,16.2603,99,99,99,17.179,16.5697,16.3161,16.2118,114.462,31.1669,0.159312,0.105073,0.0762881,0.159688,0.10469,0.0762373,0.155,0.109873,0.0818305,0.0653054,-999,-999,-999,-999,-999,-999,-999
ZTF,15.8589,15.3247,15.1423,99,99,99,15.8704,15.367,15.2001,15.1596,187.891,-13.4233,0.157312,0.104073,0.0752881,0.157688,0.10369,0.0752373,0.153,0.108873,0.0808305,0.0643054,-999,-999,-999,-999,-999,-999,-999
ZTF,15.6921,15.213,15.034,99,99,99,15.6679,15.2456,15.0881,15.0531,137.997,27.4093,0.0979312,0.0642958,0.0465254,0.0981687,0.0640563,0.0464915,0.0952,0.0672958,0.0502203,0.039803,695058135221144960,15.703,15.2153,15.077,15.7176,15.2131,15.0769
ZTF,99,99,99,17.7406,17.0713,99,17.6906,17.1155,16.8633,16.7735,44.5733,46.8301,0.654025,0.432811,0.313153,0.655575,0.431183,0.312949,0.6362,0.453211,0.335322,0.266522,434385196955233280,17.7303,17.0696,16.8465,17.7476,17.0658,16.8461
ZTF,99,99,99,15.6722,15.1954,15.0237,15.6454,15.2261,15.0855,15.0466,29.7281,-17.3411,0.0910437,0.0602958,0.0432712,0.0912562,0.0600563,0.0432429,0.0886,0.0632958,0.0463503,0.036803,5141537205815658624,15.6775,15.2138,15.0702,15.6906,15.2112,15.07
ZTF,99,99,99,17.6282,16.902,16.6297,17.5932,16.9641,16.6938,16.5787,334.949,6.23448,0.339344,0.224406,0.161831,0.340156,0.223592,0.161723,0.33,0.234606,0.173531,0.137911,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.4454,15.7777,15.5388,16.3988,15.8183,15.6054,15.5147,16.0275,18.4855,0.12965,0.0858141,0.0620339,0.12995,0.0854789,0.0619887,0.1262,0.0900141,0.0669605,0.0527044,2785319865215924352,16.4519,15.7798,15.5764,16.4709,15.7761,15.5761
