survey,CFA3S-B,CFA3S-V,CFA3S-R,CFA3S-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CFA3S-B_AV,CFA3S-V_AV,CFA3S-R_AV,CFA3S-I_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_CFA3S-B,GAIA_CFA3S-V,GAIA_CFA3S-R,GAIA_CFA3S-I
CFA3S,17.7115,17.0101,16.558,16.2117,17.2443,16.7708,16.5893,16.528,34.6757,37.3856,0.155804,0.121341,0.0917624,0.06675,0.139971,0.0998732,0.0739605,0.0587044,-999,-999,-999,-999,-999
CFA3S,15.6895,15.0831,14.6715,14.3255,15.32,14.9095,14.7724,14.741,34.6655,37.4931,0.152804,0.119218,0.0897624,0.064875,0.137157,0.0978732,0.0719605,0.0570049,331271484673678464,15.6088,15.105,14.8638,14.7534
CFA3S,17.9563,17.4504,17.0733,16.7183,17.65,17.2917,17.1617,17.1137,34.6566,37.4385,0.155804,0.121465,0.0917624,0.066875,0.140785,0.0998732,0.0739605,0.0590049,-999,-999,-999,-999,-999
CFA3S,16.6428,16.0084,15.5585,15.185,16.2613,15.7948,15.6272,15.5755,34.6308,37.4678,0.154804,0.120341,0.0907624,0.065875,0.138971,0.0988732,0.0729605,0.0580049,-999,-999,-999,-999,-999
CFA3S,16.4782,15.9251,15.5152,15.1714,16.1407,15.7614,15.6175,15.5909,34.6281,37.5539,0.153423,0.119341,0.0897624,0.06575,0.137971,0.0980141,0.0720904,0.0577044,331276260677302016,16.4022,15.9409,15.7189,15.6058
CFA3S,15.5793,15.1001,14.7477,14.4307,15.2582,14.968,14.8527,14.8484,34.6279,37.3913,0.158804,0.123465,0.0937484,0.067875,0.142785,0.101014,0.0749605,0.0600049,331269766686780032,15.4775,15.0959,14.93,14.8491
CFA3S,16.3963,15.4824,14.8388,14.3455,15.8699,15.1255,14.8306,14.7045,34.6269,37.543,0.154804,0.120341,0.0907624,0.065875,0.138971,0.0990141,0.0729605,0.0580049,-999,-999,-999,-999,-999
CFA3S,17.2301,16.3359,15.702,15.211,16.6953,15.9666,15.6746,15.5629,34.6228,37.3986,0.157804,0.123341,0.0927624,0.06775,0.141971,0.100873,0.0749605,0.0590049,331269972845207808,17.1413,16.3541,15.8798,15.6306
CFA3S,16.3148,15.3666,14.75,14.2375,15.7527,15.0387,14.7246,14.5767,34.6177,37.5095,0.156423,0.122341,0.0917624,0.066875,0.140971,0.100014,0.0739605,0.0590049,331271793911321856,16.2447,15.3913,14.9356,14.6504
CFA3S,16.4062,15.4896,14.8475,14.363,15.8617,15.1306,14.8266,14.7257,34.5758,37.5,0.157423,0.122465,0.0927624,0.066875,0.141785,0.100873,0.0748305,0.0590049,331274233452748544,16.3131,15.5279,15.0368,14.7771
CFA3S,18.4795,17.9478,17.5687,17.2437,18.162,17.7937,17.6662,17.635,34.5674,37.5318,0.156804,0.122341,0.0927484,0.066875,0.140971,0.100014,0.0739605,0.0590049,-999,-999,-999,-999,-999
CFA3S,16.7895,16.2779,15.9065,15.579,16.4631,16.1298,15.9928,15.9867,34.5507,37.4775,0.158423,0.123465,0.0927624,0.06775,0.142785,0.101014,0.0749605,0.0590049,331274096013799040,16.7017,16.2884,16.0948,15.9921
CFA3S,17.633,17.0731,16.688,16.3532,17.2657,16.9003,16.7671,16.7566,34.5398,37.4028,0.159423,0.124465,0.0937624,0.067875,0.143785,0.101873,0.0758305,0.0600049,331265020745109504,17.5357,17.0727,16.8683,16.7511
CFA3S,16.1962,15.6988,15.3389,15.0218,15.8872,15.5678,15.4405,15.4316,34.4905,37.4872,0.158423,0.123465,0.0927624,0.06775,0.142785,0.101014,0.0749605,0.0590049,331268529736183168,16.1221,15.7181,15.531,15.4352
CFA3S,16.3546,15.8155,15.426,15.1208,15.9902,15.6307,15.5034,15.4925,34.4835,37.4104,0.161423,0.125465,0.0947484,0.068875,0.144785,0.102873,0.0759605,0.0603054,331267636383002240,16.2609,15.8005,15.5945,15.4996
CFA3S,18.5923,17.9189,17.6068,17.2483,18.0985,17.7064,17.5475,17.5256,34.4777,37.4267,0.160423,0.124465,0.0937624,0.06875,0.143785,0.102014,0.0759605,0.0600049,-999,-999,-999,-999,-999
CFA3S,16.8228,16.1869,15.7367,15.3623,16.4468,15.9754,15.8153,15.7632,34.4714,37.5562,0.154423,0.120341,0.0907624,0.065875,0.138971,0.0988732,0.0729605,0.0580049,-999,-999,-999,-999,-999
CFA3S,18.3568,17.8299,17.4538,17.1263,18.0304,17.6597,17.5223,17.5042,34.4648,37.4167,0.160423,0.124465,0.0937624,0.06875,0.143785,0.102014,0.0759605,0.0600049,-999,-999,-999,-999,-999
CFA3S,18.1125,17.4272,16.9423,16.4825,17.7309,17.2288,16.9898,16.88,1.78013,8.57694,0.491269,0.382642,0.288245,0.2095,0.441983,0.313761,0.231751,0.184315,-999,-999,-999,-999,-999
CFA3S,17.952,17.0227,16.3688,15.879,17.4433,16.6595,16.3789,16.2571,1.7669,8.55327,0.483651,0.376519,0.284259,0.2065,0.435169,0.308761,0.228751,0.181315,2752084240049184384,17.9775,17.0923,16.5949,16.3327
CFA3S,18.541,17.9457,17.4304,17.015,18.1973,17.698,17.4851,17.4179,1.74372,8.62778,0.382321,0.297291,0.224413,0.1635,0.343521,0.244465,0.180531,0.143212,-999,-999,-999,-999,-999
CFA3S,17.844,16.9922,16.3924,15.896,17.339,16.6721,16.3696,16.2348,1.70282,8.60574,0.374702,0.292044,0.220427,0.159625,0.336894,0.239465,0.177401,0.140911,2752085614438716672,17.7904,17.0363,16.5948,16.3168
CFA3S,16.9215,16.0562,15.4658,15.017,16.4122,15.7402,15.4884,15.3936,1.6732,8.6887,0.361083,0.281796,0.212441,0.154625,0.325266,0.230606,0.170661,0.135911,2752837164996118656,16.8634,16.0976,15.6789,15.4469
CFA3S,17.9345,17.1727,16.6618,16.2605,17.4738,16.9258,16.7088,16.6363,1.65903,8.56137,0.373321,0.291044,0.219427,0.159625,0.335894,0.238465,0.176531,0.140212,2752083724653107072,17.8522,17.2203,16.8761,16.6776
CFA3S,17.6364,17.0817,16.7005,16.3439,17.3041,16.9297,16.7973,16.7788,20.3954,40.4813,0.19466,0.151207,0.114692,0.082875,0.174668,0.124592,0.0917006,0.0729064,371800273545429120,17.5828,17.1192,16.9039,16.7896
CFA3S,17.7627,17.0305,16.5378,16.1059,17.3184,16.7788,16.5639,16.4976,20.3642,40.5477,0.18266,0.14196,0.10772,0.077875,0.16404,0.116732,0.0867006,0.0686059,371801407416782336,17.685,17.0413,16.7284,16.5372
CFA3S,17.6112,16.7391,16.1161,15.6303,17.0898,16.378,16.1128,16.0099,20.356,40.4336,0.18866,0.147084,0.110706,0.08075,0.169854,0.120732,0.0888305,0.0706059,371798418119564032,17.5628,16.7763,16.3113,16.0753
CFA3S,18.3261,17.85,17.443,17.0847,18.0125,17.6837,17.5692,17.5612,20.3516,40.4435,0.18866,0.147084,0.110706,0.08075,0.169854,0.120732,0.0888305,0.0706059,-999,-999,-999,-999,-999
CFA3S,18.3552,17.7915,17.3833,17.0129,18.0202,17.6189,17.4884,17.4672,20.3422,40.5678,0.178042,0.138836,0.10472,0.075875,0.160226,0.113873,0.0838305,0.0673054,-999,-999,-999,-999,-999
CFA3S,16.9564,16.089,15.462,15.0026,16.3849,15.6658,15.4087,15.3108,20.3338,40.5274,0.18866,0.147084,0.110706,0.08075,0.169854,0.120732,0.0888305,0.0706059,371801269977832064,16.807,16.0403,15.5916,15.3593
CFA3S,17.7587,16.961,16.3763,15.9217,17.2974,16.6472,16.3953,16.3055,20.3169,40.5147,0.18366,0.14296,0.10772,0.07875,0.16504,0.117732,0.0868305,0.0693054,371801304336655360,17.7057,16.99,16.58,16.3463
CFA3S,18.1984,17.7195,17.374,17.0421,17.878,17.5774,17.4542,17.4347,20.2466,40.4198,0.182042,0.14196,0.10672,0.077875,0.16404,0.116732,0.0858305,0.0686059,-999,-999,-999,-999,-999
CFA3S,17.8609,17.3362,16.9406,16.5843,17.5065,17.1329,17.0172,16.9722,99.4118,49.8675,0.411558,0.32091,0.242357,0.175625,0.37059,0.263183,0.194271,0.154813,-999,-999,-999,-999,-999
CFA3S,17.0346,16.1709,15.588,15.0938,16.4916,15.8343,15.552,15.4291,99.3796,49.841,0.412558,0.32191,0.242371,0.1765,0.37159,0.263324,0.195271,0.154813,967917888572450816,16.943,16.1685,15.7634,15.5009
CFA3S,18.3039,17.5159,16.9875,16.5778,17.8059,17.2174,17.0104,16.9308,99.2662,49.9075,0.411558,0.32091,0.242357,0.175625,0.37059,0.263183,0.194271,0.154813,-999,-999,-999,-999,-999
CFA3S,15.7624,15.1859,14.7748,14.4173,15.3965,14.9928,14.8529,14.8204,99.266,49.8946,0.411558,0.32091,0.242357,0.175625,0.37059,0.263183,0.194271,0.154813,967918885004869504,15.6743,15.1908,14.9589,14.8292
CFA3S,17.0789,16.2972,15.7621,15.3418,16.5956,16.0168,15.786,15.7081,99.2314,49.9242,0.404939,0.315786,0.238371,0.172625,0.364776,0.258324,0.191271,0.151813,967919262961992192,17.001,16.3072,15.9509,15.7522
CFA3S,16.4052,15.6281,15.0738,14.6459,15.9403,15.3243,15.1092,15.023,144.765,-4.87531,0.19766,0.154207,0.116692,0.08475,0.177668,0.126592,0.0937006,0.0746059,-999,-999,-999,-999,-999
CFA3S,16.7284,15.9699,15.4398,15.0323,16.2709,15.6784,15.4988,15.421,144.751,-4.8488,0.221897,0.172826,0.130665,0.09475,0.199736,0.141592,0.105441,0.0832069,-999,-999,-999,-999,-999
CFA3S,17.2022,16.5635,16.131,15.8035,16.7523,16.3008,16.1675,16.1086,144.703,-4.82401,0.226516,0.17595,0.132651,0.09675,0.20355,0.144451,0.106571,0.0852069,-999,-999,-999,-999,-999
CFA3S,18.1231,17.5106,17.0619,16.6918,17.7439,17.2919,17.1523,17.0976,233.177,68.2025,0.0989487,0.0771037,0.0578462,0.042,0.0888338,0.0632958,0.0463503,0.0371034,-999,-999,-999,-999,-999
CFA3S,17.5667,16.8412,16.3461,15.9284,17.1133,16.572,16.398,16.3138,233.153,68.1885,0.10033,0.0782275,0.0588462,0.042875,0.0906475,0.0642958,0.0473503,0.037803,1645711487916822016,17.4745,16.8554,16.5321,16.3659
CFA3S,18.1217,17.7789,17.4327,17.2274,18.1701,17.776,17.6161,17.5682,260.764,62.1802,0.101949,0.0792275,0.0598462,0.043875,0.0916475,0.0652958,0.0483503,0.0381034,-999,-999,-999,-999,-999
CFA3S,16.9473,16.3571,15.9591,15.6901,16.4683,16.0877,15.9467,15.9165,260.755,62.1973,0.101949,0.0792275,0.0598462,0.043875,0.0916475,0.0652958,0.0483503,0.0381034,1440033750448956160,16.7591,16.2782,16.051,15.939
CFA3S,17.2541,16.7118,16.314,15.9613,16.9059,16.5373,16.3899,16.3546,260.748,62.2187,0.10033,0.0782275,0.0588462,0.042875,0.0906475,0.0642958,0.0473503,0.037803,-999,-999,-999,-999,-999
CFA3S,15.9887,15.4705,15.1005,14.7803,15.6563,15.322,15.2064,15.1894,260.721,62.2284,0.10033,0.0782275,0.0588462,0.042875,0.0906475,0.0642958,0.0473503,0.037803,1440044298888637312,15.8995,15.4678,15.2814,15.1928
CFA3S,17.3093,16.5313,15.9963,15.5633,16.8142,16.2388,16.002,15.8977,260.681,62.1921,0.107949,0.0843513,0.0638323,0.045875,0.0974612,0.0692958,0.0512203,0.0401034,-999,-999,-999,-999,-999
CFA3S,16.8794,16.0706,15.4866,15.0139,16.4005,15.7591,15.4742,15.3493,260.654,62.2503,0.0953301,0.0741037,0.0558602,0.040875,0.0858338,0.0612958,0.0453503,0.035803,-999,-999,-999,-999,-999
CFA3S,15.5468,14.9978,14.6038,14.2811,15.2146,14.8151,14.6765,14.6506,260.645,62.1387,0.100949,0.0782275,0.0598323,0.042875,0.0906475,0.0642958,0.0473503,0.037803,1440031276547787776,15.4339,14.9887,14.7742,14.6673
CFA3S,18.6909,18.0374,17.53,17.1255,18.2834,17.7931,17.56,17.4624,146.79,16.123,0.159804,0.124465,0.0937624,0.067875,0.143785,0.102014,0.0758305,0.0600049,-999,-999,-999,-999,-999
CFA3S,16.7391,16.1469,15.7155,15.3475,16.3789,15.9587,15.7875,15.7581,146.762,16.0916,0.166042,0.129589,0.0977484,0.070875,0.149599,0.105873,0.0788305,0.0623054,619516669869715840,16.6497,16.2119,15.9757,15.8471
CFA3S,17.5029,16.9719,16.575,16.2715,17.1504,16.7985,16.6504,16.6387,146.758,16.0305,0.157423,0.122465,0.0927484,0.066875,0.141785,0.100014,0.0739605,0.0590049,-999,-999,-999,-999,-999
CFA3S,16.208,15.6762,15.307,14.9963,15.8645,15.5174,15.4177,15.4167,146.744,16.1179,0.164423,0.127589,0.0967484,0.069875,0.147599,0.104873,0.0778305,0.0620049,-999,-999,-999,-999,-999
CFA3S,17.3729,16.7407,16.279,15.8946,16.971,16.5093,16.3231,16.2909,146.698,16.1074,0.169042,0.131713,0.0997344,0.071875,0.152413,0.107873,0.0798305,0.0633054,619516876028146944,17.2982,16.7501,16.4752,16.3114
CFA3S,16.9274,16.3224,15.897,15.537,16.5503,16.1227,15.9448,15.9296,146.688,16.0439,0.169423,0.131713,0.0997344,0.07275,0.152413,0.107873,0.0799605,0.0633054,-999,-999,-999,-999,-999
CFA3S,17.0146,16.2804,15.7777,15.3625,16.5697,16.0111,15.8018,15.7357,146.651,16.0374,0.160423,0.124465,0.0937624,0.06875,0.143785,0.102014,0.0759605,0.0600049,-999,-999,-999,-999,-999
CFA3S,16.9464,16.2341,15.7308,15.3261,16.5084,15.9738,15.7827,15.7244,142.124,27.515,0.0807115,0.0627325,0.0468882,0.034,0.0723925,0.0514366,0.0383503,0.0305025,-999,-999,-999,-999,-999
CFA3S,18.0805,17.5678,17.1598,16.8105,17.7575,17.3819,17.2324,17.168,142.014,27.5186,0.0797115,0.0617325,0.0468742,0.033875,0.0713925,0.0505775,0.0374802,0.0295025,-999,-999,-999,-999,-999
CFA3S,18.3739,17.9612,17.6577,17.3396,18.1199,17.8701,17.8057,17.8072,195.304,39.818,0.0488558,0.0381138,0.0289161,0.021,0.0443238,0.0315775,0.0227401,0.018202,-999,-999,-999,-999,-999
CFA3S,16.9003,16.0506,15.4507,14.9813,16.3994,15.7064,15.4567,15.3635,195.287,39.892,0.0484744,0.03799,0.0289161,0.020875,0.04351,0.0307183,0.0227401,0.0179015,1523894842329945216,16.8114,16.0698,15.6317,15.4066
CFA3S,16.0099,15.3599,14.919,14.5413,15.6057,15.1521,15.0035,14.9637,195.26,39.924,0.0498558,0.0391138,0.0289301,0.021,0.0453238,0.0317183,0.0236102,0.0189015,1523895838761825920,15.9306,15.3764,15.109,14.9769
CFA3S,17.2205,16.5392,16.056,15.6506,16.7912,16.2797,16.0995,16.0442,195.184,39.8532,0.0574744,0.0443612,0.0339161,0.024875,0.0519512,0.0365775,0.0276102,0.021202,1523893674098306816,17.1231,16.5492,16.2379,16.0742
CFA3S,17.3646,16.8395,16.4393,16.1015,17.0435,16.6692,16.5165,16.4895,153.61,3.47623,0.109949,0.0853513,0.0648323,0.046875,0.0984613,0.0702958,0.0522203,0.0411034,-999,-999,-999,-999,-999
CFA3S,17.797,17.078,16.5722,16.1425,17.3375,16.8063,16.5856,16.5051,153.579,3.53765,0.108949,0.0853513,0.0638323,0.046875,0.0984613,0.0692958,0.0513503,0.0411034,-999,-999,-999,-999,-999
CFA3S,17.1745,16.635,16.2413,15.9015,16.8206,16.4551,16.3243,16.2836,153.576,3.54167,0.108949,0.0843513,0.0638323,0.046,0.0974612,0.0692958,0.0512203,0.0411034,-999,-999,-999,-999,-999
CFA3S,16.5341,15.88,15.4037,15.0345,16.1517,15.645,15.468,15.4036,153.566,3.43342,0.107949,0.0843513,0.0638323,0.046,0.0974612,0.0692958,0.0512203,0.0411034,3859942020072677760,16.4917,15.9085,15.608,15.436
CFA3S,18.0195,17.5645,17.1757,16.8965,17.7152,17.4249,17.2779,17.2828,153.561,3.39503,0.107949,0.0843513,0.0638323,0.045875,0.0974612,0.0692958,0.0512203,0.0401034,-999,-999,-999,-999,-999
CFA3S,17.1866,16.535,16.0668,15.7175,16.7758,16.2847,16.1164,16.072,153.514,3.42626,0.108949,0.0853513,0.0638323,0.046875,0.0984613,0.0701549,0.0513503,0.0411034,-999,-999,-999,-999,-999
CFA3S,17.143,16.686,16.3362,16.054,16.8389,16.56,16.4615,16.4511,153.49,3.50175,0.109949,0.085475,0.0648323,0.046875,0.099275,0.0702958,0.0522203,0.0411034,-999,-999,-999,-999,-999
CFA3S,16.9738,16.4406,16.0463,15.708,16.6134,16.2385,16.1254,16.1105,109.539,9.67681,0.249135,0.194445,0.146623,0.10675,0.224805,0.15931,0.118311,0.0938079,-999,-999,-999,-999,-999
CFA3S,17.3568,16.8236,16.4243,16.064,17.0139,16.6444,16.5246,16.4858,109.536,9.77004,0.250135,0.195321,0.147609,0.10675,0.224991,0.159451,0.118311,0.0938079,-999,-999,-999,-999,-999
CFA3S,17.2828,16.8356,16.5043,16.185,16.9852,16.7129,16.6263,16.6202,109.531,9.77706,0.253753,0.197445,0.148623,0.108625,0.227805,0.16231,0.120311,0.0948079,3156478118459903360,17.207,16.8519,16.6897,16.616
CFA3S,16.4968,16.0266,15.6733,15.315,16.183,15.8791,15.7713,15.765,109.525,9.67932,0.249135,0.194445,0.146623,0.10675,0.224805,0.15931,0.118311,0.0938079,-999,-999,-999,-999,-999
CFA3S,16.4478,15.7846,15.3093,14.894,16.0384,15.5502,15.3549,15.2923,109.52,9.76739,0.250135,0.195321,0.147609,0.10675,0.224991,0.159451,0.118311,0.0938079,3156478019678433920,16.3728,15.7957,15.5113,15.3316
CFA3S,16.9958,16.5436,16.1593,15.831,16.6857,16.3675,16.2557,16.2372,109.515,9.66782,0.253135,0.197445,0.148609,0.10775,0.227805,0.161451,0.119311,0.0948079,-999,-999,-999,-999,-999
CFA3S,16.9658,16.3266,15.8983,15.483,16.5458,16.136,15.959,15.9352,109.477,9.73616,0.244135,0.190321,0.143623,0.10475,0.219991,0.15631,0.115441,0.0918079,-999,-999,-999,-999,-999
CFA3S,17.3788,16.7276,16.2643,15.83,16.956,16.4932,16.278,16.1953,109.476,9.69114,0.249135,0.194321,0.146623,0.10675,0.223991,0.15931,0.118311,0.0938079,-999,-999,-999,-999,-999
CFA3S,16.9428,16.3526,15.9133,15.544,16.553,16.1418,15.9817,15.9409,109.469,9.64193,0.259753,0.202569,0.152609,0.11075,0.233619,0.16631,0.123181,0.0978079,-999,-999,-999,-999,-999
CFA3S,16.1758,15.7146,15.3783,15.057,15.8561,15.5701,15.4905,15.4863,109.467,9.67485,0.249135,0.194321,0.146609,0.10675,0.223991,0.15931,0.117441,0.0938079,-999,-999,-999,-999,-999
CFA3S,16.5658,15.9856,15.6053,15.243,16.1854,15.8039,15.6746,15.6514,109.458,9.68714,0.249135,0.194321,0.146609,0.10675,0.223991,0.15931,0.117441,0.0938079,-999,-999,-999,-999,-999
CFA3S,16.5038,15.8166,15.3383,14.91,16.0765,15.5676,15.3726,15.3025,109.451,9.71807,0.244135,0.190321,0.143623,0.10475,0.219991,0.15631,0.115441,0.0918079,-999,-999,-999,-999,-999
CFA3S,17.2748,16.6746,16.2303,15.873,16.8689,16.4401,16.3045,16.2693,109.451,9.62334,0.267753,0.208816,0.157581,0.114625,0.241246,0.171169,0.126311,0.100808,-999,-999,-999,-999,-999
CFA3S,16.4878,15.7166,15.1953,14.744,16.0178,15.4596,15.2077,15.1318,109.447,9.78166,0.243135,0.189321,0.142637,0.10375,0.218991,0.155451,0.115311,0.0915074,3156103739048958208,16.387,15.7323,15.3881,15.1705
CFA3S,15.7458,15.2536,14.9023,14.577,15.4156,15.112,15.0044,15.0014,109.447,9.71074,0.244135,0.190321,0.143623,0.10475,0.219991,0.15631,0.115441,0.0918079,-999,-999,-999,-999,-999
CFA3S,17.2538,16.7046,16.3033,15.983,16.8866,16.524,16.4088,16.3897,109.437,9.68094,0.250135,0.194445,0.146623,0.10675,0.224805,0.159451,0.118311,0.0938079,3156090235671448704,17.1198,16.6966,16.4837,16.3796
CFA3S,16.8708,16.4116,16.0493,15.705,16.5519,16.2534,16.1581,16.1415,109.406,9.70179,0.245135,0.190321,0.143623,0.10475,0.219991,0.156451,0.115441,0.0918079,-999,-999,-999,-999,-999
CFA3S,17.9119,17.2361,16.7865,16.3824,17.4946,17.0145,16.8275,16.7786,218.705,59.4083,0.0378558,0.0298663,0.0219441,0.016,0.0346962,0.0247183,0.0177401,0.014601,-999,-999,-999,-999,-999
CFA3S,16.9831,16.343,15.8689,15.5308,16.5162,16.073,15.9152,15.8738,218.695,59.3814,0.0378558,0.0298663,0.0219441,0.016,0.0346962,0.0247183,0.0177401,0.014601,-999,-999,-999,-999,-999
CFA3S,17.8373,17.05,16.5131,16.0523,17.3504,16.7593,16.4935,16.3986,218.642,59.3555,0.0362372,0.0278662,0.0209441,0.015875,0.0326963,0.0228592,0.0168701,0.013601,1617933250058454656,17.7602,17.0629,16.6974,16.457
CFA3S,17.3654,16.8058,16.3812,16.0346,16.9993,16.6326,16.461,16.4395,218.638,59.4077,0.0352372,0.0277425,0.0209441,0.015,0.0318825,0.0227183,0.0167401,0.013601,-999,-999,-999,-999,-999
CFA3S,17.4992,16.8801,16.4475,16.0909,17.1053,16.6586,16.5185,16.4874,218.579,59.3819,0.0332372,0.0257425,0.0199441,0.014,0.0298825,0.0208592,0.0157401,0.012601,1617945241607159936,17.4357,16.8909,16.6323,16.5039
CFA3S,17.7292,16.9719,16.3877,15.9283,17.2701,16.6776,16.3993,16.3113,266.136,40.8852,0.141804,0.110094,0.0837763,0.06075,0.127344,0.0901549,0.0670904,0.0534039,-999,-999,-999,-999,-999
CFA3S,15.6716,15.0463,14.6048,14.2567,15.2697,14.8341,14.6771,14.6421,266.116,40.9376,0.135186,0.105846,0.0797903,0.057875,0.121716,0.0861549,0.0640904,0.0507044,1345493892402371968,15.5855,15.0471,14.7904,14.6569
CFA3S,16.7615,16.1589,15.7194,15.3653,16.3756,15.9619,15.7842,15.7534,266.114,40.8539,0.147186,0.114217,0.0867763,0.062875,0.132158,0.0940141,0.0699605,0.0550049,1345492449293351296,16.6711,16.1704,15.922,15.7825
CFA3S,17.7159,17.1463,16.7175,16.3874,17.3382,16.9668,16.7981,16.7756,266.015,40.9305,0.133186,0.103846,0.0787903,0.056875,0.119716,0.0851549,0.0630904,0.0504039,-999,-999,-999,-999,-999
CFA3S,16.9785,16.2209,15.7084,15.3463,16.5084,15.9509,15.7587,15.7081,265.962,40.9729,0.124567,0.0967225,0.0738043,0.052875,0.111903,0.0792958,0.0590904,0.0464039,-999,-999,-999,-999,-999
CFA3S,17.7582,17.0089,16.4721,16.0586,17.2839,16.7224,16.4961,16.4078,265.95,40.9155,0.133186,0.103846,0.0787903,0.056875,0.119716,0.0851549,0.0630904,0.0504039,-999,-999,-999,-999,-999
CFA3S,17.7636,17.3253,16.9751,16.6827,17.5226,17.197,17.086,17.0668,265.947,40.9314,0.127186,0.0987225,0.0748043,0.053875,0.113902,0.0811549,0.0600904,0.0474039,-999,-999,-999,-999,-999
CFA3S,16.6337,16.0236,15.5918,15.237,16.2579,15.8377,15.68,15.6484,288.229,77.8305,0.20066,0.156331,0.117692,0.08575,0.180481,0.127732,0.0947006,0.0756059,2293008036322052992,16.5651,16.0412,15.7929,15.6726
CFA3S,16.4582,15.7656,15.2683,14.866,16.0376,15.528,15.3168,15.2377,288.219,77.8912,0.206897,0.161455,0.121678,0.08875,0.186295,0.131732,0.0977006,0.0779064,2293014530312604288,16.4035,15.7891,15.4753,15.2835
CFA3S,17.9976,17.267,16.7977,16.425,17.5508,17.0333,16.8443,16.7998,288.161,77.9222,0.207279,0.161455,0.121678,0.08875,0.186295,0.132592,0.0977006,0.0779064,-999,-999,-999,-999,-999
CFA3S,18.4927,18.0541,17.7008,17.3896,18.2194,17.9175,17.8195,17.813,288.068,77.9421,0.210279,0.163579,0.123678,0.08975,0.189109,0.134592,0.0995706,0.0789064,-999,-999,-999,-999,-999
CFA3S,16.8077,16.3376,15.9587,15.672,16.4942,16.1654,16.0612,16.0467,288.052,77.9332,0.210279,0.163579,0.123678,0.08975,0.189109,0.134592,0.0995706,0.0789064,2293015561104750208,16.7324,16.3346,16.145,16.0552
CFA3S,17.4407,16.7441,16.2953,-982.256,17.0277,16.5299,16.3388,16.2853,288.039,77.9455,0.210279,0.163579,0.123678,0.08975,0.189109,0.134592,0.0995706,0.0789064,2293015595464488192,17.4019,16.7915,16.4889,16.319
CFA3S,17.1851,16.462,15.9647,15.5489,16.7537,16.2214,15.9988,15.9312,287.931,77.906,0.214897,0.167579,0.126665,0.09175,0.193109,0.137451,0.101571,0.0809064,2293015114428148352,17.128,16.4959,16.1613,15.9729
CFA3S,16.7172,15.8461,15.2367,14.7941,16.1996,15.5044,15.2469,15.1436,287.92,77.879,0.214897,0.167579,0.126665,0.09175,0.193109,0.137592,0.101571,0.0809064,2293009204553148160,16.6481,15.8722,15.4302,15.202
CFA3S,17.071,16.3125,15.7346,15.2618,16.6515,16.0181,15.749,15.6269,10.4988,-9.32708,0.132186,0.102846,0.0777903,0.056875,0.118716,0.0841549,0.0622203,0.0497044,2426017607202009472,17.0477,16.3599,15.9483,15.6872
CFA3S,16.3649,15.8396,15.4452,15.1007,16.0205,15.6678,15.5428,15.5156,10.4396,-9.35397,0.133186,0.103846,0.0778043,0.056875,0.119716,0.0851549,0.0630904,0.0497044,2426016026654029184,16.2785,15.8355,15.6307,15.5199
CFA3S,16.5354,15.9231,15.4817,15.1297,16.1369,15.6966,15.5534,15.5031,10.3813,-9.3612,0.131567,0.102846,0.0777903,0.055875,0.118716,0.0841549,0.0620904,0.0494039,2426016129733215488,16.4455,15.9175,15.6657,15.527
CFA3S,17.7709,16.9671,16.4932,16.1052,17.1958,16.6869,16.4899,16.4193,10.3768,-9.27768,0.129186,0.100846,0.0758043,0.054875,0.116716,0.0821549,0.0610904,0.0484039,2426021833449812096,17.5454,16.9535,16.6398,16.4613
CFA3S,16.0739,15.5341,15.1402,14.8197,15.7161,15.3525,15.2333,15.2073,10.3745,-9.36532,0.128567,0.0998462,0.0758043,0.054875,0.115716,0.0821549,0.0610904,0.0484039,2426016129733215616,15.9808,15.5305,15.3248,15.2159
CFA3S,16.0821,15.5302,15.105,14.709,15.7674,15.3638,15.1983,15.139,1.53171,27.5151,0.242135,0.188321,0.142623,0.10375,0.217991,0.154451,0.114441,0.0908079,2854025494978219904,16.04,15.5553,15.313,15.1647
CFA3S,17.1241,16.4892,16.043,15.607,16.7534,16.2928,16.1088,16.0426,1.5216,27.4481,0.236135,0.184074,0.138637,0.10075,0.212364,0.150451,0.111441,0.0885074,2854018588670796160,17.063,16.5303,16.2441,16.0771
CFA3S,18.7661,18.2402,17.783,17.394,18.3985,18.0081,17.8444,17.7981,1.46206,27.546,0.257135,0.200569,0.151595,0.10975,0.231619,0.16431,0.121311,0.0968079,-999,-999,-999,-999,-999
CFA3S,16.6671,15.8892,15.328,14.853,16.2181,15.5923,15.3429,15.2322,1.41263,27.5298,0.265753,0.206816,0.156581,0.11375,0.239246,0.16931,0.125311,0.100108,2854023021077038336,16.62,15.9245,15.5289,15.2953
CFA3S,15.7121,15.1792,14.764,14.515,15.2817,14.9037,14.7397,14.6954,1.35646,27.3834,0.255135,0.198569,0.149609,0.10875,0.229619,0.16331,0.120311,0.0958079,2854017111202045824,15.512,15.0937,14.8653,14.7157
