survey,DES5YR_AB_g,DES5YR_AB_r,DES5YR_AB_i,DES5YR_AB_z,PS1_g,PS1_r,PS1_i,PS1_z,RA,DEC,DES5YR_AB_g_AV,DES5YR_AB_r_AV,DES5YR_AB_i_AV,DES5YR_AB_z_AV,PS1_g_AV,PS1_r_AV,PS1_i_AV,PS1_z_AV
DES5YR_AB,19.4263,18.7096,18.5015,18.3985,19.3728,18.7554,18.5291,18.3839,150.139,2.86195,0.059335,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0586,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,21.0772,20.6145,20.4652,20.4049,21.0981,20.66,20.4341,20.3949,149.569,2.68132,0.05847375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0578,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,19.3497,19.3156,19.0089,18.9506,19.5031,19.4838,19.1532,19.0898,150.499,2.44491,0.05947375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0588,0.0415774647887324,0.030610169491525424,0.02450246305418719
DES5YR_AB,20.4496,19.8785,19.6908,19.6088,20.4749,19.9511,19.6827,19.614,150.197,2.51542,0.05947375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0588,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,19.7793,19.2482,19.1099,19.0558,19.7464,19.2911,19.2081,19.1182,150.102,2.32832,0.05447375,0.03647887323943662,0.026348399246704332,0.020312407462244598,0.0538,0.03771830985915493,0.028480225988700567,0.022201970443349754
DES5YR_AB,18.8308,18.3297,18.2001,18.1526,18.767,18.338,18.207,18.1517,149.213,2.27176,0.062335,0.041957746478873244,0.03101129943502825,0.024159609120521175,0.0616,0.04443661971830987,0.032610169491525426,0.026201970443349754
DES5YR_AB,19.5563,18.9595,18.7812,18.705,19.4576,18.9632,18.8062,18.6819,37.449,1.71023,0.0935025,0.06295774647887324,0.045685499058380416,0.035777613266212614,0.0924,0.06543661971830987,0.04835028248587571,0.038802955665024626
DES5YR_AB,21.0045,20.5669,20.4305,20.3858,20.9884,20.6542,20.3921,20.7038,150.208,1.94628,0.059335,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0586,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,20.1309,19.7017,19.5777,19.5428,20.0458,19.7821,19.5564,19.5319,149.58,2.50666,0.065335,0.04395774647887324,0.03234839924670433,0.025159609120521172,0.0646,0.04643661971830987,0.03448022598870057,0.02720197044334975
DES5YR_AB,19.8885,19.3555,19.204,19.1427,19.8309,19.3939,19.226,19.117,150.598,1.5526,0.07591875000000001,0.050957746478873245,0.03734839924670433,0.02900681077879775,0.075,0.05343661971830987,0.03948022598870057,0.03150246305418719
DES5YR_AB,19.3747,18.6913,18.4695,18.362,19.3207,18.7556,18.5079,18.4036,150.47,2.1568,0.05447375,0.03671830985915493,0.02701129943502825,0.020312407462244598,0.0538,0.0385774647887324,0.028610169491525426,0.022201970443349754
DES5YR_AB,20.8029,20.1001,19.8811,19.7694,20.7956,20.209,19.9866,19.8033,149.247,2.57867,0.064335,0.04371830985915493,0.03134839924670433,0.024236008291382886,0.0636,0.0455774647887324,0.03348022598870057,0.026502463054187193
DES5YR_AB,17.9748,17.5129,17.3873,17.3424,17.937,17.5488,17.3837,17.3697,150.895,2.11976,0.06519625,0.04371830985915493,0.03201129943502825,0.025159609120521172,0.0644,0.0455774647887324,0.03361016949152543,0.02720197044334975
DES5YR_AB,18.3137,17.7273,17.5539,17.4746,18.2777,17.7642,17.563,17.5142,150.174,1.91084,0.05647375,0.03771830985915493,0.02801129943502825,0.021312407462244595,0.0558,0.0395774647887324,0.029610169491525423,0.02320197044334975
DES5YR_AB,20.3798,19.613,19.3702,19.248,20.2959,19.6865,19.4199,19.2644,149.658,2.61989,0.062335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,17.2524,16.7722,16.6405,16.5954,17.2146,16.804,16.6553,16.6162,149.592,2.55797,0.063335,0.04271830985915493,0.03134839924670433,0.024159609120521175,0.0626,0.0445774647887324,0.03348022598870057,0.026201970443349754
DES5YR_AB,20.7572,20.4382,20.3595,20.3419,20.6937,20.4109,20.3393,20.4482,150.615,2.133,0.0526125,0.03571830985915493,0.02601129943502825,0.020312407462244598,0.052,0.037577464788732404,0.027610169491525425,0.021901477832512315
DES5YR_AB,19.269,18.521,18.2817,18.1598,19.2482,18.5837,18.3227,18.2307,150.304,2.34739,0.05647375,0.03771830985915493,0.02801129943502825,0.021312407462244595,0.0558,0.0395774647887324,0.029610169491525423,0.02320197044334975
DES5YR_AB,17.3448,16.9141,16.8028,16.7737,17.3124,16.945,16.8028,16.7919,150.359,2.47413,0.06519625,0.04371830985915493,0.03201129943502825,0.025159609120521172,0.0644,0.0455774647887324,0.03361016949152543,0.02720197044334975
DES5YR_AB,19.5119,18.8261,18.6314,18.5368,19.4526,18.9122,18.6615,18.5921,150.462,1.594,0.06619625,0.04395774647887324,0.03234839924670433,0.025159609120521172,0.0654,0.04643661971830987,0.03448022598870057,0.02720197044334975
DES5YR_AB,19.805,19.279,19.1254,19.0643,19.7915,19.3359,19.1259,19.0923,149.682,2.0772,0.063335,0.04271830985915493,0.03101129943502825,0.024159609120521175,0.0626,0.0445774647887324,0.032610169491525426,0.026201970443349754
DES5YR_AB,18.1291,17.7433,17.6395,17.6152,18.1207,17.764,17.6544,17.648,149.885,2.82617,0.06819625,0.04595774647887324,0.03334839924670433,0.026083209949659462,0.0674,0.04843661971830987,0.03548022598870056,0.02850246305418719
DES5YR_AB,18.1723,17.6077,17.4147,17.3274,18.1668,17.6659,17.4372,17.3489,150.579,2.42484,0.059335,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0586,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,20.9215,20.3976,20.2314,20.1737,20.9615,20.3879,20.2527,20.2515,150.301,2.4529,0.06419625,0.04271830985915493,0.03134839924670433,0.024159609120521175,0.0634,0.0445774647887324,0.03348022598870057,0.026502463054187193
DES5YR_AB,20.763,20.4608,20.3782,20.3703,20.8447,20.4022,20.4186,20.0956,150.588,2.47533,0.05947375,0.039718309859154935,0.02934839924670433,0.022236008291382885,0.0588,0.0415774647887324,0.031480225988700566,0.02450246305418719
DES5YR_AB,18.1573,17.524,17.3336,17.2469,18.1144,17.5827,17.3618,17.289,149.747,2.9511,0.0680575,0.04571830985915493,0.03334839924670433,0.026083209949659462,0.06720000000000001,0.0475774647887324,0.03548022598870056,0.028201970443349753
DES5YR_AB,21.1262,20.8333,20.7593,20.739,21.2156,20.953,20.7777,20.4968,149.852,2.92832,0.0700575,0.04695774647887324,0.03434839924670433,0.026159609120521173,0.0692,0.04943661971830987,0.036480225988700564,0.02850246305418719
DES5YR_AB,21.2419,20.5187,20.2631,20.1345,21.1612,20.4636,20.2774,20.0518,37.3762,1.70071,0.0935025,0.062197183098591555,0.045685499058380416,0.035777613266212614,0.0924,0.06529577464788734,0.04835028248587571,0.038802955665024626
DES5YR_AB,18.1994,17.3564,17.1008,16.9724,18.1374,17.4105,17.1319,17.013,149.894,1.6887,0.060335,0.04071830985915493,0.02934839924670433,0.023236008291382886,0.0596,0.0425774647887324,0.031480225988700566,0.025201970443349753
DES5YR_AB,19.2588,18.9795,18.9165,18.911,19.2457,18.9958,18.9127,18.9333,149.836,2.03505,0.06419625,0.042957746478873245,0.03134839924670433,0.024159609120521175,0.0634,0.04543661971830987,0.03348022598870057,0.026502463054187193
DES5YR_AB,18.7788,18.2327,18.0523,17.9704,18.7422,18.2724,18.1037,18.006,150.785,2.48863,0.0680575,0.04571830985915493,0.03334839924670433,0.026083209949659462,0.06720000000000001,0.0475774647887324,0.03548022598870056,0.028201970443349753
DES5YR_AB,20.2953,20.1147,20.0694,19.9321,20.5103,19.6454,20.0506,19.9322,150.784,2.81047,0.0730575,0.04895774647887324,0.03534839924670433,0.028006810778797752,0.0722,0.051436619718309866,0.037480225988700565,0.030502463054187193
DES5YR_AB,20.4639,20.1612,20.0905,20.0747,20.5039,20.2849,20.1134,20.1927,149.615,2.04373,0.06319625,0.041957746478873244,0.03101129943502825,0.024159609120521175,0.062400000000000004,0.04443661971830987,0.032610169491525426,0.026201970443349754
DES5YR_AB,19.1139,18.3594,18.1467,18.0413,19.084,18.4252,18.1574,18.0717,149.698,2.16662,0.062335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,21.6479,21.1128,20.9458,20.8689,21.7222,21.497,21.0181,20.8128,150.526,1.24775,0.07691875000000001,0.05195774647887324,0.037685499058380416,0.02900681077879775,0.076,0.05443661971830987,0.04035028248587571,0.03150246305418719
DES5YR_AB,18.8658,18.1721,17.9618,17.8584,18.8246,18.2299,17.9838,17.9003,150.974,1.79986,0.0750575,0.05071830985915493,0.036685499058380415,0.02900681077879775,0.0742,0.0525774647887324,0.03935028248587571,0.03150246305418719
DES5YR_AB,19.964,19.5631,19.448,19.4175,19.9032,19.583,19.5401,19.5014,150.061,1.93427,0.05747375,0.038718309859154934,0.02801129943502825,0.021312407462244595,0.056799999999999996,0.0405774647887324,0.029610169491525423,0.02320197044334975
DES5YR_AB,19.6553,19.1249,18.9538,18.8847,19.5871,19.148,18.9551,18.9538,149.355,2.69148,0.05847375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0578,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,19.1744,18.851,18.77,18.7614,19.1616,18.8707,18.814,18.796,150.754,2.68329,0.07019624999999999,0.04695774647887324,0.03434839924670433,0.027083209949659463,0.06939999999999999,0.04943661971830987,0.036480225988700564,0.029502463054187193
DES5YR_AB,17.3717,16.7992,16.6177,16.5385,17.334,16.8383,16.6349,16.562,149.394,2.76022,0.060335,0.04071830985915493,0.02934839924670433,0.023236008291382886,0.0596,0.0425774647887324,0.031480225988700566,0.025201970443349753
DES5YR_AB,17.9796,17.6877,17.612,17.6052,17.9505,17.7005,17.6139,17.5992,149.206,2.64541,0.063335,0.04271830985915493,0.03134839924670433,0.024159609120521175,0.0626,0.0445774647887324,0.03348022598870057,0.026201970443349754
DES5YR_AB,21.1672,20.4196,20.1596,20.0366,20.7019,20.3463,20.0708,19.948,149.539,2.04185,0.063335,0.041957746478873244,0.03101129943502825,0.024159609120521175,0.0626,0.04443661971830987,0.032610169491525426,0.026201970443349754
DES5YR_AB,19.9217,19.6398,19.5761,19.5741,19.9036,19.6551,19.5208,19.6095,150.192,2.18123,0.0536125,0.03571830985915493,0.02601129943502825,0.020312407462244598,0.053,0.037577464788732404,0.027610169491525425,0.022201970443349754
DES5YR_AB,21.7929,20.7466,20.3743,20.1812,21.2858,20.7088,20.3624,20.223,150.537,2.44046,0.05847375,0.03895774647887324,0.02901129943502825,0.022236008291382885,0.0578,0.04143661971830987,0.030610169491525424,0.024201970443349752
DES5YR_AB,18.1113,17.7745,17.7021,17.6981,18.0963,17.7945,17.6997,17.7135,149.671,2.5334,0.062335,0.04171830985915493,0.030348399246704332,0.024159609120521175,0.0616,0.0435774647887324,0.03248022598870057,0.026201970443349754
DES5YR_AB,19.4308,18.8167,18.628,18.5417,19.414,18.8591,18.6513,18.5846,150.537,2.20277,0.0526125,0.03571830985915493,0.02601129943502825,0.020312407462244598,0.052,0.037577464788732404,0.027610169491525425,0.021901477832512315
DES5YR_AB,17.5101,16.9263,16.7696,16.7015,17.4732,16.9659,16.7838,16.7253,149.513,2.66779,0.06047375,0.04071830985915493,0.03001129943502825,0.023236008291382886,0.0598,0.0425774647887324,0.031610169491525425,0.025201970443349753
DES5YR_AB,19.0434,18.5309,18.3742,18.3078,19.0041,18.5671,18.3929,18.348,150.247,2.17815,0.0516125,0.03471830985915493,0.02501129943502825,0.01938880663310631,0.051,0.0365774647887324,0.026610169491525424,0.021201970443349753
DES5YR_AB,21.5657,21.0293,20.8878,20.8324,21.6393,21.2382,20.8179,20.9152,149.864,1.75033,0.06519625,0.04371830985915493,0.03201129943502825,0.025159609120521172,0.0644,0.0455774647887324,0.03361016949152543,0.02720197044334975
DES5YR_AB,19.9277,19.4774,19.3304,19.2803,19.836,19.5239,19.3429,19.3636,150.871,2.77186,0.0760575,0.050957746478873245,0.03734839924670433,0.02900681077879775,0.0752,0.05343661971830987,0.03948022598870057,0.03150246305418719
DES5YR_AB,21.2386,20.6745,20.4969,20.4193,21.2051,20.7458,20.5495,20.3723,150.563,2.83144,0.0690575,0.04595774647887324,0.03334839924670433,0.026083209949659462,0.0682,0.04843661971830987,0.03548022598870056,0.02850246305418719
DES5YR_AB,17.1206,16.6386,16.5179,16.4818,17.0876,16.6701,16.5227,16.494,149.437,2.57956,0.06519625,0.04371830985915493,0.03201129943502825,0.025159609120521172,0.0644,0.0455774647887324,0.03361016949152543,0.02720197044334975
DES5YR_AB,18.8123,18.5185,18.4489,18.4391,18.7539,18.5757,18.4654,18.4241,149.999,2.78874,0.06919625,0.04595774647887324,0.03401129943502825,0.026159609120521173,0.06839999999999999,0.04843661971830987,0.03561016949152542,0.02850246305418719
DES5YR_AB,19.7123,19.3626,19.268,19.2444,19.6431,19.3836,19.319,19.2175,150.893,2.06372,0.064335,0.04371830985915493,0.03134839924670433,0.024236008291382886,0.0636,0.0455774647887324,0.03348022598870057,0.026502463054187193
DES5YR_AB,20.5301,19.9008,19.6879,19.5883,20.6125,20.0046,19.706,19.6175,150.169,1.8893,0.05647375,0.03771830985915493,0.02801129943502825,0.021312407462244595,0.0558,0.0395774647887324,0.029610169491525423,0.02320197044334975
DES5YR_AB,19.4686,19.026,18.9073,18.8701,19.4553,19.0659,18.9426,18.9272,150.083,1.6121,0.060335,0.04071830985915493,0.02934839924670433,0.023236008291382886,0.0596,0.0425774647887324,0.031480225988700566,0.025201970443349753
DES5YR_AB,20.4047,19.8844,19.719,19.6481,20.3968,19.9448,19.7615,19.6515,149.772,2.00967,0.060335,0.04071830985915493,0.02934839924670433,0.023236008291382886,0.0596,0.0425774647887324,0.031480225988700566,0.025201970443349753
DES5YR_AB,21.2536,20.8196,20.6897,20.6435,21.266,20.9011,20.8461,20.8582,150.117,2.09066,0.058335,0.038718309859154934,0.02834839924670433,0.022236008291382885,0.0576,0.0405774647887324,0.030480225988700566,0.024201970443349752
DES5YR_AB,18.0045,17.3444,17.1511,17.061,17.9565,17.385,17.1685,17.0936,150.022,1.94259,0.05847375,0.038718309859154934,0.02834839924670433,0.022236008291382885,0.0578,0.0405774647887324,0.030480225988700566,0.024201970443349752
DES5YR_AB,17.2611,16.6459,16.4744,16.3979,17.2306,16.685,16.4852,16.4257,150.413,2.74459,0.064335,0.042957746478873245,0.03134839924670433,0.024159609120521175,0.0636,0.04543661971830987,0.03348022598870057,0.026502463054187193
DES5YR_AB,19.6083,19.2355,19.13,19.1038,19.5922,19.2788,19.1399,19.0997,150.555,2.09807,0.05547375,0.03747887323943662,0.02701129943502825,0.021236008291382884,0.0548,0.038718309859154934,0.028610169491525426,0.02320197044334975
DES5YR_AB,20.377,20.0768,20.0053,20.0044,20.413,20.1408,20.056,19.925,149.881,3.18127,0.07491875,0.049957746478873244,0.036685499058380415,0.028083209949659464,0.074,0.05243661971830987,0.03935028248587571,0.030802955665024633
DES5YR_AB,20.8655,20.4679,20.348,20.3142,20.7702,20.4214,20.3648,20.2102,149.733,2.59014,0.05747375,0.038718309859154934,0.02801129943502825,0.022236008291382885,0.056799999999999996,0.0405774647887324,0.029610169491525423,0.024201970443349752
DES5YR_AB,22.2681,20.9797,20.489,20.248,20.9192,20.6948,20.5983,20.1679,149.874,2.16576,0.06819625,0.04571830985915493,0.03334839924670433,0.026083209949659462,0.0674,0.0475774647887324,0.03548022598870056,0.028201970443349753
DES5YR_AB,20.1642,19.7877,19.6863,19.6717,20.1798,19.875,19.7295,19.6435,150.277,2.4421,0.062335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,18.9275,18.6401,18.5727,18.5661,18.8744,18.6416,18.5588,18.5591,150.871,1.82033,0.0710575,0.04795774647887324,0.03534839924670433,0.027083209949659463,0.0702,0.050436619718309865,0.037480225988700565,0.029502463054187193
DES5YR_AB,19.1373,18.4566,18.2675,18.1778,19.0395,18.4856,18.2912,18.2293,149.924,2.145,0.06619625,0.04471830985915493,0.03234839924670433,0.025159609120521172,0.0654,0.0465774647887324,0.03448022598870057,0.02750246305418719
DES5YR_AB,17.1226,16.7685,16.6829,16.664,17.0923,16.7922,16.6809,16.671,149.536,2.61853,0.061335,0.04095774647887324,0.03001129943502825,0.023236008291382886,0.0606,0.043436619718309866,0.031610169491525425,0.025201970443349753
DES5YR_AB,17.413,16.8815,16.6884,16.5992,17.3848,16.9229,16.7044,16.6259,149.63,2.66451,0.062335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,17.5948,16.935,16.7421,16.6523,17.5474,16.9606,16.7586,16.6937,149.238,2.29808,0.06419625,0.04271830985915493,0.03134839924670433,0.024159609120521175,0.0634,0.0445774647887324,0.03348022598870057,0.026502463054187193
DES5YR_AB,17.6343,17.2412,17.1258,17.0827,17.5993,17.2723,17.1268,17.1012,150.234,2.24345,0.0526125,0.03571830985915493,0.02601129943502825,0.020312407462244598,0.052,0.037577464788732404,0.027610169491525425,0.022201970443349754
DES5YR_AB,18.2601,17.6634,17.4724,17.3828,18.2171,17.6956,17.4893,17.4142,149.192,2.35418,0.060335,0.04071830985915493,0.02934839924670433,0.023236008291382886,0.0596,0.0425774647887324,0.031480225988700566,0.025201970443349753
DES5YR_AB,17.6889,17.1292,16.9678,16.8994,17.6534,17.1585,16.9754,16.9132,150.515,2.1678,0.0546125,0.03671830985915493,0.02701129943502825,0.021236008291382884,0.054,0.0385774647887324,0.028610169491525426,0.022901477832512316
DES5YR_AB,20.0356,19.7116,19.6233,19.6088,20.0621,19.7748,19.6181,19.5606,149.333,2.54294,0.064335,0.042957746478873245,0.03134839924670433,0.024159609120521175,0.0636,0.04543661971830987,0.03348022598870057,0.026502463054187193
DES5YR_AB,21.9111,21.1724,20.9176,20.7807,21.8489,21.4049,20.9814,20.862,150.533,2.0131,0.0546125,0.03671830985915493,0.02701129943502825,0.021236008291382884,0.054,0.0385774647887324,0.028610169491525426,0.022901477832512316
DES5YR_AB,19.4756,18.8032,18.6033,18.5031,19.4522,18.8503,18.6248,18.56,149.844,1.80033,0.06719625,0.04495774647887324,0.03301129943502825,0.025159609120521172,0.0664,0.04743661971830987,0.03461016949152543,0.02750246305418719
DES5YR_AB,21.3233,20.7647,20.5779,20.4987,21.2677,20.9262,20.7024,20.5092,150.394,2.50011,0.06619625,0.04471830985915493,0.03234839924670433,0.025159609120521172,0.0654,0.0465774647887324,0.03448022598870057,0.02750246305418719
DES5YR_AB,17.8825,17.2686,17.0757,16.9862,17.8471,17.3169,17.0896,17.0132,150.627,2.8107,0.06519625,0.04371830985915493,0.03201129943502825,0.025159609120521172,0.0644,0.0455774647887324,0.03361016949152543,0.02720197044334975
DES5YR_AB,17.7494,17.3663,17.271,17.2464,17.7234,17.3937,17.2691,17.2447,149.919,2.20372,0.06519625,0.04371830985915493,0.03201129943502825,0.025159609120521172,0.0644,0.0455774647887324,0.03361016949152543,0.02720197044334975
DES5YR_AB,19.0997,18.6441,18.5224,18.4852,19.0639,18.6601,18.5285,18.4644,150.683,2.48325,0.06519625,0.04371830985915493,0.03201129943502825,0.024236008291382886,0.0644,0.0455774647887324,0.03361016949152543,0.026502463054187193
DES5YR_AB,19.6024,19.1868,19.0612,19.0151,19.5473,19.2279,19.073,19.0514,150.241,2.08701,0.0536125,0.03571830985915493,0.02601129943502825,0.020312407462244598,0.053,0.037577464788732404,0.027610169491525425,0.022201970443349754
DES5YR_AB,19.8008,19.0504,18.813,18.6917,19.757,19.1063,18.8308,18.7604,150.012,1.89856,0.060335,0.04071830985915493,0.02934839924670433,0.023159609120521174,0.0596,0.0425774647887324,0.031480225988700566,0.025201970443349753
DES5YR_AB,19.1849,18.406,18.1656,18.0428,19.1355,18.4589,18.1877,18.0766,150.911,2.14948,0.06719625,0.04495774647887324,0.03301129943502825,0.025159609120521172,0.0664,0.04743661971830987,0.03461016949152543,0.02750246305418719
DES5YR_AB,17.4925,17.0896,16.9667,16.924,17.4633,17.1131,16.9628,16.9362,150.664,2.67129,0.065335,0.04371830985915493,0.03234839924670433,0.025159609120521172,0.0646,0.0455774647887324,0.03448022598870057,0.02720197044334975
DES5YR_AB,19.4958,19.1897,19.112,19.1055,19.4288,19.198,19.1098,19.1126,150.632,2.46249,0.061335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0606,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,19.6193,19.2783,19.201,19.1911,19.5924,19.3055,19.1782,19.1876,149.43,2.84776,0.064335,0.04371830985915493,0.03134839924670433,0.024236008291382886,0.0636,0.0455774647887324,0.03348022598870057,0.026502463054187193
DES5YR_AB,21.8255,21.1527,20.9386,20.8412,21.5356,21.1306,21.0523,20.9075,149.595,2.56417,0.063335,0.04271830985915493,0.03134839924670433,0.024159609120521175,0.0626,0.0445774647887324,0.03348022598870057,0.026201970443349754
DES5YR_AB,19.934,19.483,19.3529,19.3007,19.8221,19.4841,19.3727,19.31,149.821,2.91924,0.0700575,0.04695774647887324,0.03434839924670433,0.026159609120521173,0.0692,0.04943661971830987,0.036480225988700564,0.02850246305418719
DES5YR_AB,18.9851,18.4709,18.3079,18.2382,18.964,18.5163,18.3139,18.2969,150.517,2.01669,0.05447375,0.03671830985915493,0.02701129943502825,0.020312407462244598,0.0538,0.0385774647887324,0.028610169491525426,0.022201970443349754
DES5YR_AB,22.3004,20.8383,19.9787,19.6018,20.9549,20.5796,20.0733,19.735,150.209,1.59967,0.064335,0.042957746478873245,0.03134839924670433,0.024159609120521175,0.0636,0.04543661971830987,0.03348022598870057,0.026502463054187193
DES5YR_AB,20.7202,20.6439,20.5041,20.3443,21.0884,21.0829,20.6874,20.6898,149.833,2.71074,0.061335,0.04071830985915493,0.03001129943502825,0.023236008291382886,0.0606,0.0425774647887324,0.031610169491525425,0.025201970443349753
DES5YR_AB,18.2258,17.6292,17.4497,17.3669,18.2066,17.6782,17.4683,17.3972,149.802,3.16807,0.0730575,0.04895774647887324,0.036348399246704334,0.028006810778797752,0.0722,0.051436619718309866,0.038480225988700566,0.030502463054187193
DES5YR_AB,20.1124,19.7973,19.7271,19.7129,20.137,19.8078,19.6179,19.7204,150.02,2.22441,0.063335,0.04271830985915493,0.03101129943502825,0.024159609120521175,0.0626,0.0445774647887324,0.032610169491525426,0.026201970443349754
DES5YR_AB,18.5612,17.7109,17.4628,17.3386,18.5168,17.7692,17.491,17.394,150.696,2.77869,0.066335,0.04471830985915493,0.03234839924670433,0.025159609120521172,0.0656,0.0465774647887324,0.03448022598870057,0.02750246305418719
DES5YR_AB,20.6358,19.8528,19.6078,19.4823,20.5383,19.8753,19.6094,19.5442,149.988,2.13172,0.063335,0.04271830985915493,0.03101129943502825,0.024159609120521175,0.0626,0.0445774647887324,0.032610169491525426,0.026201970443349754
DES5YR_AB,18.6509,17.9174,17.6809,17.5592,18.6057,17.9629,17.7084,17.5747,150.358,1.94212,0.062335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,19.6044,19.0723,18.9007,18.83,19.5677,19.0747,18.9154,18.8254,150.078,2.8216,0.06047375,0.04071830985915493,0.03001129943502825,0.023236008291382886,0.0598,0.0425774647887324,0.031610169491525425,0.025201970443349753
DES5YR_AB,21.7092,21.2486,21.1242,21.0755,21.7913,21.2122,20.9634,20.8774,149.999,2.91226,0.06719625,0.04495774647887324,0.03334839924670433,0.025159609120521172,0.0664,0.04743661971830987,0.03548022598870056,0.02750246305418719
DES5YR_AB,19.0574,18.3056,18.0471,17.9067,18.9728,18.3541,18.0503,17.9503,150.608,2.2589,0.05647375,0.03771830985915493,0.02801129943502825,0.021312407462244595,0.0558,0.0395774647887324,0.029610169491525423,0.02320197044334975
DES5YR_AB,19.6329,18.9175,18.7109,18.6111,19.597,18.9802,18.7275,18.6597,149.981,2.2143,0.063335,0.04271830985915493,0.03101129943502825,0.024159609120521175,0.0626,0.0445774647887324,0.032610169491525426,0.026201970443349754
DES5YR_AB,19.622,19.3569,19.3017,19.3039,19.6059,19.3777,19.2797,19.3061,150.192,2.70099,0.060335,0.04071830985915493,0.02934839924670433,0.023236008291382886,0.0596,0.0425774647887324,0.031480225988700566,0.025201970443349753
DES5YR_AB,20.8529,20.3907,20.2398,20.1795,20.765,20.408,20.3166,20.2569,150.084,2.14595,0.059335,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0586,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,19.3601,19.037,18.9576,18.9438,19.335,19.0763,18.9558,18.9105,149.926,1.9525,0.061335,0.04071830985915493,0.03001129943502825,0.023236008291382886,0.0606,0.0425774647887324,0.031610169491525425,0.025201970443349753
DES5YR_AB,20.3862,19.9735,19.8602,19.834,20.3895,20.0058,19.8687,19.8003,150.717,2.0479,0.05947375,0.03995774647887324,0.02934839924670433,0.022236008291382885,0.0588,0.042436619718309865,0.031480225988700566,0.02450246305418719
DES5YR_AB,19.182,18.444,18.182,18.0412,19.1529,18.5069,18.211,18.0936,149.768,2.33834,0.06619625,0.04471830985915493,0.03234839924670433,0.025159609120521172,0.0654,0.0465774647887324,0.03448022598870057,0.02750246305418719
DES5YR_AB,19.866,19.3145,19.1547,19.0846,19.8546,19.3238,19.1924,19.0873,150.506,1.56997,0.0710575,0.047718309859154935,0.03434839924670433,0.027083209949659463,0.0702,0.0495774647887324,0.036480225988700564,0.029502463054187193
DES5YR_AB,20.4293,19.8031,19.6034,19.5145,20.3088,19.8457,19.6355,19.5779,149.563,2.07744,0.063335,0.04271830985915493,0.03101129943502825,0.024159609120521175,0.0626,0.0445774647887324,0.032610169491525426,0.026201970443349754
DES5YR_AB,19.8579,19.3585,19.1976,19.1328,19.8595,19.4064,19.217,19.1711,149.322,2.2412,0.0720575,0.04795774647887324,0.03534839924670433,0.027083209949659463,0.0712,0.050436619718309865,0.037480225988700565,0.029502463054187193
DES5YR_AB,18.8983,18.4284,18.3015,18.2548,18.8651,18.4607,18.3109,18.3025,149.891,1.76459,0.06419625,0.04271830985915493,0.03134839924670433,0.024159609120521175,0.0634,0.0445774647887324,0.03348022598870057,0.026201970443349754
DES5YR_AB,18.2437,17.5007,17.2728,17.1558,18.2089,17.5534,17.2846,17.2037,150.872,1.76799,0.0720575,0.04795774647887324,0.03534839924670433,0.027083209949659463,0.0712,0.050436619718309865,0.037480225988700565,0.029502463054187193
DES5YR_AB,18.0276,17.4893,17.3374,17.2751,18.0076,17.5221,17.3534,17.2748,150.384,2.1057,0.05647375,0.03771830985915493,0.02734839924670433,0.021312407462244595,0.0558,0.0395774647887324,0.029480225988700565,0.02320197044334975
DES5YR_AB,20.2352,20.2064,19.9112,19.9658,20.4268,20.4404,19.9658,20.2147,150.762,1.86903,0.06819625,0.04595774647887324,0.03334839924670433,0.026083209949659462,0.0674,0.04843661971830987,0.03548022598870056,0.02850246305418719
DES5YR_AB,17.055,16.6127,16.4935,16.4543,17.0275,16.6497,16.4963,16.4734,150.484,2.43386,0.05947375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0588,0.0415774647887324,0.030610169491525424,0.02450246305418719
