survey,DES-g,DES-r,DES-i,DES-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,DES-g_AV,DES-r_AV,DES-i_AV,DES-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,GAIA-g,GAIA-r,GAIA-b,GAIA-r_AV,GAIA-b_AV,GAIA-g_AV,GAIA_DES-g,GAIA_DES-r,GAIA_DES-i,GAIA_DES-z,SOURCEID
DES,18.5756,18.0679,17.9102,17.8333,18.5326,18.1039,17.9238,17.8739,43.3679,0.279341,0.270646,0.181352,0.132394,0.102562,0.2674,0.190028,0.140921,0.111709,18.1235,17.5899,18.4782,0,0,0,-999,-999,-999,-999,-999
DES,18.568,18.2417,18.1425,18.106,18.5411,18.2533,18.1481,18.1137,43.4064,-0.51987,0.213311,0.143634,0.105045,0.0812496,0.2108,0.150451,0.111441,0.0885074,18.2499,17.7888,18.5526,0,0,0,-999,-999,-999,-999,-999
DES,16.5222,15.9798,15.8211,15.7444,16.4934,16.0222,15.8335,15.7734,43.4568,-0.22641,0.229895,0.153873,0.112382,0.0870968,0.2272,0.16131,0.119311,0.0948079,16.0419,15.4791,16.4385,0,0,0,16.5462,15.9797,15.8191,15.7533,2497939548991398656
DES,17.6597,17.1754,17.0334,16.9662,17.6281,17.204,17.0455,16.9909,42.5963,-0.0398478,0.20545,0.137634,0.101045,0.078326,0.203,0.144451,0.107441,0.0852069,17.2255,16.6893,17.577,0,0,0,17.6769,17.1837,17.0338,16.9703,2498174329083804928
DES,17.8456,17.154,16.9145,16.7764,17.8046,17.2046,16.928,16.8291,42.6041,0.0557647,0.220172,0.147634,0.108045,0.0832496,0.2176,0.154451,0.114441,0.0908079,17.2261,16.5658,17.7171,0,0,0,17.8954,17.1456,16.9123,16.7735,2498187763741501952
DES,16.8098,15.95,15.6714,15.5074,16.7638,16.0239,15.705,15.5738,43.5693,-0.21968,0.224034,0.150634,0.110045,0.0850968,0.2214,0.157451,0.116441,0.0928079,16.0474,15.3359,16.611,0,0,0,16.836,15.9602,15.6701,15.5045,2497942224755944704
DES,18.264,17.802,17.6491,17.5784,18.2191,17.8217,17.6605,17.6031,42.3063,0.0487395,0.16556,0.111155,0.081371,0.0628608,0.1636,0.116732,0.0867006,0.0686059,17.8413,17.3247,18.234,0,0,0,-999,-999,-999,-999,-999
DES,18.5153,18.009,17.8395,17.7598,18.46,18.036,17.8494,17.7687,43.8141,0.149199,0.232756,0.155873,0.114382,0.0880204,0.23,0.16331,0.121311,0.0958079,18.0645,17.5293,18.4433,0,0,0,-999,-999,-999,-999,-999
DES,18.727,18.1112,17.9097,17.8032,18.6648,18.1403,17.933,17.8344,42.9134,0.228864,0.24834,0.166113,0.121719,0.0938676,0.2454,0.174169,0.129181,0.102409,18.1812,17.5809,18.6443,0,0,0,-999,-999,-999,-999,-999
DES,18.7599,17.8366,17.5534,17.3938,18.6884,17.8977,17.5933,17.4475,43.4805,-0.290014,0.219172,0.147634,0.107382,0.0831732,0.2166,0.154451,0.114311,0.0905074,17.9435,17.209,18.5406,0,0,0,-999,-999,-999,-999,-999
DES,18.5461,17.9473,17.7513,17.6494,18.5017,17.9898,17.7669,17.686,43.3863,0.284665,0.270785,0.182352,0.133056,0.102562,0.2676,0.191028,0.141051,0.111709,18.0145,17.416,18.4594,0,0,0,-999,-999,-999,-999,-999
DES,18.4447,17.9377,17.7612,17.6682,18.4005,17.9825,17.773,17.696,43.3021,0.121136,0.225895,0.151873,0.111045,0.0860968,0.2232,0.15931,0.117441,0.0935074,17.9858,17.4173,18.3411,0,0,0,-999,-999,-999,-999,-999
DES,18.6274,17.9049,17.6476,17.5011,18.5772,17.957,17.6835,17.5399,43.1574,-0.466403,0.199728,0.134394,0.0977081,0.0754788,0.1974,0.140592,0.103571,0.0822069,18.0179,17.3076,18.4771,0,0,0,-999,-999,-999,-999,-999
DES,17.0859,16.3351,16.0956,15.962,17.0437,16.3826,16.1222,16.0002,42.7134,0.0983113,0.232756,0.155873,0.114382,0.0880204,0.23,0.16331,0.121311,0.0958079,16.4239,15.7517,16.931,0,0,0,-999,-999,-999,-999,-999
DES,18.6974,18.0499,17.8181,17.6906,18.6633,18.1104,17.85,17.7468,43.092,-0.389746,0.178282,0.120155,0.087371,0.067708,0.1762,0.125732,0.0927006,0.0739064,18.1148,17.4696,18.6415,0,0,0,-999,-999,-999,-999,-999
DES,18.9271,18.2952,18.0948,17.9833,18.8674,18.304,18.0682,17.9974,43.4799,0.553578,0.284369,0.191352,0.139394,0.108333,0.281,0.200028,0.147921,0.11801,18.3952,17.743,18.8358,0,0,0,-999,-999,-999,-999,-999
DES,18.6798,17.9191,17.6474,17.4922,18.6154,17.99,17.6694,17.557,43.2423,0.592564,0.278508,0.186592,0.136394,0.105486,0.2752,0.195887,0.144921,0.11501,17.9957,17.3008,18.5336,0,0,0,-999,-999,-999,-999,-999
DES,18.7263,18.1197,17.934,17.8377,18.7041,18.1757,17.9432,17.8674,43.2319,-0.801598,0.20745,0.139634,0.102045,0.079326,0.205,0.146451,0.108441,0.0862069,18.1908,17.6103,18.6937,0,0,0,-999,-999,-999,-999,-999
DES,18.2661,17.6844,17.49,17.3933,18.2225,17.7393,17.5149,17.4374,41.599,-0.101175,0.102225,0.0681972,0.0500226,0.0387012,0.101,0.0712958,0.0532203,0.0421034,17.746,17.1512,18.2202,0,0,0,-999,-999,-999,-999,-999
DES,17.4476,16.9934,16.8783,16.8308,17.4149,17.0186,16.8806,16.8576,41.3882,-0.075121,0.100364,0.0674366,0.0490226,0.0387012,0.0992,0.0711549,0.0522203,0.0421034,17.0459,16.5439,17.3966,0,0,0,17.4759,17.0125,16.8942,16.8602,2498592521459453696
DES,17.3018,16.8846,16.7661,16.7182,17.2693,16.9065,16.7694,16.738,41.9815,-0.0535057,0.145115,0.0969155,0.0706968,0.0551664,0.1434,0.101873,0.0749605,0.0600049,16.9245,16.4235,17.2523,0,0,0,17.3235,16.8908,16.7724,16.7052,2498558157425738496
DES,18.2732,18.0292,18.0582,18.1189,18.3304,18.0631,17.989,18.2597,41.5712,-0.100752,0.101364,0.0681972,0.0500226,0.0387012,0.1002,0.0712958,0.0532203,0.0421034,18.0547,17.7834,18.2382,0,0,0,-999,-999,-999,-999,-999
DES,17.2763,16.747,16.5967,16.5321,17.2429,16.7809,16.6013,16.5498,41.1202,-0.599909,0.105225,0.0704366,0.0516855,0.0397012,0.104,0.0741549,0.0543503,0.0434039,16.8074,16.273,17.1855,0,0,0,17.285,16.7573,16.5998,16.5477,2498427594715313408
DES,18.2271,17.4278,17.2053,17.0835,18.1659,17.4798,17.2263,17.1218,41.1619,-0.620714,0.102225,0.0681972,0.0500226,0.0387012,0.101,0.0712958,0.0532203,0.0421034,17.53,16.8635,18.1163,0,0,0,18.2907,17.4484,17.2175,17.0938,2498421440026738944
DES,18.2499,17.601,17.3921,17.2859,18.2135,17.6406,17.4264,17.3182,41.2717,-0.477981,0.0945025,0.0639577,0.0466855,0.0357776,0.0934,0.0664366,0.0493503,0.0391034,17.6871,17.0614,18.1257,0,0,0,-999,-999,-999,-999,-999
DES,18.2408,17.4737,17.2379,17.1154,18.2066,17.5296,17.2691,17.1661,41.1093,-0.356233,0.104225,0.0701972,0.0510226,0.0396248,0.103,0.0732958,0.0542203,0.0431034,17.57,16.9177,18.0853,0,0,0,18.293,17.4894,17.2519,17.1289,2498441407330131072
DES,17.4858,16.9934,16.8661,16.8179,17.4647,17.0234,16.8734,16.8346,41.2003,-0.443397,0.0953637,0.0641972,0.0466855,0.0357776,0.0942,0.0672958,0.0493503,0.0391034,17.0517,16.5259,17.4403,0,0,0,17.5071,16.9906,16.8682,16.7803,2498437004988282752
DES,18.3462,17.5661,17.3209,17.1923,18.2798,17.6233,17.343,17.2277,41.1234,-0.0346713,0.0955025,0.0641972,0.0470226,0.0367776,0.0944,0.0672958,0.0502203,0.039803,17.6502,17.0062,18.2545,0,0,0,-999,-999,-999,-999,-999
DES,17.9639,17.2364,17.0225,16.9128,17.9311,17.2977,17.042,16.953,41.2137,-0.116527,0.0983637,0.0661972,0.0480226,0.0377012,0.0972,0.0692958,0.0512203,0.040803,17.3283,16.6918,17.8097,0,0,0,-999,-999,-999,-999,-999
DES,17.4793,16.6946,16.422,16.288,17.4203,16.739,16.4397,16.3186,40.4802,-0.303498,0.0935025,0.0629577,0.0456855,0.0357776,0.0924,0.0654366,0.0483503,0.038803,16.8528,16.088,17.2975,0,0,0,17.4821,16.7175,16.4265,16.2614,2498500746598247680
DES,17.1077,16.2668,16.0168,15.8894,17.0512,16.3165,16.0469,15.9467,40.5504,-0.324903,0.0915025,0.0611972,0.0446855,0.034854,0.0904,0.0642958,0.0473503,0.037803,16.3704,15.6839,16.9173,0,0,0,17.1368,16.2707,16.0133,15.8785,2498500055108611072
DES,18.8384,18.2313,18.0477,17.9566,18.804,18.2736,18.0598,17.9945,40.4123,-0.406338,0.0925025,0.0621972,0.0450226,0.034854,0.0914,0.0652958,0.0482203,0.0381034,18.301,17.7292,18.7535,0,0,0,-999,-999,-999,-999,-999
DES,17.8768,17.2938,17.0962,17.0033,17.8326,17.3379,17.1226,17.0416,40.6213,-0.342326,0.0886412,0.0591972,0.0436855,0.033854,0.0876,0.0622958,0.0463503,0.036803,17.354,16.7519,17.7754,0,0,0,17.896,17.2964,17.0999,16.9927,2498496825293202048
DES,18.0086,17.6114,17.4885,17.4406,17.992,17.638,17.5054,17.4628,40.6423,-0.325046,0.0876412,0.0589577,0.0426855,0.0329304,0.0866,0.0614366,0.0453503,0.035803,17.6405,17.1763,17.9604,0,0,0,18.0215,17.6219,17.5107,17.4245,2498498337121692544
DES,16.767,16.1506,15.9751,15.8924,16.7215,16.1863,15.9875,15.9248,40.5286,-0.553678,0.100225,0.0671972,0.0490226,0.0377012,0.099,0.0702958,0.0522203,0.0411034,16.2271,15.6354,16.6507,0,0,0,16.7831,16.1452,15.9777,15.8908,2498457315888981504
DES,17.4354,16.8089,16.6246,16.5321,17.4072,16.8481,16.6402,16.5685,41.5194,-0.500166,0.113947,0.0764366,0.0560226,0.0435484,0.1126,0.0801549,0.0592203,0.0474039,16.8856,16.2916,17.3316,0,0,0,17.4764,16.8148,16.6379,16.5447,2498513661564310016
DES,16.9345,16.4249,16.281,16.2196,16.9132,16.4632,16.2976,16.261,41.5213,-0.512186,0.113947,0.0764366,0.0560226,0.0435484,0.1126,0.0801549,0.0592203,0.0474039,16.4831,15.939,16.8476,0,0,0,16.9527,16.4296,16.2858,16.1932,2498513597140463232
DES,17.506,17.1333,17.0309,17.0011,17.476,17.1394,16.9995,16.9849,41.4972,-0.578887,0.112947,0.0754366,0.0550226,0.0425484,0.1116,0.0791549,0.0582203,0.0464039,17.1701,16.6835,17.4712,0,0,0,17.5308,17.134,17.0385,17.0085,2498512669427529344
DES,18.1614,17.4873,17.2679,17.1495,18.0938,17.5286,17.2889,17.2039,41.4995,-0.558282,0.113947,0.0764366,0.0560226,0.0435484,0.1126,0.0801549,0.0592203,0.0474039,17.5646,16.9266,18.0348,0,0,0,18.1698,17.4839,17.2842,17.1501,2498512841226220800
DES,18.7025,18.466,18.2383,18.2445,18.8938,18.6569,18.4189,18.3881,41.5153,-0.536613,0.113947,0.0764366,0.0560226,0.0435484,0.1126,0.0801549,0.0592203,0.0474039,18.362,17.9177,18.6088,0,0,0,18.6175,18.4583,18.2339,18.2486,2498513253543080320
DES,18.2267,17.7195,17.5532,17.4788,18.1955,17.7657,17.5763,17.5047,41.2736,-0.451231,0.0953637,0.0639577,0.0466855,0.0357776,0.0942,0.0664366,0.0493503,0.0391034,17.77,17.2205,18.1561,0,0,0,-999,-999,-999,-999,-999
DES,16.7047,16.0251,15.8492,15.763,16.6668,16.0708,15.8687,15.7971,41.5582,-0.294862,0.106225,0.0714366,0.0520226,0.0406248,0.105,0.0751549,0.0552203,0.0441034,16.1181,15.506,16.5733,0,0,0,-999,-999,-999,-999,-999
DES,18.9996,18.2803,18.0155,17.8637,18.9576,18.3398,18.0546,17.9104,43.2508,-0.420185,0.21145,0.142394,0.104045,0.080326,0.209,0.148592,0.110441,0.0875074,18.3524,17.6784,18.7943,0,0,0,-999,-999,-999,-999,-999
DES,18.3566,18.037,17.939,17.9017,18.3397,18.0575,17.9395,17.9275,42.5577,0.202037,0.215172,0.144634,0.105382,0.0821732,0.2126,0.151451,0.112311,0.0892069,18.0505,17.6115,18.343,0,0,0,-999,-999,-999,-999,-999
DES,17.3125,16.8222,16.6674,16.5914,17.2789,16.8545,16.6823,16.6104,43.6586,-0.312363,0.225034,0.150873,0.110382,0.0851732,0.2224,0.15831,0.117311,0.0928079,16.8663,16.3207,17.2535,0,0,0,-999,-999,-999,-999,-999
DES,18.5658,17.9159,17.6932,17.5673,18.5449,17.9478,17.7238,17.6073,42.6188,0.0505076,0.220172,0.147634,0.108045,0.0832496,0.2176,0.154451,0.114441,0.0908079,17.9876,17.345,18.4788,0,0,0,-999,-999,-999,-999,-999
DES,17.4097,17.0236,16.909,16.8635,17.3884,17.056,16.9057,16.8756,42.9213,-0.297649,0.181144,0.121394,0.0887081,0.068708,0.179,0.127592,0.0945706,0.0749064,17.0498,16.5641,17.3691,0,0,0,17.432,17.0442,16.9042,16.8521,2498105025491563008
DES,17.3065,16.897,16.7766,16.7288,17.2809,16.9353,16.7899,16.7381,43.7552,-0.0433217,0.230756,0.154873,0.113382,0.0870968,0.228,0.16231,0.120311,0.0951084,16.9312,16.4358,17.26,0,0,0,17.3137,16.9107,16.7837,16.7115,2498039600254178560
DES,18.4263,17.9828,17.8522,17.7926,18.3836,17.988,17.859,17.8152,43.0351,0.0511477,0.226895,0.151873,0.111382,0.0860968,0.2242,0.15931,0.118311,0.0938079,18.0245,17.5388,18.3603,0,0,0,-999,-999,-999,-999,-999
DES,18.8068,18.3345,18.1704,18.0947,18.7478,18.3733,18.1916,18.1246,43.199,0.0683555,0.216172,0.145634,0.106045,0.0822496,0.2136,0.152451,0.112441,0.0895074,18.378,17.893,18.7927,0,0,0,-999,-999,-999,-999,-999
DES,17.4113,16.9686,16.8488,16.7955,17.3602,16.9759,16.839,16.8056,43.4968,0.536382,0.29023,0.194592,0.142394,0.110256,0.2868,0.203887,0.150921,0.12001,17.0271,16.5103,17.3444,0,0,0,17.4306,16.9893,16.8595,16.8058,2498312592671142144
DES,16.794,16.2839,16.1395,16.0661,16.7611,16.3129,16.1428,16.0938,43.491,0.388707,0.277646,0.186352,0.136394,0.105409,0.2744,0.195028,0.144921,0.114709,16.3385,15.7984,16.7185,0,0,0,-999,-999,-999,-999,-999
DES,18.1378,17.5906,17.3833,17.2678,18.1005,17.6292,17.4053,17.3044,43.4876,0.4202,0.286369,0.191592,0.140394,0.108333,0.283,0.200887,0.148921,0.11801,17.6319,17.0644,18.0292,0,0,0,18.1616,17.6143,17.4138,17.2895,2498262320078498176
DES,16.7821,16.2471,16.0928,16.012,16.7425,16.2872,16.1019,16.0364,43.5415,0.401386,0.278508,0.186592,0.136394,0.105486,0.2752,0.195887,0.144921,0.11501,16.3071,15.7389,16.6945,0,0,0,16.7914,16.2417,16.0853,15.9987,2498259163277826304
DES,17.9673,17.3216,17.1178,17.0139,18.0664,17.2635,17.042,17.0896,41.1336,-0.222293,0.0963637,0.0649577,0.0470226,0.0367776,0.0952,0.0674366,0.0502203,0.0401034,17.49,16.878,17.8991,0,0,0,-999,-999,-999,-999,-999
DES,17.5748,17.0521,16.8723,16.7852,17.5292,17.0897,16.887,16.8107,40.8755,-0.9085,0.100364,0.0671972,0.0490226,0.0377776,0.0992,0.0702958,0.0522203,0.0411034,17.0971,16.5324,17.487,0,0,0,17.585,17.0592,16.8662,16.7898,2498385602819903488
DES,17.7187,17.1392,16.9624,16.8824,17.6799,17.1858,16.9772,16.9129,40.9819,-0.96686,0.0935025,0.0631972,0.0456855,0.0357776,0.0924,0.0662958,0.0483503,0.038803,17.2067,16.6174,17.6193,0,0,0,-999,-999,-999,-999,-999
DES,18.9521,18.2909,18.084,17.9785,18.9056,18.334,18.1112,18.0183,40.8453,-0.119815,0.0963637,0.0641972,0.0470226,0.0367776,0.0952,0.0672958,0.0502203,0.039803,18.374,17.7056,18.729,0,0,0,-999,-999,-999,-999,-999
DES,18.3209,17.8707,17.7413,17.6977,18.2781,17.8939,17.7455,17.7265,40.4213,-0.0836958,0.08678,0.0581972,0.0426855,0.0329304,0.0858,0.0612958,0.0453503,0.035803,17.9127,17.4071,18.2624,0,0,0,-999,-999,-999,-999,-999
DES,18.9556,18.6203,18.5237,18.4947,18.9435,18.6488,18.5342,18.5222,41.0796,-0.100164,0.0983637,0.0661972,0.0480226,0.0377012,0.0972,0.0692958,0.0512203,0.040803,18.6381,18.2024,18.9362,0,0,0,-999,-999,-999,-999,-999
DES,18.7795,17.9417,17.6853,17.551,18.7447,18.003,17.7123,17.6046,41.2276,-0.133757,0.0983637,0.0661972,0.0486855,0.0377012,0.0972,0.0692958,0.0513503,0.0411034,18.042,17.3513,18.5923,0,0,0,-999,-999,-999,-999,-999
DES,17.5948,17.039,16.8733,16.7932,17.5593,17.0827,16.8956,16.8147,41.1645,-0.148696,0.0973637,0.0651972,0.0476855,0.0367776,0.0962,0.0682958,0.0503503,0.0401034,17.1075,16.5411,17.5028,0,0,0,-999,-999,-999,-999,-999
DES,18.0035,17.3164,17.1195,17.0192,17.953,17.3602,17.1405,17.0667,41.1171,-0.0919057,0.0973637,0.0651972,0.0476855,0.0367776,0.0962,0.0682958,0.0503503,0.0401034,17.4036,16.7965,17.8919,0,0,0,-999,-999,-999,-999,-999
DES,18.3207,18.0595,17.9913,17.9814,18.2925,18.0679,17.9821,17.9699,41.2152,-0.150001,0.0973637,0.0651972,0.0476855,0.0367776,0.0962,0.0682958,0.0503503,0.0401034,18.0593,17.6779,18.2979,0,0,0,-999,-999,-999,-999,-999
DES,16.9086,16.4446,16.3131,16.2593,16.8721,16.4744,16.3195,16.2847,41.2634,-0.418972,0.0955025,0.0641972,0.0470226,0.0367776,0.0944,0.0672958,0.0502203,0.039803,16.4917,15.9818,16.846,0,0,0,16.9219,16.4477,16.3225,16.276,2498436734405712512
DES,16.849,16.4153,16.3032,16.2669,16.8322,16.4371,16.3121,16.2852,40.4599,-0.782655,0.106225,0.0711972,0.0520226,0.0406248,0.105,0.0742958,0.0552203,0.0441034,16.4592,15.969,16.788,0,0,0,-999,-999,-999,-999,-999
DES,17.1455,16.5986,16.4429,16.3714,17.1082,16.6373,16.4561,16.3985,41.2521,-0.400416,0.0955025,0.0641972,0.0470226,0.0367776,0.0944,0.0672958,0.0502203,0.039803,16.6638,16.1027,17.0466,0,0,0,17.1633,16.6019,16.4436,16.352,2498437554744108160
DES,17.5919,17.075,16.9349,16.8783,17.5566,17.1025,16.9457,16.9047,41.2583,-0.459251,0.0953637,0.0639577,0.0466855,0.0357776,0.0942,0.0664366,0.0493503,0.0391034,17.137,16.5929,17.5127,0,0,0,17.6036,17.0812,16.9371,16.8748,2498436322088853632
DES,18.2981,17.812,17.6577,17.5899,18.248,17.8503,17.6745,17.6006,40.52,-0.484802,0.0925025,0.0621972,0.0456855,0.034854,0.0914,0.0652958,0.0483503,0.0381034,17.8584,17.2993,18.2235,0,0,0,-999,-999,-999,-999,-999
DES,18.3777,17.6212,17.3759,17.2421,18.3568,17.6623,17.4019,17.2811,40.5357,-0.486452,0.0915025,0.0611972,0.0446855,0.034854,0.0904,0.0642958,0.0473503,0.037803,17.7063,17.0362,18.1896,0,0,0,-999,-999,-999,-999,-999
DES,18.1357,17.7072,17.5868,17.541,18.1039,17.7324,17.5934,17.5637,40.617,-0.504876,0.0945025,0.0631972,0.0460226,0.0357776,0.0934,0.0662958,0.0492203,0.0391034,17.7492,17.2353,18.0796,0,0,0,-999,-999,-999,-999,-999
DES,16.7007,16.0075,15.8181,15.7185,16.6548,16.0576,15.8283,15.755,40.9025,-0.96098,0.100364,0.0671972,0.0490226,0.0377776,0.0992,0.0702958,0.0522203,0.0411034,16.098,15.4779,16.5621,0,0,0,-999,-999,-999,-999,-999
DES,18.5702,18.2568,18.1753,18.1511,18.5585,18.2716,18.1645,18.1648,40.7794,-0.999827,0.105225,0.0704366,0.0510226,0.0397012,0.104,0.0741549,0.0542203,0.0434039,18.2738,17.8167,18.5481,0,0,0,-999,-999,-999,-999,-999
DES,17.8476,17.4405,17.3062,17.2434,17.8268,17.4768,17.3112,17.2671,41.9411,-0.176516,0.144115,0.0966761,0.0706968,0.0541664,0.1424,0.101014,0.0749605,0.0590049,17.4685,16.9861,17.8189,0,0,0,17.8798,17.4575,17.3101,17.2623,2498550254685820032
DES,17.3461,16.9743,16.902,16.8888,17.3134,16.9889,16.9075,16.8973,41.1215,-0.483645,0.111086,0.0744366,0.0543597,0.0425484,0.1098,0.0781549,0.0580904,0.0461034,17.0074,16.5713,17.3102,0,0,0,17.3579,16.9706,16.9058,16.8827,2498435424440303744
DES,17.1207,16.4913,16.2801,16.1636,17.0807,16.5096,16.2771,16.1729,41.8851,-0.254778,0.130531,0.0876761,0.0643597,0.0493192,0.129,0.0920141,0.0680904,0.0537044,16.5958,15.9555,17.0313,0,0,0,17.1696,16.5399,16.3031,16.1521,2498548369195699712
DES,16.4968,16.1225,16.0205,15.989,16.4707,16.1473,16.0245,16.0107,40.7823,-0.154716,0.0973637,0.0651972,0.0476855,0.0367776,0.0962,0.0682958,0.0503503,0.0401034,16.1495,15.6734,16.4556,0,0,0,16.5108,16.1187,16.0212,15.991,2498506003638235264
DES,18.6346,18.2839,18.1773,18.1354,18.5977,18.3009,18.181,18.1437,43.3518,-0.0769064,0.228895,0.153634,0.112382,0.0870204,0.2262,0.160451,0.119311,0.0948079,18.3007,17.8691,18.6142,0,0,0,-999,-999,-999,-999,-999
DES,16.9813,16.1022,15.8111,15.653,16.9309,16.1675,15.8478,15.7054,43.3538,-0.0695179,0.227895,0.152873,0.111382,0.0860968,0.2252,0.16031,0.118311,0.0938079,16.1976,15.4832,16.7651,0,0,0,17.0061,16.0978,15.8133,15.6458,2498135876241045760
DES,18.5872,17.9757,17.7924,17.6989,18.5404,18.0203,17.8041,17.7539,42.6682,0.238023,0.223034,0.149634,0.109382,0.0850968,0.2204,0.156451,0.116311,0.0925074,18.0513,17.4761,18.4638,0,0,0,-999,-999,-999,-999,-999
DES,16.4644,15.9489,15.7873,15.7114,16.4298,15.9818,15.795,15.7319,43.5797,-0.304215,0.218172,0.146634,0.107045,0.0831732,0.2156,0.153451,0.113441,0.0905074,16.0001,15.4399,16.3616,0,0,0,-999,-999,-999,-999,-999
DES,18.2084,17.4019,17.1282,16.9751,18.1373,17.4624,17.1606,17.022,43.2095,-0.10852,0.184005,0.123394,0.090371,0.0696316,0.1818,0.129592,0.0957006,0.0759064,17.4901,16.797,18.0412,0,0,0,-999,-999,-999,-999,-999
DES,17.16,16.6122,16.4487,16.3676,17.1149,16.6515,16.4653,16.3905,43.5395,0.0408371,0.258063,0.173113,0.126056,0.0977148,0.255,0.181169,0.134051,0.106409,16.6797,16.1192,17.0789,0,0,0,-999,-999,-999,-999,-999
DES,18.4496,17.5917,17.3168,17.1607,18.3974,17.6435,17.3366,17.2062,42.9396,0.0551752,0.226895,0.152634,0.111382,0.0860968,0.2242,0.159451,0.118311,0.0938079,17.6874,16.9575,18.2552,0,0,0,-999,-999,-999,-999,-999
DES,17.3895,16.9185,16.7681,16.6945,17.3581,16.9455,16.7754,16.714,43.4752,0.601402,0.280508,0.188352,0.137394,0.106409,0.2772,0.197028,0.145921,0.11601,17.0371,16.4147,17.3244,0,0,0,-999,-999,-999,-999,-999
DES,17.2252,16.8477,16.7351,16.6857,17.205,16.8713,16.7335,16.7004,43.1537,0.77439,0.260924,0.175113,0.128056,0.0987148,0.2578,0.183169,0.136051,0.107409,16.8708,16.3997,17.1706,0,0,0,-999,-999,-999,-999,-999
DES,18.584,18.0401,17.8691,17.7844,18.5418,18.0757,17.8838,17.8345,43.3452,0.799845,0.271646,0.182352,0.133056,0.103486,0.2684,0.191028,0.141051,0.112709,18.1015,17.477,18.4923,0,0,0,-999,-999,-999,-999,-999
DES,18.343,17.7401,17.557,17.4717,18.2846,17.7883,17.5714,17.4795,40.9822,-0.0846637,0.0915025,0.0611972,0.0446855,0.034854,0.0904,0.0642958,0.0473503,0.037803,17.8123,17.245,18.2333,0,0,0,-999,-999,-999,-999,-999
DES,18.4879,17.7335,17.5185,17.4072,18.4465,17.7825,17.5475,17.4534,40.5259,-0.946473,0.109086,0.0731972,0.0530226,0.0415484,0.1078,0.0762958,0.0562203,0.0451034,17.8278,17.1861,18.3058,0,0,0,-999,-999,-999,-999,-999
DES,17.1078,16.724,16.6349,16.6159,17.0699,16.7405,16.6297,16.622,40.4972,-0.760619,0.106225,0.0711972,0.0520226,0.0406248,0.105,0.0742958,0.0552203,0.0441034,16.7601,16.3031,17.0522,0,0,0,-999,-999,-999,-999,-999
DES,17.663,17.1845,17.0503,17.001,17.6183,17.2096,17.0491,16.9951,40.8298,-0.76542,0.101225,0.0674366,0.0496855,0.0387012,0.1,0.0711549,0.0523503,0.0421034,17.2313,16.7043,17.5871,0,0,0,17.6868,17.1783,17.0455,17.0105,2498401618753117696
DES,18.2943,17.9685,17.8728,17.8489,18.258,17.9993,17.8683,17.8428,40.7663,-0.796669,0.101364,0.0681972,0.0500226,0.0387012,0.1002,0.0712958,0.0532203,0.0421034,17.9823,17.5262,18.3351,0,0,0,-999,-999,-999,-999,-999
DES,18.3943,18.0327,17.933,17.9088,18.3608,18.053,17.9366,17.9248,40.7896,-0.7785,0.100364,0.0671972,0.0490226,0.0377776,0.0992,0.0702958,0.0522203,0.0411034,18.0572,17.5662,18.3806,0,0,0,-999,-999,-999,-999,-999
DES,18.1863,17.4266,17.1493,17.0034,18.1118,17.492,17.185,17.0528,41.1923,-0.0237108,0.100225,0.0671972,0.0490226,0.0377012,0.099,0.0702958,0.0522203,0.0411034,17.4989,16.836,18.0359,0,0,0,-999,-999,-999,-999,-999
DES,18.7189,18.4185,18.3384,18.3277,18.6847,18.4408,18.3445,18.31,40.8536,-0.761426,0.102225,0.0684366,0.0500226,0.0387012,0.101,0.0721549,0.0532203,0.0421034,18.4245,17.9866,18.6989,0,0,0,-999,-999,-999,-999,-999
DES,18.0897,17.6434,17.4932,17.4356,18.0781,17.6727,17.4939,17.4705,40.7698,-0.710507,0.0983637,0.0661972,0.0480226,0.0367776,0.0972,0.0692958,0.0512203,0.0401034,17.6781,17.161,18.0352,0,0,0,-999,-999,-999,-999,-999
DES,17.1993,16.6893,16.5427,16.4817,17.163,16.727,16.5483,16.506,40.7744,-0.802769,0.101364,0.0681972,0.0500226,0.0387012,0.1002,0.0712958,0.0532203,0.0421034,16.7448,16.2118,17.1175,0,0,0,-999,-999,-999,-999,-999
DES,18.4452,17.6514,17.3865,17.25,18.3866,17.6997,17.3905,17.2318,40.8377,-0.794307,0.100364,0.0674366,0.0490226,0.0387012,0.0992,0.0711549,0.0522203,0.0421034,17.7729,17.0681,18.2822,0,0,0,-999,-999,-999,-999,-999
DES,16.8122,16.272,16.1185,16.052,16.7787,16.305,16.1273,16.0822,40.8549,-0.995932,0.103225,0.0691972,0.0500226,0.0387012,0.102,0.0722958,0.0532203,0.0424039,16.3408,15.7783,16.7359,0,0,0,-999,-999,-999,-999,-999
DES,18.7515,18.2814,18.1118,18.039,18.7175,18.3203,18.1329,18.0618,40.7798,-1.15094,0.102225,0.0681972,0.0500226,0.0387012,0.101,0.0712958,0.0532203,0.0421034,18.3203,17.7767,18.6947,0,0,0,-999,-999,-999,-999,-999
