survey,DES-g,DES-r,DES-i,DES-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,DES-g_AV,DES-r_AV,DES-i_AV,DES-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,GAIA-g,GAIA-r,GAIA-b,GAIA-r_AV,GAIA-b_AV,GAIA-g_AV,GAIA_DES-g,GAIA_DES-r,GAIA_DES-i,GAIA_DES-z,SOURCEID
DES,17.9701,17.3438,17.1458,17.0462,17.9184,17.3959,17.1623,17.0688,40.7463,-0.97852,0.105225,0.0704366,0.0510226,0.0397012,0.104,0.0741549,0.0542203,0.0434039,17.4169,16.814,17.8808,0,0,0,-999,-999,-999,-999,-999
DES,17.3051,17.0316,16.9654,16.9571,17.2716,17.0492,16.9592,16.9641,40.7463,-0.975636,0.105225,0.0704366,0.0510226,0.0397012,0.104,0.0741549,0.0542203,0.0434039,17.0323,16.6252,17.2924,0,0,0,-999,-999,-999,-999,-999
DES,18.0351,17.543,17.4109,17.3568,17.9984,17.569,17.4107,17.3743,40.7996,-1.15427,0.102225,0.0681972,0.0500226,0.0387012,0.101,0.0712958,0.0532203,0.0421034,17.6018,17.0708,17.9921,0,0,0,18.0772,17.5626,17.4175,17.3619,2498372103737868672
DES,17.5579,16.8076,16.5714,16.4512,17.4939,16.8581,16.5945,16.4938,40.4284,-0.442812,0.0935025,0.0621972,0.0456855,0.0357776,0.0924,0.0652958,0.0483503,0.038803,16.8935,16.2328,17.4119,0,0,0,17.6067,16.7996,16.5656,16.458,2498475251672381312
DES,17.8102,17.3276,17.1991,17.1459,17.7861,17.3544,17.2041,17.1705,41.4971,-0.490453,0.112947,0.0761972,0.0553597,0.0425484,0.1116,0.0792958,0.0590904,0.0464039,17.3798,16.8539,17.7313,0,0,0,17.8318,17.3396,17.2063,17.123,2498514490493660544
DES,17.3084,16.8331,16.7055,16.6529,17.2814,16.8571,16.7155,16.6771,41.3478,-0.43428,0.0993638,0.0661972,0.0486855,0.0377012,0.0982,0.0692958,0.0513503,0.0411034,16.8874,16.3625,17.2638,0,0,0,-999,-999,-999,-999,-999
DES,17.6813,17.2246,17.0853,17.0204,17.652,17.2591,17.0949,17.0535,42.5634,-0.103179,0.198589,0.133394,0.0970452,0.0754788,0.1962,0.139592,0.103441,0.0822069,17.2675,16.7365,17.6083,0,0,0,17.7007,17.2347,17.0843,17.0205,2498167628934826112
DES,17.8321,17.1029,16.8538,16.7129,17.7811,17.1574,16.8842,16.7614,42.8405,-0.0618906,0.230756,0.154873,0.113382,0.0870968,0.228,0.16231,0.120311,0.0951084,17.1803,16.5255,17.6938,0,0,0,-999,-999,-999,-999,-999
DES,17.7489,17.3035,17.1755,17.1207,17.6882,17.3148,17.1717,17.1127,42.8937,-0.124083,0.223034,0.149634,0.109382,0.0850968,0.2204,0.156451,0.116311,0.0925074,17.3534,16.8409,17.694,0,0,0,17.786,17.323,17.1909,17.138,2498123511030795904
DES,18.2374,17.7216,17.5723,17.5045,18.2235,17.7547,17.5835,17.543,43.2455,0.138373,0.229895,0.154873,0.113382,0.0870968,0.2272,0.16231,0.120311,0.0948079,17.7826,17.2264,18.158,0,0,0,-999,-999,-999,-999,-999
DES,17.9566,17.444,17.2692,17.1863,17.9152,17.4913,17.2886,17.2108,43.1929,-0.0549753,0.185005,0.124394,0.0907081,0.0706316,0.1828,0.130592,0.0965706,0.0769064,17.4929,16.9331,17.885,0,0,0,-999,-999,-999,-999,-999
DES,17.2907,16.6986,16.5158,16.4217,17.2581,16.7384,16.532,16.4604,43.0753,-0.0367932,0.209311,0.140394,0.102045,0.079326,0.2068,0.146592,0.108441,0.0865074,16.7677,16.1863,17.1927,0,0,0,17.3067,16.7129,16.5203,16.4155,2498145054586745088
DES,18.7687,18.387,18.2661,18.2153,18.7387,18.4154,18.2781,18.2248,43.0128,-0.585167,0.188005,0.126394,0.092371,0.0715552,0.1858,0.132592,0.0977006,0.0779064,18.4056,17.9524,18.7057,0,0,0,-999,-999,-999,-999,-999
DES,17.8421,17.0131,16.7445,16.5914,17.7985,17.0719,16.7694,16.6368,42.5339,-0.198743,0.189005,0.127394,0.0927081,0.0716316,0.1868,0.133592,0.0985706,0.0782069,17.1131,16.4112,17.6542,0,0,0,17.8581,17.0259,16.7461,16.6056,2498162543693551488
DES,18.5506,18.1508,18.0235,17.9705,18.5402,18.2126,18.02,17.9854,43.415,0.0315422,0.236618,0.158873,0.116382,0.089944,0.2338,0.16631,0.123311,0.0978079,18.1792,17.688,18.5185,0,0,0,-999,-999,-999,-999,-999
DES,17.1646,16.473,16.2485,16.1246,17.1189,16.5306,16.2779,16.1688,43.5576,0.296764,0.24734,0.166113,0.121719,0.0938676,0.2444,0.174169,0.129181,0.102108,16.5557,15.9195,17.0214,0,0,0,17.1899,16.4851,16.2542,16.1255,2498251707214604416
DES,18.7254,18.1452,17.9535,17.8524,18.7197,18.1685,17.9715,17.8819,43.0649,0.0770518,0.227895,0.152873,0.112045,0.0870204,0.2252,0.16031,0.118441,0.0948079,18.2124,17.6462,18.6248,0,0,0,-999,-999,-999,-999,-999
DES,16.3549,15.8987,15.7877,15.7445,16.3421,15.9262,15.7891,15.7639,43.0526,-0.244954,0.172282,0.115155,0.084371,0.0657844,0.1702,0.120732,0.0897006,0.0716059,15.9489,15.4435,16.291,0,0,0,16.364,15.8963,15.7911,15.735,2498106296801875712
DES,17.5656,17.0116,16.8298,16.7363,17.5429,17.0645,16.8423,16.7674,43.7459,-0.134713,0.232756,0.155873,0.114382,0.0880204,0.23,0.16331,0.121311,0.0961084,17.0697,16.4925,17.4864,0,0,0,17.581,17.0113,16.8313,16.7379,2497943874023029120
DES,18.8853,18.4288,18.2806,18.2155,18.854,18.4737,18.3046,18.2283,43.813,-0.108835,0.231756,0.154873,0.113382,0.0880204,0.229,0.16231,0.120311,0.0958079,18.503,17.9227,18.7964,0,0,0,-999,-999,-999,-999,-999
DES,17.6249,17.1808,17.026,16.9515,17.6925,17.2343,17.032,17.0004,42.7352,0.293744,0.225895,0.151634,0.110382,0.0860968,0.2232,0.158451,0.117311,0.0935074,17.208,16.68,17.567,0,0,0,-999,-999,-999,-999,-999
DES,17.4388,16.9489,16.8066,16.7418,17.4121,16.9805,16.8189,16.7716,42.6868,0.189117,0.222034,0.148873,0.109045,0.0841732,0.2194,0.15631,0.115441,0.0918079,17.0035,16.4727,17.3651,0,0,0,-999,-999,-999,-999,-999
DES,17.5891,17.3097,17.2334,17.2159,17.5839,17.3135,17.2312,17.2323,41.2626,-0.545222,0.0945025,0.0631972,0.0466855,0.0357776,0.0934,0.0662958,0.0493503,0.0391034,17.3147,16.8859,17.5825,0,0,0,17.6064,17.3303,17.2437,17.2182,2498423574625921536
DES,18.3219,17.5064,17.2326,17.0829,18.2439,17.5525,17.2661,17.148,41.7235,-0.288372,0.103225,0.0691972,0.0510226,0.0396248,0.102,0.0722958,0.0542203,0.0431034,17.5978,16.9043,18.1936,0,0,0,-999,-999,-999,-999,-999
DES,17.3527,16.8484,16.7042,16.6422,17.3332,16.8803,16.7214,16.6645,41.0792,-0.624654,0.106086,0.0711972,0.0520226,0.0406248,0.1048,0.0742958,0.0552203,0.0441034,16.9057,16.3573,17.2648,0,0,0,17.3585,16.8526,16.7032,16.6697,2498427418621213824
DES,17.5358,17.1867,17.0848,17.0517,17.4839,17.2045,17.0905,17.0636,41.3968,-0.593821,0.100364,0.0674366,0.0490226,0.0387012,0.0992,0.0711549,0.0522203,0.0421034,17.2057,16.7526,17.5176,0,0,0,17.549,17.2006,17.1,17.0517,2498419722039831296
DES,17.6561,17.204,17.0753,17.0243,17.6288,17.2319,17.0867,17.0493,41.3906,-0.29866,0.0915025,0.0611972,0.0446855,0.0347776,0.0904,0.0642958,0.0473503,0.037803,17.2555,16.7321,17.5994,0,0,0,-999,-999,-999,-999,-999
DES,17.5601,17.1922,17.0976,17.0729,17.5101,17.2112,17.0907,17.0872,40.5972,-0.433193,0.0876412,0.0589577,0.0426855,0.0329304,0.0866,0.0614366,0.0453503,0.0361034,17.2173,16.7363,17.5232,0,0,0,17.5684,17.1912,17.1011,17.0511,2498495111601183104
DES,17.1079,16.6709,16.5512,16.512,17.083,16.7025,16.5534,16.5251,40.7828,-0.798451,0.100364,0.0671972,0.0490226,0.0377776,0.0992,0.0702958,0.0522203,0.0411034,16.7116,16.2068,17.0483,0,0,0,17.1122,16.6821,16.5502,16.4938,2498400038205153792
DES,17.1887,16.766,16.6429,16.6016,17.1615,16.7943,16.6461,16.6188,40.8634,-0.768465,0.102225,0.0684366,0.0500226,0.0387012,0.101,0.0721549,0.0532203,0.0421034,16.8023,16.299,17.1358,0,0,0,17.2097,16.7583,16.6475,16.5649,2498400965918088192
DES,16.8629,16.3824,16.2267,16.1532,16.83,16.4149,16.2388,16.1841,42.1177,0.0155936,0.140254,0.0939155,0.0686968,0.0531664,0.1386,0.0988732,0.0729605,0.0580049,16.424,15.8898,16.7891,0,0,0,-999,-999,-999,-999,-999
DES,17.9009,17.3965,17.2502,17.185,17.881,17.4332,17.2594,17.2221,41.9039,0.13455,0.149976,0.100915,0.0736968,0.05709,0.1482,0.105873,0.0779605,0.0620049,17.451,16.9245,17.8376,0,0,0,17.9287,17.3967,17.2702,17.184,2498577639397662720
DES,16.9932,16.3914,16.1913,16.0836,16.9599,16.4378,16.2112,16.1227,41.8585,0.0815916,0.152838,0.101915,0.0746968,0.0580136,0.151,0.106873,0.0789605,0.0630049,16.4539,15.849,16.8949,0,0,0,17.01,16.3849,16.1748,16.0761,2498575135431859712
DES,18.7861,18.2425,18.0525,17.956,18.7383,18.2832,18.0684,17.9971,40.9368,-0.481168,0.111086,0.0744366,0.0550226,0.0425484,0.1098,0.0781549,0.0582203,0.0464039,18.296,17.7173,18.7159,0,0,0,-999,-999,-999,-999,-999
DES,17.6343,17.2071,17.0691,17.0117,17.6199,17.2373,17.0764,17.0369,41.8362,-0.198711,0.127531,0.0854366,0.0623597,0.0483956,0.126,0.0891549,0.0660904,0.0527044,17.2415,16.7421,17.5957,0,0,0,17.6747,17.2401,17.0803,17.0231,2498549567491033856
DES,18.7595,18.1643,17.9716,17.8676,18.7123,18.2274,17.9781,17.9216,41.2634,-0.171897,0.0983637,0.0661972,0.0486855,0.0377012,0.0972,0.0692958,0.0513503,0.0411034,18.2342,17.6517,18.6976,0,0,0,-999,-999,-999,-999,-999
DES,18.7616,18.4179,18.3255,18.2956,18.7594,18.4554,18.3238,18.3267,40.8943,-0.590753,0.101225,0.0681972,0.0496855,0.0387012,0.1,0.0712958,0.0523503,0.0421034,18.4438,18.0068,18.7613,0,0,0,-999,-999,-999,-999,-999
DES,17.9942,17.4645,17.2885,17.2026,17.9591,17.4897,17.3046,17.2444,41.7445,-0.340796,0.103225,0.0691972,0.0506855,0.0387012,0.102,0.0722958,0.0533503,0.0424039,17.511,16.9376,17.9259,0,0,0,-999,-999,-999,-999,-999
DES,17.3356,16.8079,16.6346,16.5531,17.2936,16.8433,16.6512,16.5724,41.7503,-0.318843,0.110947,0.0744366,0.0540226,0.0416248,0.1096,0.0781549,0.0572203,0.0454039,16.8583,16.2975,17.2758,0,0,0,-999,-999,-999,-999,-999
DES,17.6239,16.8601,16.624,16.4933,17.5737,16.9134,16.6361,16.5479,41.9796,0.142997,0.147115,0.0989155,0.0720339,0.05609,0.1454,0.103873,0.0768305,0.0610049,16.9545,16.2995,17.458,0,0,0,17.6642,16.8728,16.6286,16.4924,2498577158361331712
DES,16.8882,16.5351,16.4375,16.4077,16.8688,16.5588,16.4431,16.4213,41.0112,-0.652873,0.113947,0.0764366,0.0560226,0.0435484,0.1126,0.0801549,0.0592203,0.0474039,16.56,16.1025,16.856,0,0,0,16.9023,16.5386,16.4372,16.4321,2498425670569969536
DES,16.6554,16.013,15.7924,15.6809,16.6142,16.0601,15.813,15.7204,41.1316,-0.272402,0.0963637,0.0641972,0.0470226,0.0367776,0.0952,0.0672958,0.0502203,0.0401034,16.0791,15.456,16.5313,0,0,0,-999,-999,-999,-999,-999
DES,18.8466,18.2217,18.0176,17.9057,18.8068,18.2608,18.0374,17.9395,41.8853,0.239362,0.138254,0.0926761,0.0676968,0.0522428,0.1366,0.0970141,0.0719605,0.0570049,18.2878,17.7059,18.6962,0,0,0,-999,-999,-999,-999,-999
DES,18.7783,18.4753,18.3965,18.3708,18.7853,18.4953,18.3977,18.4008,41.3466,-0.322387,0.0915025,0.0611972,0.0446855,0.034854,0.0904,0.0642958,0.0473503,0.037803,18.4899,18.0553,18.7604,0,0,0,-999,-999,-999,-999,-999
DES,18.6457,17.8079,17.5431,17.3951,18.5703,17.8607,17.5794,17.4569,41.2462,-0.49831,0.0953637,0.0639577,0.0466855,0.0357776,0.0942,0.0664366,0.0493503,0.0391034,17.9056,17.2216,18.4805,0,0,0,-999,-999,-999,-999,-999
DES,18.5532,18.167,18.0435,18.003,18.5211,18.1738,18.042,17.9925,40.8788,-0.654656,0.106086,0.0711972,0.0520226,0.0406248,0.1048,0.0742958,0.0552203,0.0441034,18.2019,17.6861,18.4689,0,0,0,-999,-999,-999,-999,-999
DES,17.0083,16.156,15.8863,15.7459,16.9541,16.2117,15.9158,15.7969,40.9881,-0.710667,0.116809,0.0784366,0.0573597,0.044472,0.1154,0.0821549,0.0610904,0.0484039,16.2533,15.5538,16.8047,0,0,0,17.0269,16.1446,15.8878,15.7389,2498424841640806656
DES,18.2064,17.8455,17.7573,17.7341,18.1645,17.8676,17.7617,17.7502,41.204,-0.600227,0.0973637,0.0651972,0.0476855,0.0367776,0.0962,0.0682958,0.0503503,0.0401034,17.8712,17.4125,18.1664,0,0,0,-999,-999,-999,-999,-999
DES,18.1285,17.3727,17.1537,17.0403,18.0768,17.4247,17.1839,17.0844,41.1973,-0.665506,0.100364,0.0671972,0.0490226,0.0377776,0.0992,0.0702958,0.0522203,0.0411034,17.4684,16.8179,17.9778,0,0,0,18.1789,17.3752,17.1531,17.0284,2498414464999835264
DES,17.4716,16.6899,16.4428,16.3139,17.4398,16.748,16.4761,16.361,41.2036,-0.766207,0.0926412,0.0621972,0.0456855,0.0357776,0.0916,0.0652958,0.0483503,0.038803,16.7821,16.114,17.2892,0,0,0,17.491,16.6893,16.4427,16.2953,2498409762011125120
DES,16.9128,16.1089,15.8865,15.7727,16.8728,16.1665,15.9112,15.8157,41.3208,-0.694326,0.0896412,0.0601972,0.0436855,0.033854,0.0886,0.0632958,0.0463503,0.0371034,16.215,15.552,16.7403,0,0,0,16.9406,16.1146,15.8866,15.7669,2498416324721152000
DES,17.9003,17.2304,16.9991,16.8721,17.8244,17.2793,17.0363,16.9217,41.3511,-0.670838,0.0915025,0.0611972,0.0446855,0.0347776,0.0904,0.0642958,0.0473503,0.037803,17.301,16.6631,17.7587,0,0,0,17.9163,17.2346,17.0031,16.8593,2498416737038011776
DES,18.8453,18.0461,17.8024,17.6754,18.8021,18.1054,17.8338,17.7187,41.4026,-0.658509,0.0955025,0.0641972,0.0466855,0.0357776,0.0944,0.0672958,0.0493503,0.0391034,18.1433,17.4843,18.6953,0,0,0,-999,-999,-999,-999,-999
DES,16.9925,16.1598,15.8976,15.7543,16.9407,16.2112,15.93,15.8047,41.6667,-0.019575,0.104225,0.0694366,0.0510226,0.0396248,0.103,0.0731549,0.0542203,0.0431034,16.2618,15.5669,16.8062,0,0,0,17.0167,16.165,15.8972,15.7549,2498567507569947648
DES,17.3642,16.703,16.5063,16.4056,17.3197,16.7538,16.5232,16.4472,41.3573,-0.0776133,0.101225,0.0681972,0.0496855,0.0387012,0.1,0.0712958,0.0523503,0.0421034,16.788,16.1717,17.2461,0,0,0,-999,-999,-999,-999,-999
DES,17.9143,17.489,17.3539,17.2954,17.8652,17.4995,17.3658,17.3264,42.4882,0.0339123,0.189866,0.127394,0.0927081,0.0716316,0.1876,0.133592,0.0985706,0.0782069,17.5227,17.0051,17.8718,0,0,0,17.9602,17.5027,17.3522,17.2932,2498182399327073920
DES,18.1707,17.7486,17.6278,17.5759,18.1507,17.7781,17.6317,17.5998,42.574,-0.202281,0.192866,0.129394,0.0947081,0.0734788,0.1906,0.135592,0.100571,0.0799064,17.7842,17.3078,18.1357,0,0,0,-999,-999,-999,-999,-999
DES,18.4027,17.6594,17.3833,17.2323,18.349,17.7151,17.4183,17.2915,42.3937,-0.0607492,0.176282,0.118394,0.086371,0.0667844,0.1742,0.124592,0.0917006,0.0729064,17.7297,17.0569,18.2633,0,0,0,-999,-999,-999,-999,-999
DES,18.4243,17.9791,17.8348,17.7726,18.4259,18.0185,17.8417,17.7925,43.0432,0.184212,0.232756,0.156873,0.114382,0.088944,0.23,0.16431,0.121311,0.0968079,18.015,17.4914,18.4051,0,0,0,-999,-999,-999,-999,-999
DES,18.1886,17.8543,17.7562,17.718,18.1435,17.879,17.753,17.7327,42.7181,-0.0692714,0.224034,0.150634,0.110045,0.0850968,0.2214,0.157451,0.116441,0.0928079,17.8655,17.43,18.1569,0,0,0,-999,-999,-999,-999,-999
DES,17.8745,17.3482,17.2014,17.1329,17.8369,17.3847,17.2163,17.1627,42.7594,-0.349502,0.191866,0.129394,0.094371,0.0725552,0.1896,0.135592,0.0997006,0.0792069,17.4111,16.8642,17.823,0,0,0,17.9133,17.3542,17.2075,17.1575,2498109075645038080
DES,17.3748,16.9524,16.8227,16.7679,17.3336,16.9796,16.8257,16.7941,42.2914,0.0564691,0.163699,0.109915,0.0800339,0.0619372,0.1618,0.114873,0.0848305,0.0676059,16.9877,16.487,17.3225,0,0,0,17.3922,16.9681,16.82,16.7619,2498184877523452928
DES,16.4118,15.5563,15.2572,15.0875,16.3588,15.62,15.2971,15.1425,42.6253,-0.188845,0.196727,0.132394,0.0967081,0.0744788,0.1944,0.138592,0.102571,0.0812069,15.6443,14.9252,16.2084,0,0,0,-999,-999,-999,-999,-999
DES,18.3779,17.7943,17.5989,17.4956,18.3378,17.8442,17.6191,17.5242,43.5227,0.043195,0.258063,0.173113,0.126056,0.0977148,0.255,0.181169,0.134051,0.106409,17.8639,17.2679,18.2546,0,0,0,-999,-999,-999,-999,-999
DES,18.8797,18.395,18.2326,18.1557,18.8402,18.4341,18.239,18.178,43.505,0.120132,0.24934,0.167113,0.121719,0.0947912,0.2464,0.175169,0.129181,0.103108,18.4373,17.9235,18.8076,0,0,0,-999,-999,-999,-999,-999
DES,17.1868,16.7,16.5533,16.4846,17.1604,16.7356,16.5597,16.509,43.2987,0.408104,0.278646,0.187352,0.136394,0.106409,0.2754,0.196028,0.144921,0.115709,16.7457,16.213,17.1203,0,0,0,17.1987,16.7038,16.5496,16.4944,2498304067160517760
DES,18.7884,18.1766,17.9697,17.8591,18.7581,18.2368,17.9837,17.9057,42.8584,-0.277857,0.190866,0.128155,0.0937081,0.0725552,0.1886,0.133732,0.0995706,0.0789064,18.2612,17.6314,18.6676,0,0,0,-999,-999,-999,-999,-999
DES,16.5181,16.1577,16.0688,16.0335,16.4874,16.18,16.0671,16.0498,42.7568,-0.195126,0.199589,0.133634,0.0977081,0.0754788,0.1972,0.140451,0.103571,0.0822069,16.1851,15.7208,16.4795,0,0,0,-999,-999,-999,-999,-999
DES,17.2489,16.5522,16.3346,16.214,17.2068,16.5982,16.3541,16.2607,43.3619,-0.130755,0.238618,0.159873,0.116719,0.090944,0.2358,0.16731,0.124181,0.0988079,16.6348,15.9788,17.102,0,0,0,-999,-999,-999,-999,-999
DES,16.9265,16.4464,16.3154,16.2593,16.8865,16.48,16.3255,16.2688,43.3757,-0.0357007,0.231756,0.155873,0.113382,0.0880204,0.229,0.16331,0.120311,0.0958079,16.4993,15.9662,16.8671,0,0,0,-999,-999,-999,-999,-999
DES,18.8234,18.3951,18.2776,18.236,18.8017,18.4079,18.2914,18.2942,41.7727,-0.30919,0.110947,0.0744366,0.0540226,0.0416248,0.1096,0.0781549,0.0572203,0.0454039,18.4382,17.9614,18.8283,0,0,0,-999,-999,-999,-999,-999
DES,17.4588,17.01,16.8738,16.8193,17.4299,17.0403,16.883,16.8424,40.6211,-0.887429,0.108086,0.0724366,0.0530226,0.0415484,0.1068,0.0761549,0.0562203,0.0451034,17.0637,16.5474,17.4187,0,0,0,-999,-999,-999,-999,-999
DES,17.6585,17.2802,17.1741,17.1403,17.6458,17.2967,17.1778,17.1611,41.6677,-0.306348,0.102364,0.0691972,0.0500226,0.0387012,0.1012,0.0722958,0.0532203,0.0421034,17.3032,16.8393,17.6245,0,0,0,-999,-999,-999,-999,-999
DES,18.5364,17.9799,17.8221,17.7717,18.4756,17.9852,17.8009,17.7616,40.5344,-0.868635,0.111947,0.0754366,0.0550226,0.0425484,0.1106,0.0791549,0.0582203,0.0464039,18.5883,17.4867,18.3877,0,0,0,-999,-999,-999,-999,-999
DES,17.7854,17.2811,17.1073,17.0239,17.7304,17.3197,17.1148,17.0679,41.4513,-0.24805,0.0983637,0.0661972,0.0480226,0.0367776,0.0972,0.0692958,0.0512203,0.0401034,17.327,16.7876,17.7274,0,0,0,-999,-999,-999,-999,-999
DES,18.5236,17.8503,17.6062,17.4769,18.4992,17.8832,17.6355,17.5318,40.6093,-0.513069,0.0945025,0.0631972,0.0460226,0.0357776,0.0934,0.0662958,0.0492203,0.0391034,17.9175,17.2727,18.4342,0,0,0,-999,-999,-999,-999,-999
DES,17.9854,17.4596,17.3151,17.2529,17.934,17.494,17.3192,17.2823,40.5844,-0.562949,0.101225,0.0681972,0.0496855,0.0387012,0.1,0.0712958,0.0523503,0.0421034,17.5178,16.9645,17.9097,0,0,0,-999,-999,-999,-999,-999
DES,17.7201,17.4294,17.352,17.3375,17.6992,17.4529,17.3471,17.3354,40.9361,-0.0998771,0.0925025,0.0621972,0.0450226,0.034854,0.0914,0.0652958,0.0482203,0.0381034,17.4325,17.0186,17.693,0,0,0,-999,-999,-999,-999,-999
DES,18.0106,17.3207,17.1063,16.9977,18.0339,17.3627,17.1531,17.0585,40.3095,-0.730838,0.106225,0.0714366,0.0520226,0.0406248,0.105,0.0751549,0.0552203,0.0441034,17.3995,16.7604,17.9059,0,0,0,-999,-999,-999,-999,-999
DES,18.3501,17.9492,17.833,17.7878,18.3366,17.9691,17.8505,17.7919,41.9939,-0.119083,0.146115,0.0979155,0.0716968,0.0551664,0.1444,0.102873,0.0759605,0.0603054,17.9845,17.4967,18.3254,0,0,0,-999,-999,-999,-999,-999
DES,17.8509,17.3752,17.2303,17.1629,17.7836,17.4144,17.2459,17.1916,42.0103,-0.0959687,0.142115,0.0956761,0.0696968,0.0541664,0.1404,0.100014,0.0739605,0.0590049,17.4252,16.8984,17.785,0,0,0,17.8672,17.3862,17.242,17.1536,2498557023554340992
DES,18.0691,17.5949,17.4574,17.3966,18.0458,17.6341,17.4724,17.4346,41.8843,0.0468108,0.154838,0.103915,0.0760339,0.0590136,0.153,0.108873,0.0808305,0.0640049,17.6436,17.0986,17.997,0,0,0,18.0888,17.5947,17.4468,17.3637,2498574753179577088
DES,18.8511,18.1079,17.8757,17.7496,18.7908,18.1566,17.9005,17.7958,41.8947,0.0249038,0.153838,0.102915,0.0750339,0.05809,0.152,0.107873,0.0798305,0.0633054,18.2305,17.5863,18.7543,0,0,0,-999,-999,-999,-999,-999
DES,17.007,16.5653,16.4331,16.3842,16.9823,16.5857,16.4337,16.3925,40.8851,-0.950101,0.100364,0.0671972,0.0490226,0.0377776,0.0992,0.0702958,0.0522203,0.0411034,16.6011,16.0979,16.9489,0,0,0,-999,-999,-999,-999,-999
DES,17.3656,16.684,16.4925,16.3978,17.3188,16.7361,16.5076,16.4304,40.5939,-0.938955,0.108086,0.0724366,0.0530226,0.0406248,0.1068,0.0761549,0.0562203,0.0444039,16.7747,16.1589,17.2362,0,0,0,-999,-999,-999,-999,-999
DES,16.6755,16.0998,15.9488,15.8752,16.6493,16.1288,15.9495,15.8916,41.0368,-0.795177,0.107086,0.0714366,0.0520226,0.0406248,0.1058,0.0751549,0.0552203,0.0441034,16.1807,15.6067,16.571,0,0,0,16.6888,16.107,15.9499,15.8627,2498411548717503104
DES,16.5404,16.0441,15.8966,15.8401,16.503,16.0748,15.9017,15.8574,40.9568,-0.274677,0.0973637,0.0651972,0.0476855,0.0367776,0.0962,0.0682958,0.0503503,0.0401034,16.0894,15.5442,16.457,0,0,0,16.5461,16.0269,15.8896,15.8406,2498492942642385152
DES,17.7039,17.1628,17.0067,16.9337,17.6646,17.2039,17.0244,16.9595,41.1121,-0.820249,0.0935025,0.0621972,0.0456855,0.0357776,0.0924,0.0652958,0.0483503,0.038803,17.224,16.6647,17.6233,0,0,0,17.724,17.1631,17.0006,16.9283,2498408353261834752
DES,17.4105,17.0479,16.9278,16.887,17.3733,17.0663,16.9258,16.902,40.7318,-0.866602,0.103225,0.0691972,0.0506855,0.0387012,0.102,0.0722958,0.0533503,0.0424039,17.0633,16.6022,17.3649,0,0,0,-999,-999,-999,-999,-999
DES,16.2229,15.4926,15.2544,15.1282,16.1865,15.5383,15.2783,15.1679,42.0427,0.113382,0.147976,0.0996761,0.0726968,0.05609,0.1462,0.104014,0.0769605,0.0610049,15.5706,14.9181,16.0652,0,0,0,16.2395,15.485,15.2486,15.126,2498565033668802560
DES,18.2494,17.7404,17.5906,17.5201,18.1872,17.7576,17.5923,17.5178,42.4136,0.114044,0.174421,0.117155,0.085371,0.066708,0.1724,0.122732,0.0907006,0.0726059,17.866,17.2335,18.1813,0,0,0,-999,-999,-999,-999,-999
DES,18.862,18.0519,17.7699,17.6062,18.8338,18.1166,17.7983,17.6542,42.4497,-0.0762779,0.183144,0.123155,0.0897081,0.0696316,0.181,0.128732,0.0955706,0.0759064,18.134,17.4146,18.6405,0,0,0,-999,-999,-999,-999,-999
DES,17.2454,16.6893,16.5039,16.4048,17.1998,16.7269,16.5123,16.4429,42.6009,0.0644599,0.220172,0.147634,0.108045,0.0832496,0.2176,0.154451,0.114441,0.0908079,16.742,16.1706,17.1652,0,0,0,17.279,16.703,16.5083,16.4144,2498187866820716416
DES,17.8047,17.3411,17.2109,17.1549,17.7819,17.356,17.2143,17.1886,43,0.0310183,0.225895,0.151634,0.110382,0.0860968,0.2232,0.158451,0.117311,0.0935074,17.3905,16.8478,17.7353,0,0,0,17.8205,17.3432,17.1923,17.1296,2498149383913777664
DES,18.5593,18.0017,17.8337,17.7459,18.5336,18.0337,17.8463,17.7566,42.7185,0.107844,0.228895,0.153873,0.112382,0.0870204,0.2262,0.16131,0.119311,0.0948079,18.0709,17.5016,18.449,0,0,0,-999,-999,-999,-999,-999
DES,17.5818,17.1683,17.0566,17.0075,17.5493,17.2056,17.0507,17.0187,42.4006,0.109521,0.174421,0.117155,0.085371,0.066708,0.1724,0.122732,0.0907006,0.0726059,17.2021,16.696,17.5257,0,0,0,17.6027,17.1766,17.051,17.0222,2498186797373766528
DES,18.9883,18.6697,18.5778,18.5488,18.999,18.6714,18.5904,18.5795,43.0882,-0.132216,0.181144,0.121394,0.0887081,0.068708,0.179,0.127592,0.0945706,0.0749064,18.6812,18.2157,18.9494,0,0,0,-999,-999,-999,-999,-999
DES,17.7382,17.086,16.8807,16.7705,17.708,17.1284,16.9024,16.8124,43.5162,-0.256647,0.220172,0.147873,0.108045,0.0841732,0.2176,0.15531,0.114441,0.0915074,17.1653,16.5426,17.6136,0,0,0,-999,-999,-999,-999,-999
DES,17.4408,17.0469,16.9364,16.8922,17.4242,17.075,16.9377,16.8997,43.4288,0.128351,0.241479,0.162113,0.118382,0.0918676,0.2386,0.170169,0.125311,0.100108,17.0789,16.5997,17.4024,0,0,0,17.4632,17.0607,16.9447,16.8986,2498143096081687168
