survey,ASASSN1-B,ASASSN1-V,ASASSN1-r,ASASSN1-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ASASSN1-B_AV,ASASSN1-V_AV,ASASSN1-r_AV,ASASSN1-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
ASASSN1,19.1742,18.2785,17.9873,17.7218,18.6054,17.9694,17.697,17.5722,37.3985,1.76289,0.10835897435897436,0.084515,0.06801408450704227,0.050482109227871934,0.09620000000000001,0.06829577464788734,0.050350282485875704,0.04010344827586207
ASASSN1,19.173,18.2663,17.9705,17.7149,18.6057,17.9629,17.7084,17.5747,150.358,1.94213,0.06897435897435898,0.05422,0.04340845070422536,0.03258568738229756,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
ASASSN1,18.135,17.3971,17.1715,16.9881,17.6534,17.1585,16.9754,16.9132,150.515,2.16781,0.06117948717948718,0.047850000000000004,0.038408450704225355,0.028689265536723164,0.054,0.0385774647887324,0.028610169491525426,0.022901477832512316
ASASSN1,18.3288,17.4506,17.1666,16.8967,17.7753,17.1568,16.8775,16.7772,149.634,2.0871,0.06997435897435897,0.05422,0.04340845070422536,0.03258568738229756,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
ASASSN1,19.3767,18.507,18.2265,17.9966,18.8246,18.2299,17.9838,17.9003,150.974,1.79986,0.08376923076923078,0.06559,0.05240845070422536,0.03948210922787194,0.0742,0.0525774647887324,0.03935028248587571,0.03150246305418719
ASASSN1,18.328,17.6125,17.3962,17.2228,17.848,17.3884,17.2112,17.1578,150.922,1.73481,0.08176923076923077,0.06359,0.05121126760563381,0.03848210922787194,0.0722,0.051436619718309866,0.03835028248587571,0.030502463054187193
ASASSN1,18.7915,17.8665,17.563,17.3043,18.2089,17.5534,17.2846,17.2037,150.872,1.76799,0.07997435897435898,0.06258999999999999,0.05021126760563381,0.037585687382297554,0.0712,0.050436619718309865,0.037480225988700565,0.029502463054187193
ASASSN1,19.0722,18.3193,18.0875,17.9148,18.5826,18.0879,17.8971,17.8572,149.919,1.66225,0.06597435897435898,0.05122,0.04140845070422536,0.030689265536723163,0.0586,0.0415774647887324,0.030610169491525424,0.024201970443349752
ASASSN1,19.0618,18.278,18.0333,17.8195,18.5542,18.0379,17.8056,17.7232,149.725,1.88441,0.07397435897435897,0.057405,0.046408450704225356,0.03458568738229755,0.0654,0.0465774647887324,0.03448022598870057,0.02750246305418719
ASASSN1,18.5071,17.7553,17.5239,17.3664,18.0076,17.5221,17.3534,17.2748,150.384,2.1057,0.06297435897435898,0.049035,0.039408450704225356,0.02958568738229755,0.0558,0.0395774647887324,0.029480225988700565,0.02320197044334975
ASASSN1,17.9688,17.2043,16.9676,16.7915,17.4732,16.9659,16.7838,16.7253,149.513,2.6678,0.06797435897435898,0.053035,0.04240845070422536,0.03168926553672317,0.0598,0.0425774647887324,0.031610169491525425,0.025201970443349753
ASASSN1,19.0627,18.255,18.0003,17.8013,18.5364,17.997,17.7841,17.703,150.048,2.73283,0.07597435897435897,0.059405,0.047408450704225356,0.03558568738229755,0.0674,0.0475774647887324,0.03548022598870056,0.028201970443349753
ASASSN1,18.7852,17.9594,17.6972,17.481,18.2551,17.6895,17.4792,17.3902,150.641,2.82516,0.07297435897435897,0.05722,0.04621126760563381,0.03458568738229755,0.0646,0.04643661971830987,0.03448022598870057,0.02720197044334975
ASASSN1,19.0874,18.1841,17.8897,17.6381,18.5348,17.8823,17.6125,17.5558,150.306,2.07654,0.06017948717948718,0.04685,0.0376056338028169,0.028585687382297553,0.053,0.03771830985915493,0.028480225988700567,0.022201970443349754
ASASSN1,18.5726,17.8323,17.6057,17.433,18.0594,17.5922,17.4173,17.3568,150.635,1.59248,0.08776923076923077,0.06796,0.05521126760563381,0.04058568738229755,0.07780000000000001,0.05543661971830987,0.04048022598870057,0.03250246305418719
ASASSN1,18.2787,17.3992,17.1146,16.8266,17.6932,17.0813,16.7743,16.6385,150.719,1.94274,0.07097435897435897,0.05522,0.04440845070422536,0.03268926553672317,0.0626,0.0445774647887324,0.032610169491525426,0.026201970443349754
ASASSN1,18.0109,17.1417,16.8614,16.655,17.458,16.8608,16.6381,16.5559,150.15,2.23617,0.06117948717948718,0.047850000000000004,0.038408450704225355,0.028689265536723164,0.054,0.0385774647887324,0.028610169491525426,0.022901477832512316
ASASSN1,18.602,17.6915,17.3941,17.1346,18.015,17.3819,17.1183,17.0144,150.301,2.4472,0.06997435897435897,0.054404999999999995,0.04421126760563381,0.03268926553672317,0.062400000000000004,0.04443661971830987,0.032610169491525426,0.026201970443349754
ASASSN1,19.4997,18.6418,18.3663,18.1139,18.952,18.3664,18.1047,17.9855,150.365,2.53311,0.07576923076923077,0.058405,0.047408450704225356,0.03558568738229755,0.0664,0.0475774647887324,0.03548022598870056,0.028201970443349753
ASASSN1,18.5081,17.6644,17.3948,17.1692,17.9565,17.385,17.1685,17.0936,150.022,1.9426,0.06497435897435898,0.051035,0.04040845070422536,0.03058568738229755,0.0578,0.0405774647887324,0.030480225988700566,0.024201970443349752
ASASSN1,18.9234,18.0749,17.8033,17.6165,18.367,17.8047,17.596,17.5125,149.848,1.9497,0.07076923076923076,0.05522,0.04440845070422536,0.03268926553672317,0.0626,0.0445774647887324,0.032610169491525426,0.026201970443349754
ASASSN1,18.2834,17.5326,17.3017,17.1294,17.7793,17.2898,17.1193,17.0574,150.179,2.73298,0.06617948717948718,0.052035,0.04140845070422536,0.030689265536723163,0.0588,0.0415774647887324,0.030610169491525424,0.02450246305418719
ASASSN1,18.1189,17.3477,17.1083,16.9169,17.6,17.0931,16.9034,16.8465,149.253,2.31533,0.07297435897435897,0.056405,0.045408450704225355,0.03368926553672317,0.0644,0.0455774647887324,0.03361016949152543,0.02720197044334975
ASASSN1,18.1991,17.3616,17.0946,16.8726,17.6617,17.0878,16.8699,16.7908,149.983,1.98035,0.06717948717948719,0.05222,0.04240845070422536,0.031585687382297556,0.0596,0.0425774647887324,0.031480225988700566,0.025201970443349753
ASASSN1,17.871,17.0625,16.8075,16.6002,17.3107,16.7824,16.59,16.5359,150.009,2.23265,0.07097435897435897,0.05522,0.04440845070422536,0.03268926553672317,0.0626,0.0445774647887324,0.032610169491525426,0.026201970443349754
ASASSN1,19.1471,18.2427,17.9479,17.6963,18.5754,17.9368,17.6986,17.5888,149.316,2.35865,0.07276923076923077,0.056405,0.045408450704225355,0.03368926553672317,0.0644,0.0455774647887324,0.03361016949152543,0.02720197044334975
ASASSN1,19.2021,18.5037,18.2945,18.1152,18.7484,18.2924,18.0994,18.0606,149.307,2.31919,0.07497435897435897,0.058405,0.04721126760563381,0.03558568738229755,0.0664,0.04743661971830987,0.03548022598870056,0.02750246305418719
ASASSN1,18.7278,18.0455,17.843,17.6518,18.2828,17.84,17.6346,17.5746,150.522,3.09821,0.08276923076923078,0.06459,0.05221126760563381,0.038585687382297555,0.0732,0.05243661971830987,0.038480225988700566,0.030502463054187193
ASASSN1,18.6334,17.8787,17.646,17.4699,18.1578,17.6427,17.4513,17.3836,149.661,2.53434,0.06997435897435897,0.05422,0.04340845070422536,0.03258568738229756,0.0616,0.0435774647887324,0.03248022598870057,0.026201970443349754
ASASSN1,19.4588,18.5131,18.2011,17.9398,18.854,18.2031,17.9249,17.8136,150.28,2.4474,0.06897435897435898,0.05422,0.04340845070422536,0.03258568738229756,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
