survey,CSP-B,CSP-V,CSP-o,CSP-m,CSP-n,CSP-g,CSP-r,CSP-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CSP-B_AV,CSP-V_AV,CSP-o_AV,CSP-m_AV,CSP-n_AV,CSP-g_AV,CSP-r_AV,CSP-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_CSP-u,GAIA_CSP-g,GAIA_CSP-r,GAIA_CSP-i,GAIA_CSP-B,GAIA_CSP-V,GAIA_CSP-o,GAIA_CSP-m,GAIA_CSP-n,GAIA_CSP-Y,GAIA_CSP-y
CSP,18.0946,17.2921,17.2921,17.2921,17.2921,17.666,16.9436,16.6516,17.5396,16.9727,16.6517,16.55,52.4849,0.108037,0.384654,0.29972,0.296956,0.299804,0.29972,0.349551,0.242408,0.177454,0.3426,0.243606,0.180531,0.143212,3264223733925665536,19.126,17.694,16.9711,16.6781,17.9696,17.3097,17.3097,17.3097,17.3097,16.4268,16.4573
CSP,17.6367,17.0248,17.0248,17.0248,17.0248,17.3134,16.8541,16.5915,17.2119,16.8074,16.653,16.6076,354.776,-6.51485,0.118317,0.0922,0.091375,0.092225,0.0922,0.107075,0.0747324,0.0542486,0.105,0.0751549,0.0552203,0.0441034,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.1881,15.5188,15.5188,15.5188,15.5188,15.8385,15.2958,15.1213,15.7624,15.3175,15.153,15.1191,16.3897,-0.805053,0.131317,0.10268,0.101731,0.102709,0.10268,0.119786,0.0827324,0.0609567,0.1174,0.0831549,0.0620904,0.0494039,2533115228066652544,17.1864,15.8537,15.3164,15.1561,16.0723,15.5563,15.5563,15.5563,15.5563,14.9481,14.9367
CSP,16.1794,15.6631,15.6631,15.6631,15.6631,15.9076,15.5041,15.3703,15.8588,15.5248,15.4098,15.3971,16.5006,-0.701905,0.125317,0.09752,0.0966125,0.0975475,0.09752,0.113882,0.0797324,0.0579567,0.1116,0.0801549,0.0590904,0.0464039,2533211400974336768,16.9011,15.9171,15.5195,15.4045,16.071,15.6838,15.6838,15.6838,15.6838,15.2535,15.259
CSP,17.0634,16.5308,16.5308,16.5308,16.5308,16.7846,16.3822,16.2423,16.7144,16.3857,16.2743,16.2466,16.3963,-0.728436,0.127317,0.09952,0.0986125,0.0995475,0.09952,0.115882,0.0807324,0.0589567,0.1136,0.0811549,0.0600904,0.0474039,2533210370182185344,17.7024,16.7881,16.4005,16.272,16.9427,16.5637,16.5637,16.5637,16.5637,16.0172,15.9747
CSP,17.9861,17.1731,17.1731,17.1731,17.1731,17.5682,16.8308,16.5875,17.484,16.8576,16.6251,16.54,16.491,-0.763398,0.129317,0.10152,0.100612,0.101547,0.10152,0.117883,0.0817324,0.0599567,0.1156,0.0821549,0.0610904,0.0484039,2533209408109866880,19.9051,17.6113,16.8589,16.619,17.8823,17.2203,17.2203,17.2203,17.2203,16.3709,16.3923
CSP,18.0079,17.2642,17.2642,17.2642,17.2642,17.6086,16.9867,16.7505,17.5118,16.9881,16.7749,16.6829,16.5113,-0.759199,0.131317,0.10268,0.101731,0.102709,0.10268,0.119786,0.0827324,0.0609567,0.1174,0.0831549,0.0620904,0.0494039,2533206556251228928,19.2271,17.6395,17.0079,16.7785,17.8824,17.3059,17.3059,17.3059,17.3059,16.6151,16.6306
CSP,16.3524,15.5009,15.5009,15.5009,15.5009,15.9001,15.1739,14.8656,15.7881,15.1724,14.8838,14.767,14.4143,-1.3853,0.126317,0.09852,0.0976125,0.0985475,0.09852,0.114882,0.0797324,0.0582486,0.1126,0.0801549,0.0592203,0.0474039,2535739453084554112,17.4807,15.9157,15.1722,14.8818,16.2089,15.5046,15.5046,15.5046,15.5046,14.4888,14.447
CSP,18.9478,18.5282,18.5282,18.5282,18.5282,18.7372,18.4336,18.2693,18.6629,18.381,18.2678,18.2921,14.3501,-1.38318,0.125317,0.09836,0.0974938,0.0983862,0.09836,0.113979,0.0797324,0.0579567,0.1118,0.0801549,0.0590904,0.0471034,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,19.3419,18.1364,18.1364,18.1364,18.1364,18.6922,17.8174,17.3459,18.7913,18.1381,17.9018,17.4872,192.234,-9.41451,0.153423,0.11932,0.118206,0.119354,0.11932,0.139401,0.0965211,0.0706648,0.1366,0.0970141,0.0719605,0.0570049,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,19.2421,18.5991,18.5991,18.5991,18.5991,18.9176,18.3005,18.0146,18.9044,18.352,18.1364,18.0266,192.313,-9.49629,0.138019,0.10784,0.10685,0.10787,0.10784,0.12569,0.0875211,0.0639567,0.1232,0.0880141,0.0650904,0.0517044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.131,15.4199,15.4199,15.4199,15.4199,15.7382,15.1498,14.9115,15.6689,15.1606,14.948,14.8673,41.9513,13.2857,0.482567,0.37644,0.372975,0.376545,0.37644,0.438915,0.304352,0.222702,0.4302,0.305901,0.226751,0.180015,31856876241770368,16.979,15.7615,15.1566,14.9378,15.9839,15.4309,15.4309,15.4309,15.4309,14.6581,14.6442
CSP,16.8516,16.1636,16.1636,16.1636,16.1636,16.4971,15.9165,15.6974,16.4087,15.9256,15.7315,15.6554,41.9873,13.2252,0.482567,0.3766,0.373094,0.376706,0.3766,0.439819,0.305141,0.222702,0.431,0.306761,0.226751,0.180315,31852684353692160,17.6974,16.5106,15.9388,15.7266,16.7222,16.1978,16.1978,16.1978,16.1978,15.5801,15.5879
CSP,18.5567,18.2739,18.2739,18.2739,18.2739,18.7056,17.7967,17.4377,18.6289,17.7807,17.4459,17.2673,41.9836,13.2472,0.481567,0.37544,0.371975,0.375545,0.37544,0.437915,0.304141,0.221994,0.4292,0.305761,0.225881,0.180015,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.3644,15.6925,15.6925,15.6925,15.6925,15.9881,15.406,15.1545,15.9303,15.413,15.2032,15.1263,180.474,-18.9761,0.167423,0.13064,0.129444,0.130676,0.13064,0.152209,0.10631,0.0773729,0.1492,0.106873,0.0788305,0.0623054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.6074,16.0465,16.0465,16.0465,16.0465,16.2758,15.8563,15.7093,16.2146,15.8504,15.7275,15.6992,180.493,-18.9369,0.166423,0.12964,0.128444,0.129676,0.12964,0.151209,0.10531,0.0766648,0.1482,0.105873,0.0779605,0.0623054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.8431,16.3494,16.3494,16.3494,16.3494,16.5448,16.1985,16.1052,16.4882,16.2124,16.1261,16.1217,180.461,-18.9994,0.167423,0.1308,0.129562,0.130837,0.1308,0.153113,0.10631,0.0773729,0.15,0.106873,0.0788305,0.0623054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.5176,16.9177,16.9177,16.9177,16.9177,17.1203,16.6693,16.5223,17.0721,16.6912,16.5627,16.5196,180.505,-19.0047,0.169125,0.1318,0.130562,0.131837,0.1318,0.154113,0.106521,0.0783729,0.151,0.107014,0.0798305,0.0633054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.6181,17.0353,17.0353,17.0353,17.0353,17.3081,16.8678,16.7562,17.226,16.8607,16.7294,16.693,180.52,-19.0452,0.160423,0.12548,0.124325,0.125515,0.12548,0.146305,0.10131,0.0736648,0.1434,0.101873,0.0749605,0.0600049,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.716,17.0955,17.0955,17.0955,17.0955,17.3363,16.8078,16.6303,17.2698,16.8365,16.6809,16.6319,180.51,-18.9606,0.168423,0.13164,0.130444,0.131676,0.13164,0.153209,0.10631,0.0776648,0.1502,0.106873,0.0789605,0.0630049,3566895194581008000,18.6963,17.3573,16.8443,16.681,17.5731,17.0682,17.0682,17.0682,17.0682,16.734,16.8292
CSP,18.335,17.8222,17.8222,17.8222,17.8222,17.9786,17.5774,17.3634,17.9533,17.5619,17.3902,17.3492,180.483,-18.9592,0.168423,0.13164,0.130444,0.131676,0.13164,0.153209,0.10631,0.0776648,0.1502,0.106873,0.0789605,0.0630049,3566889357721291392,19.7378,18.0967,17.5948,17.411,18.3089,17.8152,17.8152,17.8152,17.8152,16.816,16.6507
CSP,16.5389,15.8479,15.8479,15.8479,15.8479,16.0604,15.6706,15.5033,16.0055,15.6556,15.5104,15.4853,150.185,4.48166,0.0939135,0.07356,0.0729,0.07358,0.07356,0.08546,0.0591549,0.0435405,0.0838,0.0594366,0.0443503,0.034803,3849017650495991936,17.0375,16.0763,15.646,15.5157,16.2436,15.8323,15.8323,15.8323,15.8323,15.4148,15.4511
CSP,16.6993,16.0413,16.0413,16.0413,16.0413,16.3875,15.7735,15.4886,16.2754,15.7523,15.5193,15.446,150.169,4.48625,0.0959135,0.07472,0.0740187,0.0747412,0.07472,0.0873637,0.0609437,0.0445405,0.0856,0.0612958,0.0453503,0.035803,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.9637,16.2879,16.2879,16.2879,16.2879,16.5628,16.0739,15.8884,16.5053,16.0577,15.8942,15.8591,150.079,4.43581,0.0959135,0.07472,0.0740187,0.0747412,0.07472,0.0873637,0.0601549,0.0445405,0.0856,0.0604366,0.0453503,0.035803,3848993804837567872,17.989,16.6065,16.0687,15.8965,16.8252,16.3059,16.3059,16.3059,16.3059,15.706,15.7082
CSP,17.6291,17.1373,17.1373,17.1373,17.1373,17.3452,16.9687,16.8592,17.2735,16.9685,16.853,16.8339,150.161,4.4521,0.0999135,0.07788,0.0771375,0.0779025,0.07788,0.0912675,0.0631549,0.0465405,0.0894,0.0634366,0.0473503,0.037803,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.656,17.1503,17.1503,17.1503,17.1503,17.3269,16.9745,16.8163,17.3099,16.9969,16.8642,16.8494,150.176,4.42292,0.0932115,0.07272,0.0720188,0.0727412,0.07272,0.0853637,0.0591549,0.0435405,0.0836,0.0594366,0.0443503,0.034803,3848993186362274944,18.2631,17.3819,16.9935,16.868,17.5368,17.1524,17.1524,17.1524,17.1524,16.8675,16.8975
CSP,18.3632,17.5829,17.5829,17.5829,17.5829,17.8451,17.2662,17.0015,17.8255,17.2415,17.0143,16.9296,150.073,4.41521,0.0882115,0.0694,0.0687813,0.0694188,0.0694,0.0805562,0.0561549,0.0408324,0.079,0.0564366,0.0414802,0.032803,3848993697463685120,19.2834,17.9489,17.252,17.0192,18.207,17.5806,17.5806,17.5806,17.5806,16.6085,16.5593
CSP,18.5256,18.094,18.094,18.094,18.094,18.5251,18.1588,17.9843,18.501,18.167,18.0197,17.9998,150.101,4.39607,0.0979135,0.07672,0.0760187,0.0767412,0.07672,0.0893637,0.0619437,0.0455405,0.0876,0.0622958,0.0463503,0.036803,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,15.8183,15.139,15.139,15.139,15.139,15.4466,14.8961,14.7014,15.3631,14.8907,14.7203,14.6802,152.317,15.02,0.160721,0.12548,0.124325,0.125515,0.12548,0.146305,0.101521,0.0743729,0.1434,0.102014,0.0758305,0.0600049,621545127088927616,16.7413,15.4541,14.891,14.7228,15.6771,15.1422,15.1422,15.1422,15.1422,14.466,14.44
CSP,18.2667,17.3969,17.3969,17.3969,17.3969,17.8088,17.0316,16.6148,17.8984,17.2106,16.9107,16.7539,152.298,15.0181,0.159423,0.12448,0.123325,0.124515,0.12448,0.145305,0.100521,0.0736648,0.1424,0.101014,0.0749605,0.0590049,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.5432,15.9792,15.9792,15.9792,15.9792,16.2229,15.7981,15.6663,16.1708,15.8132,15.6864,15.6564,149.016,10.4371,0.0969135,0.07572,0.0750187,0.0757412,0.07572,0.0883637,0.0611549,0.0445405,0.0866,0.0614366,0.0453503,0.035803,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.0396,16.29,16.29,16.29,16.29,16.6295,16.0162,15.8154,16.558,16.0164,15.835,15.7802,149.011,10.4577,0.0989135,0.07672,0.0760187,0.0767412,0.07672,0.0893637,0.0621549,0.0455405,0.0876,0.0624366,0.0463503,0.036803,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.7266,16.11,16.11,16.11,16.11,16.3697,15.8865,15.7273,16.3082,15.889,15.7398,15.7072,186.123,10.8164,0.131019,0.10168,0.100731,0.101709,0.10168,0.118786,0.0827324,0.0602486,0.1164,0.0831549,0.0612203,0.0487044,3907097771685654144,17.5623,16.3934,15.8952,15.7358,16.5964,16.1043,16.1043,16.1043,16.1043,15.7021,15.7643
CSP,16.6941,16.1445,16.1445,16.1445,16.1445,16.4054,15.9411,15.8073,16.3258,15.9399,15.8121,15.7939,186.114,10.8311,0.133317,0.10384,0.10285,0.10387,0.10384,0.12169,0.0845211,0.0619567,0.1192,0.0850141,0.0630904,0.0497044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.2006,15.6313,15.6313,15.6313,15.6313,15.8918,15.4018,15.2243,15.8325,15.4014,15.2399,15.1891,154.548,-13.0359,0.308144,0.24064,0.238412,0.240707,0.24064,0.280802,0.194831,0.14233,0.2752,0.195887,0.144921,0.11501,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.0988,16.3757,16.3757,16.3757,16.3757,16.6922,16.0285,15.7436,16.6321,16.0268,15.7558,15.6433,154.566,-13.0534,0.309144,0.24064,0.238412,0.240707,0.24064,0.280802,0.195042,0.14233,0.2752,0.196028,0.144921,0.11501,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.2951,16.3944,16.3944,16.3944,16.3944,16.7975,16.0399,15.7316,16.7688,16.0672,15.7821,15.6622,154.578,-13.1328,0.312144,0.24364,0.241412,0.243707,0.24364,0.283802,0.197042,0.14433,0.2782,0.198028,0.146921,0.116709,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.311,16.6446,16.6446,16.6446,16.6446,16.9486,16.3995,16.1774,16.9169,16.4162,16.2333,16.1659,154.648,-13.149,0.312442,0.2438,0.241531,0.243869,0.2438,0.284706,0.197831,0.14433,0.279,0.198887,0.146921,0.116709,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.4289,16.8324,16.8324,16.8324,16.8324,17.1248,16.634,16.4424,17.0691,16.6376,16.459,16.4207,154.546,-13.131,0.310442,0.24264,0.240413,0.242707,0.24264,0.282802,0.196042,0.14333,0.2772,0.197028,0.145921,0.11601,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.6664,17.1002,17.1002,17.1002,17.1002,17.3672,16.8489,16.6045,17.3053,16.9721,16.6671,16.6242,154.636,-13.0355,0.311442,0.24364,0.241412,0.243707,0.24364,0.283802,0.196831,0.14433,0.2782,0.197887,0.146921,0.11601,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.3234,17.5427,17.5427,17.5427,17.5427,17.8639,17.2252,17.0194,17.8192,17.2413,17.0317,16.9622,154.636,-13.1507,0.312442,0.2438,0.241531,0.243869,0.2438,0.284706,0.197831,0.14433,0.279,0.198887,0.146921,0.116709,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.3853,15.7634,15.7634,15.7634,15.7634,16.0427,15.5627,15.3913,15.9808,15.5721,15.4343,15.3974,180.994,20.2588,0.116615,0.0912,0.090375,0.091225,0.0912,0.106075,0.0737324,0.0542486,0.104,0.0741549,0.0552203,0.0434039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,15.6459,15.1056,15.1056,15.1056,15.1056,15.3143,14.9325,14.8392,15.2803,14.9418,14.8391,14.8331,128.956,0.74022,0.158423,0.12348,0.122325,0.123515,0.12348,0.144305,0.0995211,0.0726648,0.1414,0.100014,0.0739605,0.0590049,3078312329307168768,16.4403,15.3438,14.9487,14.8423,15.5108,15.1099,15.1099,15.1099,15.1099,14.7307,14.7395
CSP,15.8558,15.344,15.344,15.344,15.344,15.5683,15.1899,15.0702,15.5084,15.1916,15.0843,15.0822,128.999,0.745265,0.154423,0.12032,0.119206,0.120354,0.12032,0.140401,0.0975211,0.0709567,0.1376,0.0980141,0.0720904,0.0577044,3078312260587687808,16.6077,15.5728,15.2012,15.1112,15.7275,15.3567,15.3567,15.3567,15.3567,14.9947,14.9812
CSP,15.9705,15.3802,15.3802,15.3802,15.3802,15.6442,15.1943,15.0493,15.5855,15.2056,15.0686,15.0448,129.029,0.738902,0.146019,0.11416,0.113087,0.114193,0.11416,0.133497,0.0925211,0.0676648,0.1308,0.0930141,0.0689605,0.0547044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.4535,15.7489,15.7489,15.7489,15.7489,16.0814,15.4751,15.2764,16.0007,15.4826,15.2978,15.2445,128.997,0.733334,0.154423,0.12032,0.119206,0.120354,0.12032,0.140401,0.0975211,0.0709567,0.1376,0.0980141,0.0720904,0.0577044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.4709,15.8445,15.8445,15.8445,15.8445,16.1238,15.6359,15.4534,16.0682,15.6501,15.4781,15.4208,128.928,0.750607,0.160423,0.12548,0.124325,0.125515,0.12548,0.146305,0.10131,0.0736648,0.1434,0.101873,0.0749605,0.0600049,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.6482,16.0377,16.0377,16.0377,16.0377,16.2911,15.8501,15.7153,16.222,15.8386,15.7069,15.6935,128.919,0.760219,0.160423,0.12448,0.123325,0.124515,0.12448,0.145305,0.10131,0.0736648,0.1424,0.101873,0.0749605,0.0600049,3078313222660368512,17.433,16.2997,15.8438,15.7152,16.4885,16.0374,16.0374,16.0374,16.0374,15.5179,15.4927
CSP,17.4558,16.771,16.771,16.771,16.771,17.0945,16.4832,16.2784,17.0407,16.5002,16.3101,16.243,128.929,0.696998,0.157423,0.12248,0.121325,0.122515,0.12248,0.143305,0.0993099,0.0726648,0.1404,0.0998732,0.0739605,0.0590049,3078311607752669312,18.6075,17.1542,16.5164,16.3121,17.3971,16.8133,16.8133,16.8133,16.8133,16.1123,16.1174
CSP,17.7114,17.1816,17.1816,17.1816,17.1816,17.4026,17.0005,16.8423,17.3773,17.0091,16.8769,16.8577,128.993,0.660317,0.150721,0.11732,0.116206,0.117354,0.11732,0.137401,0.0955211,0.0696648,0.1346,0.0960141,0.0709605,0.0560049,3078308343577519360,18.5079,17.4477,17.0175,16.8874,17.6211,17.2001,17.2001,17.2001,17.2001,16.5062,16.4512
CSP,18.7477,17.8525,17.8525,17.8525,17.8525,18.2128,17.5041,17.2415,18.1796,17.5478,17.3174,17.2246,128.993,0.667646,0.150721,0.11732,0.116206,0.117354,0.11732,0.137401,0.0955211,0.0696648,0.1346,0.0960141,0.0709605,0.0560049,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.3544,16.7502,16.7502,16.7502,16.7502,17.0267,16.5476,16.3813,16.9677,16.5655,16.4157,16.3765,162.634,-12.13,0.179125,0.13996,0.138681,0.139999,0.13996,0.163016,0.11331,0.0823729,0.1598,0.113873,0.0838305,0.0673054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.5211,16.9606,16.9606,16.9606,16.9606,17.2247,16.7403,16.5304,17.1324,16.7022,16.5542,16.5148,162.492,-12.0605,0.167423,0.13064,0.129444,0.130676,0.13064,0.152209,0.10631,0.0773729,0.1492,0.106873,0.0788305,0.0623054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.6391,17.1551,17.1551,17.1551,17.1551,17.3661,16.9278,16.7523,17.3361,16.9549,16.805,16.7692,162.552,-12.123,0.189827,0.14828,0.146919,0.148321,0.14828,0.172824,0.120099,0.0873729,0.1694,0.120732,0.0888305,0.0706059,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.8094,17.2009,17.2009,17.2009,17.2009,17.5534,16.8801,16.6195,17.4769,16.8927,16.6781,16.5945,162.506,-12.0653,0.181125,0.14112,0.1398,0.14116,0.14112,0.16492,0.11431,0.0833729,0.1616,0.114873,0.0848305,0.0676059,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.7384,17.2258,17.2258,17.2258,17.2258,17.4682,17.0194,16.8653,17.3947,17.0359,16.9404,16.8838,162.525,-12.1711,0.163423,0.12764,0.126444,0.127676,0.12764,0.149209,0.10331,0.0756648,0.1462,0.103873,0.0769605,0.0610049,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.6753,17.8721,17.8721,17.8721,17.8721,18.2721,17.4729,17.1596,18.1905,17.4872,17.2008,17.0733,162.507,-12.1566,0.176125,0.13796,0.136681,0.137999,0.13796,0.161016,0.11131,0.0813729,0.1578,0.111873,0.0828305,0.0663054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,19.1374,18.3597,18.3597,18.3597,18.3597,18.7666,18.0005,17.7814,18.6595,18.0358,17.8392,17.727,162.528,-12.1004,0.194827,0.15228,0.150919,0.152321,0.15228,0.176824,0.123099,0.090081,0.1734,0.123732,0.0917006,0.0726059,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.1173,15.5965,15.5965,15.5965,15.5965,15.8482,15.476,15.3502,15.7804,15.4747,15.3876,15.3884,189.791,11.1746,0.102913,0.08088,0.0801375,0.0809025,0.08088,0.0942675,0.0649437,0.0475405,0.0924,0.0652958,0.0483503,0.038803,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.9998,18.4805,18.4805,18.4805,18.4805,18.7683,18.2417,18.0703,18.6553,18.3129,18.1784,18.129,189.712,11.0863,0.0859135,0.0664,0.0657812,0.0664187,0.0664,0.0775562,0.0541549,0.0395405,0.076,0.0544366,0.0403503,0.031803,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.6831,16.0725,16.0725,16.0725,16.0725,16.3537,15.8745,15.7163,16.3193,15.9331,15.7852,15.7499,198.806,-15.9988,0.245635,0.19172,0.189988,0.191773,0.19172,0.222958,0.154676,0.113205,0.2186,0.155451,0.115311,0.0915074,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.6672,16.1035,16.1035,16.1035,16.1035,16.343,15.91,15.7852,16.3167,15.9712,15.8431,15.8231,198.711,-15.9523,0.246635,0.19188,0.190106,0.191934,0.19188,0.223861,0.155676,0.113497,0.2194,0.156451,0.115441,0.0918079,3607735871095030912,17.4524,16.39,15.9747,15.8497,16.5558,16.1497,16.1497,16.1497,16.1497,15.6724,15.6633
CSP,17.0397,16.3267,16.3267,16.3267,16.3267,16.678,16.0322,15.7665,16.6612,16.1065,15.8375,15.7279,198.757,-16.0132,0.244635,0.19088,0.189106,0.190934,0.19088,0.222861,0.154676,0.113205,0.2184,0.155451,0.115311,0.0915074,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.1026,16.5461,16.5461,16.5461,16.5461,16.7659,16.3423,16.1973,16.7379,16.3765,16.2496,16.2205,198.726,-15.9631,0.245635,0.19188,0.190106,0.191934,0.19188,0.223861,0.154676,0.113205,0.2194,0.155451,0.115311,0.0915074,3607688866972943104,17.8895,16.8174,16.3971,16.2439,16.9894,16.5722,16.5722,16.5722,16.5722,16.102,16.0711
CSP,18.393,17.8572,17.8572,17.8572,17.8572,18.1012,17.654,17.5253,18.0794,17.7016,17.5625,17.5142,198.715,-15.9765,0.245635,0.19188,0.190106,0.191934,0.19188,0.223861,0.154676,0.113205,0.2194,0.155451,0.115311,0.0915074,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.6481,17.8462,17.8462,17.8462,17.8462,18.2212,17.6338,17.3326,18.1388,17.6127,17.4367,17.3755,198.801,-16.0158,0.246635,0.19288,0.191106,0.192934,0.19288,0.224861,0.155676,0.114205,0.2204,0.156451,0.116311,0.0925074,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.309,15.5077,15.5077,15.5077,15.5077,15.8862,15.2223,14.9475,15.8097,15.2355,14.9923,14.8842,211.945,-26.5427,0.235635,0.18356,0.181869,0.183611,0.18356,0.214054,0.148676,0.108497,0.2098,0.149451,0.110441,0.0875074,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.5008,15.8126,15.8126,15.8126,15.8126,16.1296,15.5808,15.4004,16.0386,15.5932,15.4211,15.3723,211.888,-26.6063,0.248635,0.19404,0.192225,0.194095,0.19404,0.226765,0.157465,0.115205,0.2222,0.15831,0.117311,0.0928079,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.5757,15.8118,15.8118,15.8118,15.8118,16.1738,15.5371,15.3424,16.0794,15.5396,15.3653,15.3026,211.854,-26.5881,0.245635,0.19188,0.190106,0.191934,0.19188,0.223861,0.155465,0.113497,0.2194,0.15631,0.115441,0.0918079,6270650538469581568,17.7394,16.1764,15.5425,15.3633,16.4357,15.8245,15.8245,15.8245,15.8245,15.0938,15.0701
CSP,17.4319,16.894,16.894,16.894,16.894,17.1379,16.7154,16.5663,17.0689,16.7161,16.5911,16.5472,211.853,-26.5801,0.245635,0.19188,0.190106,0.191934,0.19188,0.223861,0.155465,0.113497,0.2194,0.15631,0.115441,0.0918079,6270650572829322752,18.1287,17.1321,16.7332,16.5958,17.2951,16.9,16.9,16.9,16.9,16.5463,16.6787
CSP,16.1111,15.6054,15.6054,15.6054,15.6054,15.8384,15.45,15.3242,15.7513,15.4382,15.331,15.3135,104.341,20.4149,0.296442,0.23132,0.229175,0.231385,0.23132,0.269995,0.187042,0.136621,0.2646,0.188028,0.139051,0.110709,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.1049,15.6118,15.6118,15.6118,15.6118,15.8241,15.4601,15.3243,15.7641,15.4517,15.3403,15.3261,104.282,20.4079,0.302442,0.23632,0.234175,0.236385,0.23632,0.274995,0.191042,0.139621,0.2696,0.192028,0.142051,0.112709,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.3049,15.7951,15.7951,15.7951,15.7951,16.0203,15.6358,15.5202,15.9402,15.6181,15.513,15.5033,104.244,20.4633,0.300442,0.23432,0.232175,0.234385,0.23432,0.272995,0.190042,0.138621,0.2676,0.191028,0.141051,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.239,16.5864,16.5864,16.5864,16.5864,16.8643,16.3371,16.1414,16.7847,16.3514,16.1833,16.1308,45.6954,-24.3967,0.0762115,0.05924,0.0586625,0.0592575,0.05924,0.0696525,0.0481549,0.0348324,0.0682,0.0484366,0.0354802,0.0285025,5074824990635221248,18.1451,16.8888,16.3552,16.178,17.1034,16.5911,16.5911,16.5911,16.5911,15.9676,15.9723
CSP,17.2544,16.5803,16.5803,16.5803,16.5803,16.8737,16.3197,16.0825,16.7689,16.2991,16.1321,16.0796,21.3587,-18.0987,0.0742115,0.05808,0.0575437,0.0580963,0.05808,0.0677487,0.0471549,0.0341243,0.0664,0.0474366,0.0346102,0.0275025,2450340934711298560,18.2478,16.8639,16.3094,16.1334,17.0941,16.5547,16.5547,16.5547,16.5547,15.9213,15.9221
