survey,CSP-B,CSP-V,CSP-o,CSP-m,CSP-n,CSP-g,CSP-r,CSP-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CSP-B_AV,CSP-V_AV,CSP-o_AV,CSP-m_AV,CSP-n_AV,CSP-g_AV,CSP-r_AV,CSP-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_CSP-u,GAIA_CSP-g,GAIA_CSP-r,GAIA_CSP-i,GAIA_CSP-B,GAIA_CSP-V,GAIA_CSP-o,GAIA_CSP-m,GAIA_CSP-n,GAIA_CSP-Y,GAIA_CSP-y
CSP,17.4012,16.8887,16.8887,16.8887,16.8887,17.1114,16.648,16.4574,17.04,16.6527,16.4851,16.4339,193.123,-9.83488,0.164423,0.12848,0.127325,0.128515,0.12848,0.149305,0.103521,0.0756648,0.1464,0.104014,0.0769605,0.0613054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.9683,18.2595,18.2595,18.2595,18.2595,18.6394,18.0368,17.7955,18.5361,18.0141,17.8137,17.727,193.192,-9.74963,0.161423,0.12648,0.125325,0.126515,0.12648,0.147305,0.10231,0.0746648,0.1444,0.102873,0.0759605,0.0600049,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.2262,15.5027,15.5027,15.5027,15.5027,15.8393,15.2429,14.9985,15.761,15.2397,15.0196,14.9332,322.213,1.21979,0.172125,0.1338,0.132562,0.133837,0.1338,0.156112,0.10831,0.0793729,0.153,0.108873,0.0808305,0.0643054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.4088,15.8248,15.8248,15.8248,15.8248,16.0913,15.6398,15.4643,16.016,15.6334,15.4794,15.4299,322.106,1.21267,0.170423,0.1328,0.131562,0.132837,0.1328,0.155112,0.10731,0.0783729,0.152,0.107873,0.0798305,0.0633054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.5316,15.9287,15.9287,15.9287,15.9287,16.2004,15.7376,15.5703,16.1095,15.721,15.5884,15.5596,322.215,1.27463,0.175125,0.13596,0.134681,0.135999,0.13596,0.159016,0.11031,0.0803729,0.1558,0.110873,0.0818305,0.0653054,2688462953917416576,17.3353,16.1944,15.725,15.5839,16.3893,15.9284,15.9284,15.9284,15.9284,15.3827,15.3608
CSP,16.9356,16.0281,16.0281,16.0281,16.0281,16.4728,15.6226,15.3336,16.3499,15.6186,15.3478,15.2457,322.178,1.26309,0.173125,0.1348,0.133563,0.134837,0.1348,0.157112,0.10931,0.0796648,0.154,0.109873,0.0809605,0.0643054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.0916,16.3743,16.3743,16.3743,16.3743,16.7134,16.1097,15.8775,16.6829,16.1315,15.917,15.8308,322.118,1.25468,0.171125,0.13364,0.132444,0.133676,0.13364,0.155209,0.10831,0.0786648,0.1522,0.108873,0.0799605,0.0640049,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.4474,16.8046,16.8046,16.8046,16.8046,17.0976,16.5499,16.3015,17.024,16.5398,16.3053,16.2183,322.137,1.23585,0.171125,0.13364,0.132444,0.133676,0.13364,0.155209,0.10831,0.0786648,0.1522,0.108873,0.0799605,0.0640049,2688461751326545280,18.2884,17.1157,16.5445,16.3055,17.3355,16.7991,16.7991,16.7991,16.7991,16.0027,15.9654
CSP,17.5581,16.9766,16.9766,16.9766,16.9766,17.2471,16.8054,16.6563,17.1653,16.8198,16.6713,16.6398,322.192,1.1886,0.173125,0.13496,0.133681,0.134999,0.13496,0.158016,0.10931,0.0803729,0.1548,0.109873,0.0818305,0.0643054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.8269,17.0998,17.0998,17.0998,17.0998,17.4203,16.8239,16.5755,17.3587,16.8342,16.6042,16.529,322.215,1.21368,0.172125,0.1338,0.132562,0.133837,0.1338,0.156112,0.10831,0.0793729,0.153,0.108873,0.0808305,0.0643054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.4757,17.7496,17.7496,17.7496,17.7496,18.1346,17.4418,17.1366,18.05,17.4455,17.1859,17.0767,322.168,1.20732,0.171423,0.1338,0.132562,0.133837,0.1338,0.156112,0.10831,0.0793729,0.153,0.108873,0.0808305,0.0643054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.5029,17.8266,17.8266,17.8266,17.8266,18.1373,17.6851,17.4874,18.0671,17.6509,17.4754,17.4335,322.173,1.18135,0.173125,0.13496,0.133681,0.134999,0.13496,0.158016,0.10931,0.0803729,0.1548,0.109873,0.0818305,0.0643054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.9829,18.1754,18.1754,18.1754,18.1754,18.5587,17.7906,17.4387,18.5137,17.9158,17.6714,17.5838,322.15,1.20771,0.171423,0.1338,0.132562,0.133837,0.1338,0.156112,0.10831,0.0793729,0.153,0.108873,0.0808305,0.0643054,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.8898,16.4095,16.4095,16.4095,16.4095,16.6261,16.2581,16.1263,16.5783,16.2732,16.1405,16.1107,10.7436,-23.6172,0.0675096,0.05292,0.052425,0.052935,0.05292,0.061845,0.0423662,0.0311243,0.0606,0.0425775,0.0316102,0.025202,2348924215547990144,17.481,16.6316,16.2718,16.1409,16.7737,16.4251,16.4251,16.4251,16.4251,16.0284,16.039
CSP,19.1669,18.4367,18.4367,18.4367,18.4367,18.7737,18.0028,17.6956,18.6819,18.0335,17.7479,17.6288,10.6853,-23.608,0.0678077,0.05292,0.052425,0.052935,0.05292,0.061845,0.0431549,0.0311243,0.0606,0.0434366,0.0316102,0.025202,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.2068,16.3606,16.3606,16.3606,16.3606,16.7793,16.0348,15.7296,16.6707,16.07,15.7864,15.6663,322.805,13.9955,0.306442,0.23948,0.237294,0.239546,0.23948,0.278899,0.193831,0.14133,0.2734,0.194887,0.143921,0.114709,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.7021,15.9165,15.9165,15.9165,15.9165,16.2966,15.6066,15.3785,16.2255,15.6118,15.3822,15.3058,26.8402,-0.203518,0.117317,0.09136,0.0904937,0.0913863,0.09136,0.106979,0.0739437,0.0542486,0.1048,0.0742958,0.0552203,0.0441034,2509190469225979776,18.0948,16.3446,15.6138,15.3917,16.6136,15.959,15.959,15.959,15.959,15.1352,15.1265
CSP,17.1548,16.5582,16.5582,16.5582,16.5582,16.8125,16.342,16.1544,16.7524,16.3531,16.2057,16.1676,26.8063,-0.10155,0.117317,0.09136,0.0904937,0.0913863,0.09136,0.106979,0.0739437,0.0542486,0.1048,0.0742958,0.0552203,0.0441034,2509204148697230592,17.9026,16.8403,16.361,16.2095,17.0328,16.5718,16.5718,16.5718,16.5718,16.0191,16.0072
CSP,18.1052,17.4367,17.4367,17.4367,17.4367,17.7264,17.1944,17.0403,17.6589,17.2021,17.025,17.0005,26.7634,-0.172688,0.114615,0.0892,0.088375,0.089225,0.0892,0.104075,0.0719437,0.0532486,0.102,0.0722958,0.0542203,0.0431034,2509203182329179904,18.9727,17.7755,17.2074,17.0291,17.9882,17.4581,17.4581,17.4581,17.4581,16.7685,16.7115
CSP,18.547,17.7885,17.7885,17.7885,17.7885,18.2581,17.6047,17.3056,18.1619,17.5943,17.3408,17.2476,26.7502,-0.136779,0.114317,0.0892,0.088375,0.089225,0.0892,0.104075,0.0719437,0.0525405,0.102,0.0722958,0.0533503,0.0424039,2509203663365521024,20.0355,18.2824,17.6026,17.3599,18.5593,17.9149,17.9149,17.9149,17.9149,17.0002,16.98
CSP,15.8868,15.2594,15.2594,15.2594,15.2594,15.5481,15.039,14.8514,15.4744,15.0483,14.872,14.8109,49.3578,-1.71147,0.29174,0.22816,0.226056,0.228224,0.22816,0.266091,0.184254,0.134621,0.2608,0.185169,0.137051,0.109409,3262214926181841024,16.7444,15.5724,15.0412,14.8682,15.7778,15.2746,15.2746,15.2746,15.2746,14.6993,14.701
CSP,18.3258,17.4355,17.4355,17.4355,17.4355,17.8676,17.1073,16.7697,17.7726,17.1064,16.7836,16.6469,49.3527,-1.75912,0.283038,0.22084,0.218819,0.220901,0.22084,0.257284,0.179042,0.130621,0.2522,0.180028,0.133051,0.105409,3262212486640418816,19.9815,17.9188,17.1169,16.7979,18.237,17.4841,17.4841,17.4841,17.4841,16.5889,16.6499
CSP,17.5927,17.036,17.036,17.036,17.036,17.3079,16.8828,16.7073,17.2129,16.854,16.722,16.7155,14.0152,-1.58855,0.129317,0.10152,0.100612,0.101547,0.10152,0.117883,0.0817324,0.0599567,0.1156,0.0821549,0.0610904,0.0484039,2535639839907867264,18.2269,17.2853,16.8735,16.7424,17.4532,17.0485,17.0485,17.0485,17.0485,16.6643,16.687
CSP,18.8922,18.1002,18.1002,18.1002,18.1002,18.5344,17.7875,17.4397,18.3799,17.7706,17.4809,17.3749,14.0843,-1.60576,0.130019,0.10152,0.100612,0.101547,0.10152,0.117883,0.0817324,0.0599567,0.1156,0.0821549,0.0610904,0.0484039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,19.2628,18.612,18.612,18.612,18.612,18.906,18.3309,18.0835,18.8146,18.3356,18.1421,18.1374,14.016,-1.66012,0.137019,0.10684,0.10585,0.10687,0.10684,0.12469,0.0867324,0.0629567,0.1222,0.0871549,0.0640904,0.0514039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,15.8538,15.3741,15.3741,15.3741,15.3741,15.5809,15.2304,15.0813,15.5108,15.2214,15.0953,15.0688,75.4883,-21.0982,0.0989135,0.07772,0.0770187,0.0777412,0.07772,0.0903637,0.0629437,0.0455405,0.0886,0.0632958,0.0463503,0.036803,2974920337507061888,16.4501,15.5899,15.2464,15.1533,15.7214,15.3963,15.3963,15.3963,15.3963,14.9969,15.0159
CSP,17.0902,16.3652,16.3652,16.3652,16.3652,16.6914,16.0892,15.8884,16.6181,16.0979,15.9045,15.8485,75.4639,-21.1557,0.0979135,0.07672,0.0760187,0.0767412,0.07672,0.0893637,0.0619437,0.0455405,0.0876,0.0622958,0.0463503,0.036803,2974918413361714688,18.1364,16.717,16.1032,15.9003,16.9561,16.3823,16.3823,16.3823,16.3823,15.6084,15.5763
CSP,17.532,16.819,16.819,16.819,16.819,17.1343,16.536,16.3444,17.0678,16.5431,16.3597,16.3136,75.5035,-21.1811,0.0959135,0.07472,0.0740187,0.0747412,0.07472,0.0873637,0.0609437,0.0445405,0.0856,0.0612958,0.0453503,0.035803,2974730564374807168,18.7912,17.1804,16.5636,16.3741,17.4267,16.8398,16.8398,16.8398,16.8398,16.0747,16.0536
CSP,17.813,17.1851,17.1851,17.1851,17.1851,17.4717,16.9874,16.8373,17.4073,16.9793,16.8363,16.7941,75.5283,-21.1315,0.0979135,0.07572,0.0750187,0.0757412,0.07572,0.0883637,0.0619437,0.0448324,0.0866,0.0622958,0.0454802,0.036803,2974732389738005504,18.7612,17.4845,16.9855,16.8449,17.6778,17.2105,17.2105,17.2105,17.2105,16.6678,16.6875
CSP,18.2769,17.5903,17.5903,17.5903,17.5903,17.9005,17.3601,17.1654,17.8451,17.3803,17.1904,17.1253,75.4772,-21.1734,0.0976154,0.07572,0.0750187,0.0757412,0.07572,0.0883637,0.0611549,0.0445405,0.0866,0.0614366,0.0453503,0.036803,2974730736173032192,19.1786,17.9475,17.3908,17.1992,18.1504,17.6371,17.6371,17.6371,17.6371,16.9439,16.9414
CSP,18.8173,18.0352,18.0352,18.0352,18.0352,18.3704,17.7651,17.5035,18.3106,17.7699,17.544,17.4808,75.4494,-21.1094,0.0999135,0.07788,0.0771375,0.0779025,0.07788,0.0912675,0.0631549,0.0465405,0.0894,0.0634366,0.0473503,0.0371034,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.9027,18.3901,18.3901,18.3901,18.3901,18.6178,18.2745,18.1143,18.5632,18.2485,18.1266,18.1235,75.5397,-21.0974,0.0999135,0.07788,0.0771375,0.0779025,0.07788,0.0912675,0.0631549,0.0465405,0.0894,0.0634366,0.0473503,0.037803,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.1018,15.6344,15.6344,15.6344,15.6344,15.8415,15.5167,15.4082,15.7893,15.5224,15.4454,15.4463,79.3794,-23.7536,0.120317,0.09336,0.0924937,0.0933863,0.09336,0.108979,0.0757324,0.0552486,0.1068,0.0761549,0.0562203,0.0451034,2961263784615043584,16.7873,15.8438,15.525,15.4482,15.9784,15.656,15.656,15.656,15.656,15.3333,15.3127
CSP,16.5569,15.8835,15.8835,15.8835,15.8835,16.1922,15.6766,15.5093,16.1319,15.6954,15.5548,15.5294,79.4263,-23.7986,0.120615,0.09436,0.0934938,0.0943863,0.09436,0.109979,0.0759437,0.0559567,0.1078,0.0762958,0.0570904,0.0451034,2961262685103416192,17.537,16.2232,15.6981,15.5546,16.4394,15.9278,15.9278,15.9278,15.9278,15.3186,15.2805
CSP,16.7314,16.1253,16.1253,16.1253,16.1253,16.4013,15.9454,15.7913,16.3389,15.9759,15.8328,15.8153,79.426,-23.7895,0.120615,0.09436,0.0934938,0.0943863,0.09436,0.109979,0.0759437,0.0559567,0.1078,0.0762958,0.0570904,0.0451034,2961262891262385152,17.5536,16.4252,15.9726,15.8425,16.6108,16.1681,16.1681,16.1681,16.1681,15.6702,15.6574
CSP,17.129,16.5352,16.5352,16.5352,16.5352,16.8064,16.3471,16.1484,16.7368,16.3512,16.194,16.1623,79.3245,-23.8091,0.116615,0.0912,0.090375,0.091225,0.0912,0.106075,0.0737324,0.0542486,0.104,0.0741549,0.0552203,0.0434039,2961263200499500160,17.8731,16.8166,16.3592,16.1928,16.9957,16.5575,16.5575,16.5575,16.5575,15.8908,15.8404
CSP,16.9787,16.4826,16.4826,16.4826,16.4826,16.7042,16.3284,16.1793,16.6535,16.3555,16.2318,16.2294,79.3807,-23.7776,0.119317,0.09336,0.0924937,0.0933863,0.09336,0.108979,0.0757324,0.0552486,0.1068,0.0761549,0.0562203,0.0444039,2961263681535830016,17.6788,16.7257,16.3501,16.2494,16.8718,16.5129,16.5129,16.5129,16.5129,16.1591,16.1706
CSP,17.59,16.9204,16.9204,16.9204,16.9204,17.2202,16.701,16.5124,17.123,16.6929,16.5485,16.5042,79.3554,-23.7275,0.119615,0.09336,0.0924937,0.0933863,0.09336,0.108979,0.0757324,0.0552486,0.1068,0.0761549,0.0562203,0.0444039,2961275810523471488,18.5388,17.2265,16.7026,16.5458,17.4474,16.932,16.932,16.932,16.932,16.5505,16.6369
CSP,17.3772,16.8405,16.8405,16.8405,16.8405,17.0832,16.705,16.5763,17.0268,16.7226,16.6121,16.6092,79.4375,-23.834,0.121317,0.09436,0.0934938,0.0943863,0.09436,0.109979,0.0767324,0.0559567,0.1078,0.0771549,0.0570904,0.0451034,2961259524007488256,18.0862,17.108,16.7312,16.6247,17.2654,16.8867,16.8867,16.8867,16.8867,16.5025,16.5031
CSP,17.7921,17.0095,17.0095,17.0095,17.0095,17.3765,16.6934,16.4165,17.2998,16.7347,16.5037,16.4004,79.3417,-23.7818,0.117615,0.0922,0.091375,0.092225,0.0922,0.107075,0.0747324,0.0542486,0.105,0.0751549,0.0552203,0.0441034,2961263818974787072,18.868,17.4266,16.7527,16.4985,17.6827,17.0649,17.0649,17.0649,17.0649,16.1898,16.1995
CSP,17.6904,17.1456,17.1456,17.1456,17.1456,17.3858,16.9696,16.8073,17.3157,16.9841,16.8415,16.8124,79.37,-23.7263,0.119615,0.09336,0.0924937,0.0933863,0.09336,0.108979,0.0757324,0.0552486,0.1068,0.0761549,0.0562203,0.0444039,2961265536961698688,18.4239,17.3956,16.9898,16.8466,17.5628,17.1555,17.1555,17.1555,17.1555,16.6866,16.6883
CSP,17.9834,17.3928,17.3928,17.3928,17.3928,17.6494,17.1905,17.0323,17.6469,17.2504,17.0984,17.0396,79.4292,-23.8059,0.120615,0.09436,0.0934938,0.0943863,0.09436,0.109979,0.0759437,0.0559567,0.1078,0.0762958,0.0570904,0.0451034,2961262650743678080,18.561,17.7495,17.275,17.1135,17.9172,17.4819,17.4819,17.4819,17.4819,17.119,17.2412
CSP,18.2763,17.5819,17.5819,17.5819,17.5819,17.8663,17.3444,17.1284,17.8078,17.3569,17.1633,17.1072,79.402,-23.7748,0.120317,0.09436,0.0934938,0.0943863,0.09436,0.109979,0.0759437,0.0552486,0.1078,0.0762958,0.0562203,0.0451034,2961262959981322880,19.1105,17.9212,17.3683,17.1797,18.153,17.6098,17.6098,17.6098,17.6098,16.9206,16.9004
CSP,18.3714,17.6789,17.6789,17.6789,17.6789,18.0152,17.4211,17.2254,17.9327,17.4479,17.257,17.19,79.3646,-23.7553,0.119317,0.09336,0.0924937,0.0933863,0.09336,0.108979,0.0757324,0.0552486,0.1068,0.0761549,0.0562203,0.0444039,2961263952115328896,19.6738,18.0246,17.442,17.2469,18.2572,17.7025,17.7025,17.7025,17.7025,17.111,17.1644
CSP,18.2556,17.7624,17.7624,17.7624,17.7624,18.0563,17.5261,17.3913,17.9634,17.5905,17.4438,17.4138,79.4092,-23.7461,0.120615,0.09436,0.0934938,0.0943863,0.09436,0.109979,0.0759437,0.0559567,0.1078,0.0762958,0.0570904,0.0451034,2961265193364313728,19.3872,18.0761,17.5994,17.4463,18.2724,17.8033,17.8033,17.8033,17.8033,17.371,17.3799
CSP,16.6826,16.0421,16.0421,16.0421,16.0421,16.3458,15.7878,15.5475,16.278,15.7915,15.5787,15.4848,55.4586,8.12298,0.876923,0.68448,0.678169,0.684671,0.68448,0.798274,0.553338,0.404864,0.7824,0.556225,0.412153,0.327527,3278360910839579520,17.6079,16.3726,15.7943,15.5729,16.5801,16.0567,16.0567,16.0567,16.0567,15.2945,15.2848
CSP,15.7167,15.1892,15.1892,15.1892,15.1892,15.4245,15.0312,14.8933,15.3703,15.0296,14.9066,14.8808,138.796,-25.6432,0.398356,0.3112,0.308312,0.311287,0.3112,0.363262,0.251986,0.184162,0.356,0.253324,0.187401,0.148512,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,15.9826,15.4527,15.4527,15.4527,15.4527,15.6863,15.3021,15.1673,15.6286,15.2946,15.1827,15.1677,138.813,-25.5518,0.413058,0.32252,0.31955,0.32261,0.32252,0.37607,0.260986,0.19087,0.3686,0.262324,0.194271,0.153813,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.889,16.1654,16.1654,16.1654,16.1654,16.52,15.8752,15.6115,16.4343,15.8637,15.6391,15.5423,138.78,-25.5683,0.414058,0.32352,0.32055,0.32361,0.32352,0.37707,0.261775,0.19087,0.3696,0.263183,0.194271,0.154813,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.7455,16.2305,16.2305,16.2305,16.2305,16.4571,16.0882,15.9473,16.4163,16.0876,15.9869,15.9781,138.881,-25.554,0.413058,0.32252,0.31955,0.32261,0.32252,0.37607,0.260775,0.19087,0.3686,0.262183,0.194271,0.153813,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.8567,17.1258,17.1258,17.1258,17.1258,17.4982,16.8324,16.6194,17.4112,16.8507,16.6376,16.5638,138.79,-25.5941,0.415058,0.32368,0.320669,0.323771,0.32368,0.377974,0.261986,0.191578,0.3704,0.263324,0.195141,0.154813,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.2155,17.4513,17.4513,17.4513,17.4513,17.8111,17.1548,16.9165,17.7011,17.1534,16.9441,16.8742,138.834,-25.5848,0.410058,0.32036,0.317431,0.320449,0.32036,0.373166,0.258986,0.189162,0.3658,0.260324,0.192401,0.152813,5650024018986682496,19.3749,17.8374,17.1612,16.9567,18.1052,17.4612,17.4612,17.4612,17.4612,16.5352,16.4511
CSP,16.7446,15.9291,15.9291,15.9291,15.9291,16.3205,15.5649,15.2536,16.2134,15.5585,15.2596,15.1482,27.9348,0.275038,0.118317,0.09236,0.0914937,0.0923863,0.09236,0.107979,0.0747324,0.0542486,0.1058,0.0751549,0.0552203,0.0441034,2510776519044423552,17.9798,16.3297,15.5572,15.2598,16.5945,15.9383,15.9383,15.9383,15.9383,14.8929,14.8686
CSP,17.6379,16.7678,16.7678,16.7678,16.7678,17.1851,16.3875,16.0417,17.0618,16.3559,16.0788,15.9733,27.9088,0.295703,0.119615,0.09336,0.0924937,0.0933863,0.09336,0.108979,0.0757324,0.0552486,0.1068,0.0761549,0.0562203,0.0444039,2510779542701364480,19.1532,17.1894,16.3643,16.0876,17.481,16.7751,16.7751,16.7751,16.7751,15.8103,15.8237
CSP,16.7453,15.8506,15.8506,15.8506,15.8506,16.2957,15.4531,15.1286,16.1788,15.4588,15.1396,14.9951,43.7256,16.0342,0.540077,0.42104,0.417162,0.421158,0.42104,0.490953,0.340718,0.249119,0.4812,0.342479,0.253492,0.201217,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.1629,17.6293,17.6293,17.6293,17.6293,17.8692,17.351,17.2233,17.8227,17.425,17.2665,17.2254,43.7924,16.0394,0.516673,0.4034,0.399687,0.403512,0.4034,0.470337,0.32593,0.238411,0.461,0.32762,0.242621,0.192916,34915369697462656,19.1497,17.9458,17.4509,17.2856,18.1354,17.6566,17.6566,17.6566,17.6566,17.3147,17.3569
CSP,17.7994,17.1225,17.1225,17.1225,17.1225,17.4216,16.8711,16.6764,17.3174,16.8769,16.6835,16.6127,33.716,-20.7061,0.0618077,0.04776,0.0473063,0.0477737,0.04776,0.0559412,0.0393662,0.0281243,0.0548,0.0395775,0.0286102,0.023202,5124955986352707456,18.5775,17.4106,16.8854,16.6897,17.6225,17.1137,17.1137,17.1137,17.1137,16.6304,16.6959
CSP,19.2681,18.5828,18.5828,18.5828,18.5828,18.9682,18.2351,17.9126,18.8738,18.2528,17.9788,17.8517,33.8363,-20.721,0.0665096,0.05192,0.051425,0.051935,0.05192,0.060845,0.0423662,0.0308324,0.0596,0.0425775,0.0314802,0.025202,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.974,18.5238,18.5238,18.5238,18.5238,18.7437,18.3341,18.326,18.662,18.359,18.2767,18.2689,33.756,-20.7866,0.0608077,0.0476,0.0471875,0.0476125,0.0476,0.0550375,0.0383662,0.0281243,0.054,0.0385775,0.0286102,0.0229015,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.9887,18.7604,18.7604,18.7604,18.7604,18.759,18.6185,18.3336,18.6237,18.5465,18.2777,18.251,33.8261,-20.8,0.0625096,0.04876,0.0483063,0.0487737,0.04876,0.0569412,0.0393662,0.0291243,0.0558,0.0395775,0.0296102,0.023202,5124766591178996864,19.1778,18.7681,18.6114,18.3445,18.8288,18.6989,18.6989,18.6989,18.6989,18.5917,18.7569
CSP,18.2602,17.508,17.508,17.508,17.508,17.7796,17.2303,16.9605,17.7081,17.2039,17.0003,16.8989,340.428,-0.159351,0.214529,0.16792,0.166394,0.167966,0.16792,0.195439,0.135887,0.0987891,0.1916,0.136592,0.100571,0.0802069,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.6402,17.7907,17.7907,17.7907,17.7907,18.2834,17.3891,17.0666,18.1578,17.4,17.0743,16.9278,340.412,-0.172938,0.212529,0.16592,0.164394,0.165966,0.16592,0.193439,0.133887,0.0977891,0.1896,0.134592,0.0995706,0.0792069,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.7248,17.9219,17.9219,17.9219,17.9219,18.208,17.5612,17.3594,18.1553,17.5838,17.3268,17.2322,340.442,-0.172658,0.214529,0.16792,0.166394,0.167966,0.16792,0.195439,0.135887,0.0987891,0.1916,0.136592,0.100571,0.0802069,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.5988,17.0244,17.0244,17.0244,17.0244,17.2608,16.9124,16.7613,17.2139,16.8605,16.7385,16.7055,215.673,-0.434002,0.146019,0.114,0.112969,0.114031,0.114,0.132594,0.0925211,0.0676648,0.13,0.0930141,0.0689605,0.0547044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.353,16.7716,16.7716,16.7716,16.7716,17.0434,16.5813,16.4333,16.9545,16.5691,16.4318,16.3939,215.66,-0.407727,0.142721,0.111,0.109969,0.111031,0.111,0.129594,0.0897324,0.0659567,0.127,0.0901549,0.0670904,0.0537044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.3233,17.6508,17.6508,17.6508,17.6508,17.9878,17.3555,17.0716,17.9268,17.3308,17.0804,16.9758,215.566,-0.38148,0.139019,0.10884,0.10785,0.10887,0.10884,0.12669,0.0877324,0.0639567,0.1242,0.0881549,0.0650904,0.0517044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.9973,16.1742,16.1742,16.1742,16.1742,16.559,15.8406,15.5516,16.4642,15.8545,15.5903,15.482,243.242,-21.5668,1.18707,0.92612,0.917581,0.926379,0.92612,1.08008,0.74938,0.548194,1.0586,0.753254,0.558073,0.443236,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.179,16.1927,16.1927,16.1927,16.1927,16.6673,15.7814,15.3788,16.5722,15.8064,15.424,15.2304,243.2,-21.6607,1.18407,0.92396,0.915462,0.924218,0.92396,1.07717,0.74738,0.546486,1.0558,0.751254,0.556203,0.442236,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.0638,16.3099,16.3099,16.3099,16.3099,16.6615,15.9755,15.6926,16.5826,16.0084,15.7265,15.6081,243.266,-21.5968,1.18337,0.92312,0.914581,0.923379,0.92312,1.07708,0.74738,0.546194,1.0556,0.751254,0.556073,0.441537,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.173,16.3617,16.3617,16.3617,16.3617,16.743,16.0209,15.7106,16.6535,16.0305,15.7327,15.5948,243.19,-21.6263,1.18907,0.92812,0.919581,0.928379,0.92812,1.08208,0.75038,0.549194,1.0606,0.754254,0.559073,0.443537,6242996206125893632,18.1966,16.7662,16.0402,15.7277,17.0375,16.3815,16.3815,16.3815,16.3815,15.3589,15.3637
CSP,17.1318,16.3781,16.3781,16.3781,16.3781,16.7425,16.0591,15.7376,16.6631,16.0879,15.7973,15.673,243.188,-21.6206,1.18907,0.92812,0.919581,0.928379,0.92812,1.08208,0.75038,0.549194,1.0606,0.754254,0.559073,0.443537,6242999161063397248,18.0409,16.7697,16.0941,15.8007,17.0051,16.4152,16.4152,16.4152,16.4152,15.3724,15.3645
CSP,17.336,16.3959,16.3959,16.3959,16.3959,16.8592,15.9824,15.5768,16.7667,15.9964,15.6255,15.4414,243.224,-21.6559,1.17537,0.9168,0.908344,0.917056,0.9168,1.06927,0.741592,0.542486,1.048,0.745394,0.552203,0.438236,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.3064,16.5291,16.5291,16.5291,16.5291,16.8921,16.2369,15.9266,16.8075,16.2496,15.979,15.8568,243.268,-21.6591,1.17366,0.9158,0.907344,0.916056,0.9158,1.06827,0.74138,0.541486,1.047,0.745254,0.551203,0.438236,6243000947769749504,18.3805,16.908,16.2425,15.9765,17.1599,16.5482,16.5482,16.5482,16.5482,15.6759,15.7067
