survey,SDSS-g,SDSS-r,SDSS-i,SDSS-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,SDSS-g_AV,SDSS-r_AV,SDSS-i_AV,SDSS-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,GAIA_SDSS-G,GAIA_SDSS-R,GAIA_SDSS-I,GAIA_SDSS-Z,GAIA_SDSS-g,GAIA_SDSS-r,GAIA_SDSS-i,GAIA_SDSS-z,SOURCEID
SDSS,18.0619,17.1689,16.8638,16.7007,17.9495,17.1842,16.8713,16.7393,308.849,0.72009,0.330923,0.228008,0.168983,0.127135,0.319452,0.226746,0.167661,0.133611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9793,18.6354,18.526,18.4944,18.9399,18.6564,18.5371,18.529,308.85,1.18523,0.290932,0.20107,0.149096,0.111123,0.280942,0.199887,0.147921,0.11701,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9398,17.1069,16.7939,16.5846,17.8231,17.0986,16.7922,16.6294,308.85,-0.516884,0.423901,0.292637,0.216701,0.162179,0.409286,0.290901,0.215011,0.170714,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1672,17.4795,17.2304,17.0954,18.1011,17.4792,17.235,17.1414,308.85,0.695183,0.347917,0.239885,0.177927,0.133148,0.335707,0.238465,0.176531,0.140212,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.5379,15.957,15.741,15.6266,16.4363,15.9422,15.7517,15.6681,308.85,-0.895275,0.413903,0.284761,0.211701,0.158172,0.399473,0.283183,0.210011,0.166414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4436,17.8723,17.677,17.5612,18.3219,17.8682,17.6682,17.6124,308.855,-0.971612,0.414903,0.285699,0.211701,0.159172,0.400473,0.284042,0.210011,0.167414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.7835,16.204,16.002,15.9042,16.6966,16.1926,16.0008,15.9324,308.855,-0.855484,0.4219,0.290637,0.215701,0.161179,0.4071,0.288901,0.214011,0.169714,16.8131,16.1978,16.0055,15.9079,16.8023,16.1978,16.0055,15.9079,4226467932044842624
SDSS,18.31,17.7418,17.5572,17.4476,18.2133,17.7286,17.5456,17.4819,308.856,-0.114159,0.349917,0.240885,0.178927,0.134142,0.337707,0.239465,0.177531,0.140911,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.301,17.5428,17.2717,17.1182,18.2019,17.5467,17.2834,17.1672,308.856,0.709636,0.322924,0.222008,0.164983,0.123135,0.311639,0.220746,0.163661,0.129611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.4312,15.7759,15.5849,15.4854,16.333,15.7812,15.5787,15.5233,308.856,0.713688,0.322924,0.222008,0.164983,0.123135,0.311639,0.220746,0.163661,0.129611,16.4574,15.7843,15.5929,15.4928,16.4453,15.7843,15.5929,15.4928,4231228263341683328
SDSS,15.7012,15.1043,14.8897,14.7845,15.6088,15.096,14.8883,14.8092,308.858,-0.930116,0.412903,0.284699,0.210757,0.158172,0.398473,0.283042,0.209141,0.166414,15.7228,15.0996,14.8896,14.7828,15.712,15.0996,14.8896,14.7828,4226462979947693440
SDSS,17.3054,16.8689,16.7029,16.636,17.2155,16.8592,16.7054,16.6622,308.858,-0.907596,0.407904,0.280761,0.208701,0.156172,0.393659,0.279183,0.207011,0.164414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.8667,17.0904,16.8288,16.671,17.789,17.1011,16.8299,16.7167,308.859,-0.441593,0.419901,0.288699,0.214701,0.160179,0.405286,0.287042,0.213011,0.168714,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7544,17.1746,16.977,16.8707,17.6782,17.1686,16.9731,16.8915,308.859,-0.0922171,0.346919,0.238946,0.17787,0.133142,0.334894,0.237606,0.176401,0.139911,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7612,18.2658,18.0786,17.966,18.6786,18.2347,18.058,17.9921,308.86,-0.498985,0.419901,0.288699,0.214701,0.161172,0.405286,0.287042,0.213011,0.169414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.1452,16.5318,16.3562,16.2682,17.0436,16.533,16.3495,16.2945,308.86,-0.147216,0.351917,0.241946,0.179927,0.135142,0.339707,0.240606,0.178531,0.141911,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.0185,17.3047,17.0222,16.844,17.9178,17.3064,17.0251,16.8825,308.861,-0.0098225,0.333921,0.229946,0.170927,0.128135,0.322266,0.228606,0.169531,0.134611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.1713,15.6196,15.4261,15.3325,16.0725,15.6127,15.4306,15.364,308.861,-0.884793,0.413903,0.284761,0.211701,0.158172,0.399473,0.283183,0.210011,0.166414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.8478,17.2458,17.0289,16.8881,17.7586,17.2483,17.0141,16.9406,308.861,1.08672,0.311926,0.215008,0.15904,0.119129,0.301011,0.213746,0.157791,0.12531,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.4062,16.8583,16.6831,16.5962,17.3154,16.8508,16.6727,16.6212,308.862,-0.0453797,0.33792,0.232008,0.172927,0.129142,0.32608,0.230746,0.171531,0.135911,17.4144,16.8676,16.6871,16.6014,17.4052,16.8676,16.6871,16.6014,4229638305103643008
SDSS,18.3935,17.6929,17.4741,17.3385,18.3025,17.7072,17.4779,17.3894,308.863,-0.464176,0.418901,0.288699,0.213701,0.160172,0.404286,0.287042,0.212011,0.168414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9171,17.4352,17.2758,17.1894,17.8393,17.4258,17.2619,17.2239,308.864,-0.123022,0.349917,0.240885,0.178927,0.134142,0.337707,0.239465,0.177531,0.140911,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1125,17.6361,17.4689,17.3894,18.0635,17.6318,17.4781,17.4274,308.865,0.333175,0.301929,0.208008,0.15404,0.115129,0.291384,0.206746,0.152791,0.12131,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1934,17.6002,17.3947,17.2827,18.1137,17.5997,17.3651,17.2589,308.869,-0.442564,0.419901,0.288699,0.214701,0.160179,0.405286,0.287042,0.213011,0.168714,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.6848,17.1933,17.0101,16.9254,17.6027,17.1876,17.0022,16.9424,308.869,0.692843,0.327923,0.225946,0.166983,0.125135,0.316453,0.224606,0.165661,0.131611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7503,18.1311,17.9348,17.7933,18.6398,18.132,17.9123,17.8169,308.869,-1.00334,0.420901,0.289699,0.215644,0.161179,0.406286,0.288042,0.213881,0.169714,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3074,17.8185,17.6423,17.5441,18.2206,17.8073,17.6231,17.547,308.87,0.698591,0.327923,0.225946,0.166983,0.125135,0.316453,0.224606,0.165661,0.131611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2298,17.6325,17.4512,17.3352,18.1639,17.6313,17.4293,17.3454,308.87,-0.0277455,0.33792,0.232008,0.172927,0.129142,0.32608,0.230746,0.171531,0.135911,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.7262,16.2308,16.077,15.9942,16.6369,16.2278,16.0735,16.0224,308.87,1.08864,0.311926,0.215008,0.15904,0.119129,0.301011,0.213746,0.157791,0.12531,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.256,17.4022,17.1086,16.9283,18.1479,17.4029,17.0978,16.9735,308.871,-0.0413442,0.33792,0.232008,0.172927,0.129142,0.32608,0.230746,0.171531,0.135911,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.901,18.3422,18.131,18.0159,18.8054,18.3324,18.1454,18.0498,308.872,-0.860458,0.4219,0.290637,0.215701,0.161179,0.4071,0.288901,0.214011,0.169714,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.4288,16.8875,16.6747,16.612,17.3557,16.8795,16.695,16.6119,308.872,0.207982,0.320925,0.221008,0.163983,0.123135,0.309825,0.219746,0.162661,0.129611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.8586,17.4275,17.2836,17.2167,17.799,17.4401,17.2944,17.2561,308.872,1.11878,0.305928,0.211008,0.15604,0.117129,0.295198,0.209746,0.154791,0.12331,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.1468,16.6275,16.4257,16.34,17.0861,16.6175,16.4346,16.3482,308.873,0.207827,0.320925,0.221008,0.163983,0.123135,0.309825,0.219746,0.162661,0.129611,17.1899,16.6238,16.4301,16.3423,17.1802,16.6238,16.4301,16.3423,4229698911387750784
SDSS,18.8239,18.0981,17.8642,17.7501,18.7497,18.1104,17.8736,17.8127,308.873,0.767187,0.306928,0.21107,0.15704,0.117129,0.296198,0.209887,0.155791,0.12331,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.8902,17.122,16.8819,16.7365,17.783,17.1303,16.8856,16.7663,308.874,0.71401,0.322924,0.222008,0.164983,0.123135,0.311639,0.220746,0.163661,0.129611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.4854,16.0192,15.8832,15.8158,16.4019,16.036,15.8786,15.831,308.874,0.716156,0.322924,0.222008,0.164983,0.123135,0.311639,0.220746,0.163661,0.129611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.5292,16.0427,15.8975,15.8302,16.4569,16.058,15.91,15.8662,308.874,1.06053,0.323924,0.223008,0.165983,0.124135,0.312639,0.221746,0.164661,0.130611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.622,17.1798,17.0507,16.9962,17.5614,17.196,17.0479,17.0142,308.876,0.710793,0.290932,0.20107,0.149096,0.111123,0.280942,0.199887,0.147921,0.11701,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.5381,14.9633,14.7832,14.6991,15.4548,14.9808,14.7882,14.7215,308.876,1.0661,0.310928,0.21407,0.15904,0.119129,0.300198,0.212887,0.157791,0.12531,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.69,18.2252,18.0642,17.9812,18.6488,18.2414,18.0562,18.0962,308.877,0.766424,0.29393,0.20207,0.150096,0.112123,0.28357,0.200887,0.148921,0.11801,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6251,18.1453,17.979,17.9077,18.5236,18.1568,17.983,17.9285,308.878,-0.120848,0.349917,0.240885,0.17887,0.134142,0.337707,0.239465,0.177401,0.140911,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.9817,15.4152,15.2398,15.1777,15.8954,15.4197,15.2539,15.2008,308.878,0.352336,0.289931,0.20007,0.148096,0.111123,0.279756,0.198887,0.146921,0.11701,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.599,16.9511,16.7518,16.6424,17.4817,16.9561,16.7354,16.6548,308.879,-0.00283908,0.331921,0.228946,0.169927,0.127135,0.320266,0.227606,0.168531,0.133611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2644,17.4688,17.1909,17.0357,18.1601,17.4805,17.2136,17.0828,308.879,0.349284,0.29393,0.20207,0.150096,0.112123,0.28357,0.200887,0.148921,0.11801,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2872,17.502,17.233,17.0743,18.1927,17.5145,17.2312,17.1298,308.88,0.785128,0.288932,0.199132,0.148096,0.111117,0.278942,0.198028,0.146921,0.116709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.931,17.3653,17.163,17.056,17.8527,17.3665,17.1709,17.0841,308.88,-0.8638,0.397906,0.274761,0.203757,0.152166,0.384031,0.273183,0.202141,0.160113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.2749,16.6581,16.4584,16.3471,17.1865,16.6481,16.445,16.3867,308.881,-0.151554,0.356916,0.245885,0.181927,0.136154,0.344521,0.244465,0.180531,0.143512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.4376,17.0321,16.8934,16.8338,17.3841,17.029,16.901,16.8667,308.881,1.12536,0.286932,0.197132,0.146096,0.110117,0.276942,0.196028,0.144921,0.115709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9598,17.404,17.1783,17.0535,17.8925,17.4006,17.1885,17.0904,308.884,1.12749,0.286932,0.197132,0.146096,0.110117,0.276942,0.196028,0.144921,0.115709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.3167,16.9688,16.8678,16.8211,17.2809,16.9704,16.876,16.8786,308.884,1.11284,0.29793,0.20507,0.152096,0.114123,0.28757,0.203887,0.150921,0.12001,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.5093,15.7907,15.5169,15.3611,16.4018,15.7917,15.5152,15.4011,308.885,1.17016,0.286932,0.197132,0.146153,0.110117,0.276942,0.196028,0.145051,0.115709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5238,17.6142,17.3023,17.1303,18.4052,17.6038,17.3098,17.1728,308.886,0.270439,0.29893,0.20607,0.15304,0.114129,0.28857,0.204887,0.151791,0.12031,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.9609,15.2953,15.0658,14.9447,15.8436,15.2479,14.9887,14.8672,308.886,0.351565,0.289931,0.20007,0.148096,0.111123,0.279756,0.198887,0.146921,0.11701,15.9781,15.2793,15.0621,14.9184,15.968,15.2793,15.0621,14.9184,4229705306595324288
SDSS,17.9376,16.978,16.665,16.4793,17.7965,16.9812,16.6692,16.5214,308.888,0.334478,0.29393,0.20207,0.150096,0.112123,0.28357,0.200887,0.148921,0.11801,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.0675,17.6323,17.4826,17.4224,18.018,17.6424,17.5004,17.4554,308.888,1.12087,0.29793,0.20507,0.152096,0.114123,0.28757,0.203887,0.150921,0.12001,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.6085,15.0339,14.8357,14.7189,15.5101,15.0239,14.8192,14.7443,308.89,0.694139,0.306928,0.21107,0.15704,0.117129,0.296198,0.209887,0.155791,0.12331,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2353,17.7277,17.5535,17.4788,18.1595,17.7295,17.5536,17.4964,308.892,1.09611,0.307928,0.212008,0.15704,0.118129,0.297198,0.210746,0.155791,0.12431,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4723,18.097,17.9885,17.933,18.4369,18.1017,17.9918,17.9591,308.892,-0.0617588,0.33992,0.233946,0.173927,0.130142,0.32808,0.232606,0.172531,0.136911,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.6688,15.0816,14.9116,14.8389,15.5952,15.081,14.9107,14.8718,308.894,1.09729,0.307928,0.212008,0.15704,0.118129,0.297198,0.210746,0.155791,0.12431,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6366,17.7,17.3898,17.2217,18.5324,17.699,17.4046,17.255,308.895,0.353042,0.289931,0.20007,0.148096,0.111123,0.279756,0.198887,0.146921,0.11701,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7421,17.1942,17.012,16.9132,17.669,17.1766,16.9989,16.9375,308.895,-0.174228,0.356916,0.245885,0.181927,0.136154,0.344521,0.244465,0.180531,0.143512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.3789,15.5751,15.2769,15.1484,16.2544,15.5659,15.2803,15.1686,308.896,1.05482,0.310928,0.21407,0.15904,0.119129,0.300198,0.212887,0.157791,0.12531,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.4042,16.9575,16.8035,16.7401,17.3383,16.9614,16.811,16.7663,308.897,0.37251,0.289931,0.20007,0.148096,0.111123,0.279756,0.198887,0.146921,0.11701,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.0312,16.5279,16.3532,16.281,16.9764,16.5418,16.3647,16.3201,308.899,1.12985,0.286932,0.197132,0.146096,0.110117,0.276942,0.196028,0.144921,0.115709,17.0689,16.534,16.3694,16.2843,17.0591,16.534,16.3694,16.2843,4231467067819122944
SDSS,16.4861,16.0815,15.9352,15.8715,16.4404,16.0907,15.9392,15.8982,308.9,1.18041,0.283934,0.19607,0.145096,0.109117,0.274129,0.194887,0.143921,0.114709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.4573,16.0712,15.973,15.9445,16.397,16.0697,15.9697,15.962,308.901,1.19095,0.276935,0.191132,0.142096,0.106117,0.267315,0.190028,0.140921,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.801,17.1611,16.9304,16.8023,17.724,17.172,16.9362,16.8655,308.901,1.07443,0.302929,0.209008,0.15504,0.116123,0.292384,0.207746,0.153791,0.12201,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.1932,16.6936,16.5186,16.438,17.1328,16.7019,16.5252,16.4812,308.901,1.19379,0.276935,0.191132,0.142096,0.106117,0.267315,0.190028,0.140921,0.111709,17.2405,16.7033,16.5296,16.4513,17.2308,16.7033,16.5296,16.4513,4231469606144437888
SDSS,16.1821,15.4802,15.2338,15.1136,16.0853,15.4817,15.2409,15.1467,308.903,1.15299,0.277935,0.192132,0.142153,0.106117,0.268315,0.191028,0.141051,0.111709,16.2128,15.4833,15.2462,15.1171,16.2,15.4833,15.2462,15.1171,4231468648367092992
SDSS,18.5132,18.0227,17.8674,17.783,18.4143,18.0424,17.862,17.8218,308.903,-0.967982,0.408904,0.281699,0.208757,0.156172,0.394659,0.280042,0.207141,0.164414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.981,16.3428,16.0877,15.9332,16.7752,16.2504,15.9702,15.89,308.909,0.711359,0.281934,0.194132,0.144096,0.108117,0.272129,0.193028,0.142921,0.113709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9694,18.1259,17.8231,17.6392,18.8546,18.1159,17.8298,17.7004,308.909,-0.891151,0.394908,0.271823,0.201757,0.151166,0.381217,0.270324,0.200141,0.159113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.0148,15.5435,15.3917,15.3373,15.929,15.5341,15.3881,15.354,308.91,-0.921156,0.393908,0.271761,0.201757,0.15116,0.380217,0.270183,0.200141,0.158813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9202,17.1161,16.822,16.6377,17.8009,17.104,16.81,16.6774,308.91,-0.858166,0.394908,0.271823,0.201757,0.151166,0.381217,0.270324,0.200141,0.159113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.063,16.4216,16.217,16.0978,16.9553,16.4114,16.225,16.1475,308.91,-0.883291,0.394908,0.271823,0.201757,0.151166,0.381217,0.270324,0.200141,0.159113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.3952,15.696,15.4379,15.2693,16.2973,15.6793,15.429,15.3117,308.911,0.706057,0.281934,0.194132,0.144096,0.108117,0.272129,0.193028,0.142921,0.113709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8354,18.3539,18.1892,18.1083,18.7588,18.363,18.2024,18.1729,308.916,-0.851682,0.394908,0.271823,0.201757,0.151166,0.381217,0.270324,0.200141,0.159113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.813,16.9662,16.7212,16.5852,17.6783,16.9674,16.7241,16.6488,308.916,0.766418,0.272936,0.188132,0.139153,0.104117,0.263501,0.187028,0.138051,0.109709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7466,17.3022,17.1576,17.0765,17.7006,17.3171,17.1597,17.1184,308.918,0.68009,0.289931,0.199132,0.148096,0.111117,0.279756,0.198028,0.146921,0.116709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5017,17.9362,17.7472,17.6254,18.434,17.9354,17.7479,17.6774,308.918,-0.493231,0.407904,0.280761,0.208701,0.156172,0.393659,0.279183,0.207011,0.164414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8583,18.3388,18.1659,18.0734,18.7522,18.3496,18.1721,18.1267,308.919,1.15781,0.277935,0.192132,0.142153,0.106117,0.268315,0.191028,0.141051,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9143,17.3495,17.1522,17.0538,17.8194,17.3413,17.1561,17.0943,308.92,-0.867301,0.394908,0.271823,0.201757,0.151166,0.381217,0.270324,0.200141,0.159113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4799,18.016,17.8798,17.8066,18.3929,18.0077,17.8718,17.8246,308.92,0.368475,0.285932,0.19707,0.146096,0.109123,0.275942,0.195887,0.144921,0.11501,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2236,17.5155,17.2265,17.0253,18.1475,17.53,17.2128,17.0941,308.92,0.718393,0.281934,0.194132,0.144096,0.108117,0.272129,0.193028,0.142921,0.113709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.3732,16.6063,16.3648,16.2247,17.2551,16.5982,16.3694,16.2585,308.921,-0.879319,0.394908,0.271823,0.201757,0.151166,0.381217,0.270324,0.200141,0.159113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8543,18.3307,18.1513,18.0807,18.785,18.3272,18.174,18.1302,308.921,1.18705,0.276935,0.191132,0.142096,0.106117,0.267315,0.190028,0.140921,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.6821,16.1488,15.9716,15.879,16.5983,16.1478,15.9668,15.9059,308.922,-0.498506,0.407904,0.280761,0.208701,0.156172,0.393659,0.279183,0.207011,0.164414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.4911,17.0552,16.9194,16.8593,17.42,17.0608,16.9363,16.8836,308.923,-0.454814,0.413903,0.284699,0.211701,0.158172,0.399473,0.283042,0.210011,0.166414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2204,17.614,17.4107,17.2938,18.1381,17.6253,17.4122,17.3506,308.923,1.15022,0.277935,0.192132,0.142153,0.106117,0.268315,0.191028,0.141051,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5739,18.077,17.9025,17.8075,18.5089,18.0771,17.9019,17.8394,308.923,-0.965158,0.408904,0.281699,0.208757,0.156172,0.394659,0.280042,0.207141,0.164414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.5802,16.155,16.03,15.9676,16.5151,16.151,16.0222,16.0032,308.925,0.714646,0.281934,0.194132,0.144096,0.108117,0.272129,0.193028,0.142921,0.113709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.0962,17.6454,17.4877,17.4092,18.0275,17.6301,17.4871,17.4502,308.925,-0.955641,0.417903,0.287699,0.213701,0.160172,0.403473,0.286042,0.212011,0.168414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7329,17.2237,17.0519,16.9564,17.6553,17.2275,17.056,16.9946,308.926,-0.450059,0.414903,0.285699,0.212701,0.159172,0.400473,0.284042,0.211011,0.167414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.3058,16.41,16.111,15.9408,17.1783,16.4059,16.11,15.9838,308.927,-0.894244,0.393908,0.270823,0.200814,0.15116,0.380217,0.269324,0.199271,0.158813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.2769,15.3587,15.059,14.875,16.1453,15.3638,15.0526,14.9281,308.927,0.678929,0.265937,0.183194,0.136153,0.102111,0.256688,0.182169,0.135051,0.107409,16.3316,15.3624,15.0654,14.8903,16.3165,15.3624,15.0654,14.8903,4231233004986275712
SDSS,17.1812,16.2846,16.0059,15.8527,17.0483,16.2919,16.0146,15.8897,308.927,0.350316,0.277935,0.191132,0.142153,0.106117,0.268315,0.190028,0.141051,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.6251,16.1137,15.941,15.8622,16.5361,16.1023,15.9408,15.8886,308.928,-0.91577,0.394908,0.271823,0.201757,0.151166,0.381217,0.270324,0.200141,0.159113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.1352,15.3354,15.0827,14.9442,16.0098,15.3241,15.0685,14.9732,308.929,-0.955687,0.417903,0.287699,0.213701,0.160172,0.403473,0.286042,0.212011,0.168414,16.1458,15.3217,15.0704,14.9302,16.1321,15.3217,15.0704,14.9302,4226463392264528640
SDSS,17.1546,16.4327,16.1435,15.9933,17.0276,16.4068,16.1349,16.0227,308.929,-0.178335,0.356916,0.245885,0.18287,0.137148,0.344521,0.244465,0.181401,0.144212,17.1782,16.4249,16.1544,15.9909,17.1656,16.4249,16.1544,15.9909,4229623732278748544
SDSS,18.6992,17.9313,17.6562,17.4898,18.5867,17.9272,17.6543,17.5492,308.93,-0.533182,0.394908,0.271761,0.201757,0.151166,0.381217,0.270183,0.200141,0.159113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.5772,16.851,16.5839,16.4133,17.4562,16.8454,16.5756,16.4536,308.93,-0.468232,0.414903,0.285699,0.212701,0.159172,0.400473,0.284042,0.211011,0.167414,17.6162,16.8642,16.5878,16.4286,17.6031,16.8642,16.5878,16.4286,4226589148905954944
SDSS,17.5621,16.9061,16.63,16.4578,17.4589,16.8994,16.635,16.4849,308.931,-0.859566,0.391908,0.269761,0.200757,0.15016,0.378217,0.268183,0.199141,0.157813,17.5904,16.9191,16.6383,16.4769,17.5798,16.9191,16.6383,16.4769,4226465282050220416
SDSS,17.7361,16.9144,16.6702,16.5145,17.6127,16.9035,16.6487,16.505,308.931,1.16228,0.275935,0.190132,0.141153,0.106111,0.266315,0.189028,0.140051,0.111409,17.7774,16.9164,16.6814,16.5454,17.763,16.9164,16.6814,16.5454,4231468712791160192
SDSS,17.8273,17.1923,17.0012,16.8887,17.7291,17.1881,16.9936,16.9138,308.932,-0.983725,0.4249,0.292699,0.217644,0.163172,0.4101,0.291042,0.215881,0.171414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.3813,16.8248,16.6406,16.547,17.2836,16.8154,16.6374,16.5785,308.932,-0.910423,0.394908,0.271823,0.201757,0.151166,0.381217,0.270324,0.200141,0.159113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2125,17.5088,17.2785,17.1357,18.0648,17.5117,17.2743,17.1881,308.932,0.755453,0.264937,0.182194,0.135153,0.101111,0.255688,0.181169,0.134051,0.106409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.8391,17.2076,16.9882,16.8513,17.7368,17.2037,16.9853,16.9011,308.934,-0.116987,0.344919,0.237946,0.17687,0.132142,0.332894,0.236606,0.175401,0.138911,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2176,17.6578,17.4667,17.3618,18.1484,17.67,17.4694,17.3897,308.934,0.369963,0.277935,0.191132,0.142153,0.106117,0.268315,0.190028,0.141051,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.2511,15.5268,15.3033,15.1797,16.1458,15.5198,15.2781,15.1999,308.935,-0.158336,0.351917,0.241946,0.179927,0.135142,0.339707,0.240606,0.178531,0.141911,16.2711,15.5266,15.2914,15.169,16.2585,15.5266,15.2914,15.169,4229623835358018432
SDSS,17.0011,16.5565,16.4183,16.3506,16.9093,16.5476,16.4059,16.3624,308.936,-0.953103,0.417903,0.287699,0.213701,0.160172,0.403473,0.286042,0.212011,0.168414,-999,-999,-999,-999,-999,-999,-999,-999,-999
