survey,CFA4P1-B,CFA4P1-V,CFA4P1-r,CFA4P1-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CFA4P1-B_AV,CFA4P1-V_AV,CFA4P1-r_AV,CFA4P1-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_CFA4P1-B,GAIA_CFA4P1-V,GAIA_CFA4P1-r,GAIA_CFA4P1-i
CFA4,18.0325,17.1374,16.8415,16.5866,17.472,16.8603,16.6145,16.5046,44.5821,46.7872,0.706067,0.540743,0.44189,0.324627,0.6266,0.446352,0.330322,0.262222,434382654334613376,17.8753,17.1549,16.8383,16.6122
CFA4,18.1159,17.4058,17.159,16.9031,17.6411,17.1267,16.9174,16.839,44.5783,46.9012,0.727599,0.557127,0.45489,0.334339,0.6458,0.459352,0.340192,0.270522,434385982933298176,18.0285,17.3779,17.1235,16.9244
CFA4,18.2346,17.4409,17.1524,16.8767,17.6906,17.1155,16.8633,16.7735,44.5733,46.8301,0.716833,0.548935,0.448614,0.329627,0.6362,0.453211,0.335322,0.266522,434385196955233280,18.0576,17.3822,17.0967,16.8665
CFA4,16.7182,15.7786,15.4271,15.1407,16.1379,15.4362,15.1697,15.0633,44.5645,46.8797,0.727599,0.557127,0.45489,0.334339,0.6458,0.459352,0.340192,0.270522,434385570616428672,16.5993,15.7731,15.42,15.1689
CFA4,17.144,16.3382,16.0529,15.7884,16.6477,16.0622,15.806,15.7062,44.5615,46.822,0.703833,0.538743,0.43989,0.323627,0.6246,0.444352,0.329322,0.261222,434385162595499520,17.0479,16.3367,16.0392,15.8001
CFA4,18.4509,17.7418,17.4608,17.2431,17.9453,17.4407,17.2496,17.14,44.5605,46.9104,0.727599,0.557127,0.45489,0.334339,0.6458,0.459352,0.340192,0.270522,434385673695657472,18.2763,17.6906,17.4387,17.2225
CFA4,18.5095,17.8515,17.6282,17.4041,18.0446,17.5847,17.3955,17.3134,44.5563,46.8478,0.706067,0.540839,0.44189,0.324627,0.6274,0.446352,0.330322,0.262222,434385261378764672,18.3854,17.8134,17.5966,17.4051
CFA4,17.6678,16.8593,16.5772,16.3381,17.1578,16.604,16.3716,16.2762,44.5532,46.7754,0.694301,0.531646,0.434166,0.318915,0.6168,0.438493,0.324452,0.257921,434382718758069504,17.5641,16.8695,16.5871,16.3604
CFA4,17.4229,16.5177,16.2004,15.933,16.8307,16.1949,15.9452,15.8354,44.5519,46.7982,0.700067,0.536646,0.43789,0.321627,0.6218,0.442352,0.327322,0.260222,434382894852779776,17.292,16.5051,16.1787,15.9341
CFA4,17.182,16.5147,16.2968,16.1134,16.813,16.3691,16.1777,16.1214,44.5415,46.8709,0.714833,0.546935,0.44689,0.328627,0.6342,0.451352,0.334322,0.265522,434385471833129984,17.1314,16.5878,16.3622,16.1848
CFA4,16.6535,15.8765,15.6072,15.3676,16.1514,15.6026,15.3773,15.3007,44.5384,46.8583,0.714833,0.546935,0.44689,0.328627,0.6342,0.451352,0.334322,0.265522,434385437473396480,16.52,15.8566,15.5862,15.3772
CFA4,17.906,17.1207,16.829,16.5094,17.4609,16.9228,16.6824,16.6176,44.5357,46.9458,0.731599,0.560224,0.457614,0.336339,0.6496,0.462211,0.342192,0.271823,434433266229174400,17.8268,17.1847,16.9249,16.7108
CFA4,16.6394,15.7035,15.353,15.0246,16.0539,15.3604,15.0485,14.897,44.5342,46.7863,0.700067,0.536646,0.43789,0.321627,0.6218,0.442352,0.327322,0.260222,434382791773571584,16.5285,15.6878,15.3367,15.0328
CFA4,17.3473,16.4895,16.1658,15.8854,16.8029,16.1612,15.9066,15.8151,44.5309,46.916,0.727599,0.557127,0.45489,0.334339,0.6458,0.459352,0.340192,0.270522,434432647753894272,17.2258,16.4613,16.1484,15.9051
CFA4,17.2065,16.3319,16.005,15.736,16.6389,15.9906,15.7315,15.6207,44.5259,46.7769,0.685301,0.525454,0.429166,0.314915,0.6092,0.433493,0.320452,0.254921,434382757413837440,17.0449,16.3021,15.9821,15.7276
CFA4,16.1736,15.5574,15.3309,15.1417,16.0052,15.4399,15.219,15.1104,44.5191,46.8412,0.703067,0.537743,0.439166,0.322915,0.6236,0.443493,0.328452,0.261222,434383960004652672,16.3854,15.7064,15.4201,15.2002
CFA4,16.2549,15.8394,15.7144,15.6234,16.3443,15.9341,15.7524,15.7031,44.5184,46.839,0.703067,0.537743,0.439166,0.322915,0.6236,0.443493,0.328452,0.261222,434383960004654080,16.6276,16.1263,15.9193,15.7516
CFA4,16.4504,16.0256,15.8857,15.7441,16.7663,16.116,15.8487,15.7631,44.5177,46.8185,0.694301,0.531646,0.434166,0.318915,0.6168,0.438493,0.324452,0.257921,434383719486493824,17.2084,16.4369,16.1122,15.8604
CFA4,17.872,17.2242,17.0127,16.827,17.4009,16.9851,16.8206,16.7488,44.5151,46.7797,0.688301,0.52655,0.430166,0.315915,0.611,0.434493,0.321452,0.255921,434383513328081280,17.7177,17.2065,16.9947,16.8161
CFA4,17.2145,16.2999,15.9527,15.6723,16.783,16.1134,15.8267,15.6781,44.5147,46.8737,0.710833,0.544839,0.44489,0.326627,0.6314,0.449352,0.332322,0.264222,434432441595479936,17.0907,16.3411,16.0236,15.7551
CFA4,16.9539,16.6769,16.5199,16.379,17.5222,16.8191,16.5631,16.4205,44.514,46.813,0.694301,0.531646,0.434166,0.318915,0.6168,0.438493,0.324452,0.257921,434383616407281920,18.0178,17.1805,16.8168,16.543
CFA4,18.0439,17.1962,16.9014,16.6003,17.5747,16.9182,16.6099,16.486,44.5086,46.9238,0.725599,0.556031,0.453614,0.333339,0.644,0.458211,0.339192,0.269522,434432853913448192,18.0159,17.2417,16.903,16.6182
CFA4,17.6722,17.3033,17.2071,17.1026,17.7137,17.2878,17.096,17.0324,44.4994,46.8484,0.703067,0.537743,0.439166,0.322915,0.6236,0.443493,0.328452,0.261222,434383990068444928,18.0138,17.4779,17.278,17.093
CFA4,17.0074,16.1105,15.7611,15.4296,16.466,15.7891,15.4804,15.3409,44.4914,46.9364,0.733365,0.561224,0.458614,0.337051,0.6506,0.463211,0.343062,0.272823,434432922631797504,16.8977,16.1152,15.7798,15.468
CFA4,16.292,15.5838,15.3583,15.167,15.809,15.336,15.1636,15.1037,44.4898,46.7875,0.688301,0.52655,0.430166,0.315915,0.611,0.434493,0.321452,0.255921,434383199794416640,16.1467,15.5594,15.327,15.1561
CFA4,17.1669,16.6344,16.3876,16.1316,17.2192,16.5115,16.1719,16.0215,44.4806,46.8344,0.702067,0.537743,0.439166,0.322627,0.6236,0.443493,0.328322,0.261222,434383886989218304,17.6929,16.8651,16.4964,16.1715
CFA4,17.0458,16.4529,16.2659,16.0884,16.6834,16.2734,16.1094,16.0551,44.4763,46.8704,0.710067,0.543839,0.44389,0.326627,0.6304,0.448352,0.332322,0.263522,434430998486473600,16.9681,16.4738,16.2742,16.1131
CFA4,16.7842,16.1792,15.9537,15.7665,16.5295,15.999,15.7954,15.7113,44.4763,46.8374,0.702067,0.537743,0.439166,0.322627,0.6236,0.443493,0.328322,0.261222,434430826687792256,16.8893,16.2522,15.9982,15.7943
CFA4,16.925,16.2372,16.0182,15.841,16.5332,16.0551,15.8637,15.7867,44.4724,46.8588,0.710067,0.543839,0.44389,0.326627,0.6304,0.448352,0.332322,0.263522,434430998486476544,16.8662,16.2709,16.0471,15.8583
CFA4,17.6289,17.0378,16.853,16.659,17.2155,16.8224,16.6491,16.6025,44.4722,46.78,0.687301,0.526454,0.430166,0.315915,0.6102,0.434493,0.321452,0.254921,434383375889132800,17.4522,16.9913,16.8028,16.6537
CFA4,17.5973,16.8175,16.543,16.2841,17.3182,16.7219,16.4775,16.3922,44.4681,46.8016,0.687301,0.526454,0.430166,0.315915,0.6102,0.434493,0.321452,0.254921,434383474672336256,17.713,17.0041,16.7084,16.4797
CFA4,16.0446,15.4089,15.1974,15.0045,15.6261,15.1841,15.007,14.9391,44.4609,46.8188,0.692301,0.53055,0.433166,0.318627,0.615,0.437493,0.324322,0.257222,434430414370943232,15.9091,15.3845,15.1747,15.0037
CFA4,17.3858,16.7724,16.5865,16.3956,16.9062,16.5179,16.3341,16.2928,44.4486,46.7886,0.681301,0.521454,0.426166,0.312915,0.6052,0.430493,0.318452,0.252921,434383444608608512,17.2013,16.6975,16.5041,16.3466
CFA4,17.4906,16.7359,16.4838,16.2434,17.0026,16.459,16.2349,16.1474,44.4433,46.7847,0.681301,0.521454,0.426166,0.312915,0.6052,0.430493,0.318452,0.252921,434383341529395584,17.4112,16.718,16.4557,16.2212
CFA4,17.2586,16.5634,16.3241,16.1037,16.8489,16.3531,16.1441,16.0792,44.4427,46.9302,0.736365,0.56332,0.460614,0.338339,0.6534,0.465211,0.344192,0.273823,434432132357821568,17.1807,16.5876,16.3492,16.1372
CFA4,16.5323,15.8511,15.6203,15.3883,16.123,15.6454,15.4356,15.3551,44.4419,46.9443,0.736365,0.56332,0.460614,0.338339,0.6534,0.465211,0.344192,0.273823,434433609826565632,16.4366,15.8647,15.6304,15.428
CFA4,17.7658,17.1338,16.9202,16.7233,17.3519,16.9067,16.7321,16.663,44.4416,46.912,0.723833,0.554127,0.45289,0.332627,0.6428,0.457352,0.338322,0.268823,434432024982715648,17.5891,17.1262,16.9766,16.7369
CFA4,17.6773,16.9375,16.6694,16.4522,17.1589,16.6492,16.4332,16.3446,44.4372,46.8448,0.691301,0.52955,0.432166,0.317915,0.614,0.436493,0.323452,0.256921,434431067205962240,17.432,16.9734,16.7254,16.4878
CFA4,17.9481,17.2632,17.0356,16.8495,17.4775,17.0023,16.8096,16.7363,44.4361,46.8405,0.691301,0.52955,0.432166,0.317915,0.614,0.436493,0.323452,0.256921,434430689248841728,17.78,17.2157,16.9793,16.7969
CFA4,16.7228,15.7757,15.4264,15.1051,16.1932,15.4625,15.1594,15.0215,44.4345,46.7775,0.681301,0.521454,0.426166,0.312915,0.6052,0.430493,0.318452,0.252921,434383341529399936,16.6486,15.8101,15.4532,15.1484
CFA4,17.9627,17.2099,16.9524,16.7338,17.4728,16.9316,16.6832,16.654,44.4202,46.8177,0.685301,0.524454,0.428442,0.314915,0.6082,0.432634,0.320452,0.254921,434430444434694784,17.8406,17.197,16.9323,16.7302
CFA4,17.3105,16.554,16.3018,16.0482,16.7666,16.2468,16.0209,15.9182,44.4169,46.7937,0.681301,0.521454,0.426166,0.312915,0.6052,0.430493,0.318452,0.252921,434430276932004864,17.1287,16.4915,16.2351,16.0039
CFA4,17.9979,17.2098,16.9437,16.7295,17.4785,16.9449,16.723,16.6405,44.416,46.8425,0.697301,0.534646,0.436166,0.320627,0.6198,0.440493,0.326322,0.259222,434430689248842752,17.8413,17.199,16.9328,16.7262
CFA4,17.3239,16.4958,16.1859,15.9265,16.8645,16.2577,16.0218,15.9303,44.4123,46.9453,0.733599,0.562224,0.458614,0.337339,0.6516,0.463211,0.343192,0.272823,434432402938252416,17.2739,16.5457,16.257,16.0218
CFA4,17.7445,17.066,16.8395,16.638,17.2211,16.7717,16.5758,16.5197,44.4103,46.8093,0.688301,0.52655,0.430166,0.315915,0.611,0.434493,0.321452,0.255921,434430345651475456,17.5392,16.9836,16.7673,16.576
CFA4,18.5755,17.5634,17.1681,16.8344,17.8859,17.1582,16.8231,16.6819,44.3835,46.9134,0.726833,0.557127,0.454614,0.334339,0.6458,0.459211,0.340192,0.269823,434432235437046400,18.3341,17.5092,17.1394,16.8083
CFA4,17.4017,16.5903,16.3094,16.0559,16.8204,16.2724,16.0263,15.9305,44.3797,46.7998,0.689301,0.528454,0.431166,0.316915,0.6122,0.435493,0.322452,0.255921,434424641934913664,17.2106,16.5356,16.2588,16.0334
CFA4,18.3992,17.5981,17.3096,17.0718,17.827,17.2716,17.0496,16.9543,44.3691,46.8701,0.712833,0.545839,0.44589,0.327627,0.6324,0.450352,0.333322,0.264522,434431548242295168,18.2046,17.5236,17.2605,17.0385
CFA4,17.1705,16.2969,15.9443,15.6559,16.6263,15.9433,15.6704,15.5567,20.2893,4.83141,0.106128,0.0808288,0.0666197,0.0485593,0.0942,0.0672958,0.0493503,0.0391034,2563476107068526720,17.0557,16.2796,15.9226,15.6617
CFA4,16.963,16.0001,15.6241,15.3479,16.3692,15.6236,15.3659,15.2628,20.2705,4.84226,0.102128,0.0777325,0.0636197,0.0465593,0.0904,0.0642958,0.0473503,0.037803,2563478958926814464,16.827,15.9848,15.6061,15.3581
CFA4,16.8375,16.317,16.1611,16.0242,16.4779,16.1421,16.0229,16.007,20.2622,4.77677,0.104128,0.0797325,0.0648958,0.0475593,0.0924,0.0654366,0.0483503,0.038803,2563475183650810496,16.7337,16.2913,16.1367,16.0189
CFA4,15.92,15.1737,14.9184,14.6771,15.4571,14.9339,14.7172,14.6341,20.242,4.89151,0.0993622,0.0766363,0.0626197,0.0455593,0.0886,0.0632958,0.0463503,0.036803,2563480200172609792,15.8206,15.1729,14.9181,14.7059
CFA4,16.2724,15.7296,15.5726,15.4286,15.8887,15.5397,15.4147,15.3851,20.2037,4.78745,0.102128,0.0777325,0.0636197,0.0465593,0.0904,0.0642958,0.0473503,0.037803,2563476901637728384,16.1321,15.6982,15.5341,15.4086
CFA4,17.2932,16.6101,16.3772,16.1832,16.8122,16.3283,16.1458,16.0814,20.2019,4.75595,0.103128,0.0787325,0.0646197,0.0475593,0.0914,0.0652958,0.0483503,0.0381034,2563473908045240448,17.151,16.5529,16.3231,16.1326
CFA4,18.0901,17.3057,17.0428,16.8111,17.592,17.0451,16.8244,16.7623,20.1457,4.85157,0.0953622,0.07354,0.0598958,0.0435593,0.0848,0.0604366,0.0443503,0.035803,2563479749200800000,17.9956,17.321,17.0406,16.8259
CFA4,16.5025,15.8845,15.6879,15.5097,16.1021,15.6978,15.5457,15.5082,1.06232,-11.1874,0.123894,0.0950213,0.0773437,0.0569831,0.1098,0.0781549,0.0580904,0.0461034,2421774213872515968,16.4032,15.8852,15.6931,15.543
CFA4,16.2446,15.765,15.6037,15.4681,15.9349,15.6146,15.4954,15.4756,1.03629,-11.1195,0.125894,0.0971175,0.0793437,0.0579831,0.1126,0.0801549,0.0590904,0.0471034,-999,-999,-999,-999,-999
CFA4,17.7476,17.2495,17.023,16.8573,17.4162,17.0338,16.8771,16.8325,1.03166,-11.1351,0.126894,0.0971175,0.0793437,0.0582712,0.1126,0.0801549,0.0592203,0.0474039,-999,-999,-999,-999,-999
CFA4,15.9976,15.3219,15.0933,14.9103,15.5546,15.0888,14.916,14.8722,1.02507,-11.2186,0.123894,0.0950213,0.0773437,0.0572712,0.1098,0.0781549,0.0582203,0.0464039,2421773664116686336,15.8902,15.304,15.0729,14.9083
CFA4,17.735,16.9097,16.5411,16.2718,17.2084,16.5417,16.281,16.1742,1.00168,-11.1594,0.12966,0.0991175,0.0813437,0.0592712,0.1146,0.0821549,0.0602203,0.0484039,2421774935427004672,17.6428,16.884,16.527,16.2684
CFA4,16.8151,16.1682,15.9417,15.7361,16.3561,15.8951,15.7067,15.629,0.953655,-11.2529,0.122128,0.0940213,0.0763437,0.0562712,0.1088,0.0771549,0.0572203,0.0454039,2421772461525843840,16.678,16.1174,15.8939,15.6983
CFA4,16.306,15.8338,15.6843,15.5543,15.9451,15.6377,15.5246,15.5075,0.948799,-11.2359,0.124894,0.0960213,0.0783437,0.0572712,0.1108,0.0791549,0.0582203,0.0464039,2421773045641395200,16.1805,15.7787,15.6309,15.5225
CFA4,17.9356,17.3975,17.2062,17.032,17.5783,17.2003,17.041,16.9993,0.92921,-11.1267,0.129894,0.100117,0.0813437,0.0599831,0.1156,0.0821549,0.0610904,0.0484039,2422526520344046848,17.8811,17.3943,17.2056,17.0501
CFA4,18.3767,17.4483,17.0904,16.749,17.8239,17.0825,16.7547,16.606,51.8933,46.8883,1.4975,1.14693,0.936676,0.688102,1.3292,0.946141,0.700124,0.556246,242896313447206144,18.2771,17.4226,17.0707,16.7436
CFA4,17.7508,16.8233,16.4536,16.0676,17.2475,16.5729,16.2364,16.0888,51.8922,46.9857,1.62439,1.24405,1.01602,0.746373,1.4418,1.0263,0.759345,0.60365,242899096585980032,17.63,16.9045,16.5629,16.2232
CFA4,18.064,17.0416,16.625,16.2287,17.5736,16.838,16.4739,16.3003,51.8872,46.9794,1.62439,1.24405,1.01602,0.746373,1.4418,1.0263,0.759345,0.60365,242899096585982976,17.9957,17.1912,16.8128,16.461
CFA4,18.6468,17.6597,17.257,16.8847,18.0464,17.267,16.8747,16.6746,51.8792,46.9996,1.64516,1.26043,1.02902,0.756085,1.461,1.0393,0.769215,0.610951,242902051523476352,18.5017,17.6381,17.2481,16.8799
CFA4,18.5291,17.6852,17.3134,16.9213,18.0262,17.3495,16.9984,16.8381,51.8789,46.9762,1.62439,1.24405,1.01602,0.746373,1.4418,1.0263,0.759345,0.60365,242898993506769024,18.4435,17.6715,17.328,16.9798
CFA4,18.0929,16.8541,16.337,15.8506,17.3292,16.3572,15.9046,15.6613,51.8744,47.0193,1.65092,1.26362,1.03202,0.758797,1.4656,1.0423,0.772085,0.613251,242902115944019072,17.8855,16.8335,16.3249,15.8771
CFA4,18.0906,16.9047,16.4186,15.9761,17.4632,16.5123,16.0832,15.8876,51.8719,46.9626,1.59386,1.22056,0.996572,0.732661,1.4148,1.00658,0.745475,0.592049,242898890427558656,18.0223,16.9841,16.4885,16.0672
CFA4,17.8715,16.8994,16.4998,16.1345,17.2665,16.5121,16.1698,16.0014,51.8703,46.903,1.52226,1.16641,0.9524,0.699814,1.3522,0.962,0.711994,0.565547,242897103721185792,17.7628,16.8968,16.5012,16.1601
CFA4,18.1101,17.1491,16.7516,16.3566,17.5215,16.7546,16.3767,16.2004,51.8649,46.9827,1.60963,1.23285,1.00657,0.739661,1.4292,1.01658,0.752475,0.59835,242901948444268416,17.9958,17.1168,16.7268,16.3592
CFA4,18.6823,17.607,17.1849,16.8329,18.2367,17.3877,17.0203,16.8429,51.8632,46.8809,1.4975,1.14693,0.936676,0.688102,1.3292,0.946141,0.700124,0.556246,242896244727733888,18.6961,17.7457,17.3563,16.9984
CFA4,18.5988,17.6508,17.3089,16.9924,18.0122,17.3247,17.0012,16.8672,51.8577,46.9336,1.55756,1.19299,0.974124,0.716237,1.383,0.983859,0.728734,0.578448,242897412958820224,18.4308,17.6164,17.2855,16.98
CFA4,18.3998,17.5503,17.2105,16.8643,17.81,17.1745,16.8673,16.7188,51.8502,46.9776,1.60963,1.23285,1.00657,0.739661,1.4292,1.01658,0.752475,0.59835,242901914084531968,18.1508,17.4763,17.1515,16.8416
CFA4,18.3163,17.4575,17.1263,16.791,17.803,17.1214,16.7923,16.6329,51.8435,46.9904,1.60963,1.23285,1.00657,0.739661,1.4292,1.01658,0.752475,0.59835,242901978505031168,18.167,17.405,17.1,16.781
CFA4,18.0817,17.1318,16.7258,16.3137,17.4949,16.7256,16.3453,16.1564,51.8424,46.9967,1.60963,1.23285,1.00657,0.739661,1.4292,1.01658,0.752475,0.59835,242901982804004736,17.9312,17.1029,16.7024,16.3264
CFA4,17.9838,16.9587,16.5335,16.115,17.3865,16.5837,16.1963,16.0082,51.8356,47.0114,1.63339,1.25124,1.02202,0.751085,1.4504,1.0323,0.764215,0.60665,242902223322168576,17.8741,16.9683,16.5546,16.1753
CFA4,18.2772,17.4956,17.1751,16.8772,17.7968,17.1787,16.883,16.7633,51.8348,46.9411,1.55756,1.19299,0.974124,0.716237,1.383,0.983859,0.728734,0.578448,242897447318558336,18.142,17.4688,17.1627,16.8784
CFA4,18.5994,17.762,17.4169,17.0954,17.994,17.3464,17.009,16.8827,51.8274,46.878,1.51226,1.15822,0.945676,0.694814,1.3426,0.955141,0.706994,0.561547,242896966282244608,18.3671,17.648,17.3115,17.02
CFA4,17.8331,16.518,15.9218,15.4449,17.0578,15.938,15.4773,15.2381,51.8243,46.9181,1.55656,1.19199,0.973124,0.715237,1.382,0.982859,0.727734,0.578148,242897275515628160,17.5095,17.0909,16.3431,15.6825
CFA4,16.8346,16.0019,15.6579,15.3251,16.3312,15.6877,15.3796,15.2237,51.8224,46.9712,1.59386,1.22066,0.996848,0.732661,1.4156,1.00672,0.745475,0.592049,242900505335265792,16.7334,16.0227,15.7009,15.4108
CFA4,17.6691,16.7481,16.3902,16.058,17.1154,16.3981,16.08,15.9231,51.8207,46.9103,1.55656,1.19199,0.973124,0.715237,1.382,0.982859,0.727734,0.578148,242897275519880704,17.5526,16.7408,16.3717,16.0562
CFA4,18.0833,17.008,16.5806,16.1817,17.4029,16.5772,16.1947,16.0097,51.8167,46.9948,1.61539,1.23695,1.0103,0.742373,1.434,1.02044,0.755345,0.60035,242900711493687680,17.8575,16.9425,16.5749,16.1754
CFA4,17.4331,16.4516,16.067,15.7513,16.8904,16.1259,15.8117,15.6655,51.8118,46.9217,1.55656,1.19199,0.973124,0.715237,1.382,0.982859,0.727734,0.578148,242897344239354240,17.3517,16.4782,16.0952,15.7904
CFA4,18.2392,17.3776,17.0528,16.7192,17.698,17.0551,16.7541,16.6012,51.8094,46.9456,1.58133,1.21137,0.988848,0.726949,1.4042,0.998718,0.739605,0.587749,242900299176844416,18.1096,17.365,17.0433,16.7399
CFA4,18.4718,17.5052,17.1131,16.7619,17.8567,17.1325,16.7741,16.6167,51.8078,46.9856,1.61539,1.23695,1.0103,0.742373,1.434,1.02044,0.755345,0.60035,-999,-999,-999,-999,-999
CFA4,17.683,16.4841,15.9894,15.5195,16.9568,16.0154,15.5572,15.3172,51.8051,46.9408,1.58133,1.21137,0.988848,0.726949,1.4042,0.998718,0.739605,0.587749,242900299178311936,17.5336,16.4614,15.9727,15.5221
CFA4,18.0524,17.1965,16.8845,16.5729,17.537,16.8775,16.5719,16.4286,51.7992,46.9028,1.55656,1.19199,0.973124,0.715237,1.382,0.982859,0.727734,0.578148,242896931922499968,17.8973,17.179,16.8545,16.5589
CFA4,18.8895,17.9944,17.6258,17.3115,18.2756,17.6009,17.2528,17.1093,51.7961,46.8749,1.50326,1.15112,0.939952,0.690814,1.3348,0.949282,0.702994,0.558246,242896618387689344,18.7233,17.9431,17.5876,17.2463
CFA4,17.5696,16.7759,16.4586,16.1462,17.1063,16.4635,16.1439,15.9993,51.7898,46.8575,1.50326,1.15112,0.939952,0.690814,1.3348,0.949282,0.702994,0.558246,242896519605655168,17.4998,16.7745,16.4487,16.1402
CFA4,17.5286,16.5769,16.1816,15.81,16.943,16.1908,15.8339,15.6567,51.7745,46.9498,1.58409,1.21347,0.990848,0.727949,1.407,1.00072,0.740605,0.588749,242900539695014528,17.3485,16.5661,16.1873,15.8148
CFA4,18.1895,17.3159,16.9633,16.6002,17.6422,16.9626,16.6142,16.448,51.7739,46.9873,1.60186,1.22676,1.0023,0.736373,1.4224,1.01244,0.749345,0.595049,242901398688462976,18.0506,17.2782,16.9442,16.6103
CFA4,18.1982,17.0039,16.5029,16.0753,17.4438,16.511,16.1063,15.9175,51.7732,47.016,1.62739,1.24624,1.01802,0.748085,1.4454,1.0283,0.761215,0.60465,242901570487145216,18.0193,16.9658,16.4902,16.0939
CFA4,17.7469,16.8797,16.54,16.1814,17.21,16.5611,16.2571,16.0825,51.7703,46.9948,1.60186,1.22676,1.0023,0.736373,1.4224,1.01244,0.749345,0.595049,242901398688459392,17.6606,16.9423,16.6148,16.3011
CFA4,17.7117,16.6447,16.2088,15.8226,17.0975,16.2145,15.8736,15.6514,51.7669,46.8968,1.55056,1.18789,0.970124,0.712525,1.3772,0.979859,0.724864,0.576148,242899852501718016,17.6553,16.7015,16.2692,15.8865
CFA4,17.131,16.2072,15.845,15.514,16.5639,15.8557,15.5431,15.3947,51.7618,46.9611,1.59786,1.22366,0.999572,0.734661,1.4186,1.00958,0.747475,0.594049,242900608414489472,16.9749,16.1852,15.8257,15.517
CFA4,18.1019,17.2552,16.8984,16.5477,17.5314,16.8541,16.5272,16.3764,51.7616,46.9906,1.61062,1.23385,1.0073,0.740373,1.4302,1.01744,0.753345,0.59835,242901398688463232,17.9129,17.1633,16.8267,16.5187
CFA4,17.9678,16.8637,16.4224,16.0087,17.4721,16.565,16.1159,15.8934,51.755,46.9368,1.59286,1.21966,0.996572,0.732661,1.4146,1.00658,0.745475,0.592049,242900161738329984,18.0023,17.0104,16.55,16.0974
CFA4,18.6062,17.7066,17.2995,16.9601,18.0193,17.3396,17.044,16.8286,51.7465,46.92,1.57809,1.20837,0.986848,0.724949,1.4012,0.996718,0.737605,0.586448,242900123081019264,18.473,17.7039,17.3572,17.0379
CFA4,17.8398,16.9523,16.6093,16.2755,17.3044,16.6072,16.2853,16.1373,51.7324,46.9469,1.59286,1.21966,0.996572,0.732661,1.4146,1.00658,0.745475,0.592049,242900196097638656,17.675,16.9229,16.582,16.2613
CFA4,18.207,17.3807,17.0784,16.7541,17.7023,17.0655,16.7727,16.6209,51.7204,46.962,1.60363,1.22776,1.00257,0.736661,1.4234,1.01258,0.749475,0.596049,242901020731353600,18.071,17.3676,17.0534,16.7609
CFA4,18.0484,17.132,16.7709,16.4828,17.5486,16.8944,16.5671,16.4339,51.718,47.0221,1.61363,1.23595,1.0093,0.741373,1.433,1.01944,0.754345,0.59935,242901703627895424,17.9531,17.2083,16.8648,16.5684
CFA4,18.7259,17.8002,17.438,17.0988,18.1231,17.4483,17.1005,16.9445,51.7175,46.9934,1.60662,1.23076,1.00457,0.738373,1.4264,1.01458,0.751345,0.597049,242901261249512832,18.5589,17.7797,17.4257,17.0894
CFA4,16.895,16.1087,15.8074,15.5128,16.382,15.759,15.4772,15.3421,51.6943,46.8578,1.52226,1.16641,0.9524,0.699814,1.3522,0.962,0.711994,0.565547,242876281719769088,16.7436,16.0587,15.7571,15.4722
CFA4,17.6182,16.502,16.0201,15.6255,16.9317,16.0379,15.6356,15.45,51.6886,46.9376,1.59586,1.22266,0.998572,0.733661,1.4176,1.00858,0.746475,0.593049,242900883292412160,17.454,16.4738,15.9996,15.6162
CFA4,17.9806,16.9908,16.6094,16.2178,17.3633,16.5899,16.2002,16.027,51.6811,46.8967,1.55833,1.19308,0.974124,0.716237,1.3838,0.983859,0.728734,0.579148,242876556597661824,17.8277,16.9618,16.5685,16.1918
CFA4,17.6312,16.8096,16.4656,16.1369,17.1433,16.4946,16.1675,16.0197,51.6807,46.9814,1.60862,1.23185,1.0063,0.739373,1.4282,1.01644,0.752345,0.59735,242901188232923520,17.5326,16.802,16.4644,16.1593
CFA4,17.7407,16.9089,16.5712,16.2474,17.2552,16.6003,16.2753,16.1352,51.6798,46.9781,1.60862,1.23185,1.0063,0.739373,1.4282,1.01644,0.752345,0.59735,242901192530044160,17.6631,16.9113,16.5745,16.2661
CFA4,18.2611,17.3986,17.061,16.7259,17.6936,17.0248,16.6994,16.5506,51.68,46.902,1.56256,1.19708,0.977124,0.718237,1.3878,0.986859,0.730734,0.580448,242876556597660032,18.0972,17.3456,16.9983,16.6822
CFA4,18.3707,17.4803,17.1352,16.8168,17.9739,17.319,16.9988,16.831,51.6774,47.018,1.62039,1.24105,1.0133,0.745085,1.4388,1.02344,0.758215,0.60235,243089037220643584,18.3587,17.6186,17.2865,16.9703
CFA4,17.7767,16.8678,16.5131,16.1552,17.1924,16.4877,16.1217,15.9564,51.6743,46.8997,1.56256,1.19708,0.977124,0.718237,1.3878,0.986859,0.730734,0.580448,242877312511905408,17.6167,16.8245,16.4541,16.1092
CFA4,17.7757,16.5722,16.0187,15.5165,17.2799,16.167,15.6414,15.3669,51.6732,46.9172,1.58009,1.21037,0.987848,0.725949,1.4032,0.997718,0.738605,0.586749,242877342574480512,17.8329,16.7342,16.1358,15.6215
CFA4,18.1284,17.6656,17.5491,17.4291,17.7343,17.4601,17.3596,17.3577,36.458,41.8507,0.20649,0.158465,0.129515,0.0951186,0.1838,0.130732,0.0967006,0.0769064,-999,-999,-999,-999,-999
